label_A,label_B,count_lsa,avg_sim_lsa,n_A_lsa,n_B_lsa,ratio_A_lsa,ratio_B_lsa,count_sbert,avg_sim_sbert,n_A_sbert,n_B_sbert,ratio_A_sbert,ratio_B_sbert,count_tfidf,avg_sim_tfidf,n_A_tfidf,n_B_tfidf,ratio_A_tfidf,ratio_B_tfidf,count_sum_all_methods
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Connection,3.0,0.7881,141.0,45.0,0.0213,0.0667,,,,,,,2.0,0.6254,141.0,45.0,0.0142,0.0444,5.0
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Maintain_communication,8.0,0.7082,141.0,74.0,0.0567,0.1081,17.0,0.6442,141.0,74.0,0.1206,0.2297,2.0,0.8667,141.0,74.0,0.0142,0.027,27.0
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2.0,1.0,141.0,20.0,0.0142,0.1,10.0,0.7133,141.0,20.0,0.0709,0.5,2.0,1.0,141.0,20.0,0.0142,0.1,14.0
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||invite_collaboration,3.0,0.5938,141.0,11.0,0.0213,0.2727,2.0,0.6095,141.0,11.0,0.0142,0.1818,,,,,,,5.0
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||salutation,1.0,0.6174,141.0,154.0,0.0071,0.0065,,,,,,,,,,,,,1.0
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||signoff,3.0,0.7881,141.0,93.0,0.0213,0.0323,,,,,,,2.0,0.6254,141.0,93.0,0.0142,0.0215,5.0
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,16.0,0.6648,141.0,18.0,0.1135,0.8889,18.0,0.7378,141.0,18.0,0.1277,1.0,,,,,,,34.0
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Making_decision_together,4.0,0.6882,141.0,13.0,0.0284,0.3077,8.0,0.6557,141.0,13.0,0.0567,0.6154,,,,,,,12.0
Information-Giving||Drugs,PROVIDER_Shared-Decision_Making||Share_options,,,,,,,9.0,0.6545,141.0,17.0,0.0638,0.5294,,,,,,,9.0
Information-Giving||Drugs,Socioemotional_/_Empathy||Acknowledge_Error,2.0,0.6407,141.0,16.0,0.0142,0.125,,,,,,,,,,,,,2.0
Information-Giving||Drugs,Socioemotional_/_Empathy||Express_concern/unease,4.0,0.6451,141.0,25.0,0.0284,0.16,4.0,0.5849,141.0,25.0,0.0284,0.16,,,,,,,8.0
Information-Giving||Drugs,Socioemotional_/_Empathy||Reassurance,2.0,0.5584,141.0,14.0,0.0142,0.1429,,,,,,,,,,,,,2.0
Information-Giving||General_information,Information-Giving||Scheduling_appt,31.0,0.6486,145.0,120.0,0.2138,0.2583,25.0,0.63,145.0,120.0,0.1724,0.2083,5.0,0.5914,145.0,120.0,0.0345,0.0417,61.0
Information-Giving||General_information,Information-Giving||Symptoms,40.0,0.6268,145.0,104.0,0.2759,0.3846,14.0,0.6129,145.0,104.0,0.0966,0.1346,,,,,,,54.0
Information-Giving||General_information,Information-Giving||instruction,14.0,0.647,145.0,44.0,0.0966,0.3182,32.0,0.6082,145.0,44.0,0.2207,0.7273,2.0,0.576,145.0,44.0,0.0138,0.0455,48.0
Information-Giving||General_information,Information-Seeking_SDOH||Economic_stability,2.0,0.702,145.0,7.0,0.0138,0.2857,4.0,0.6313,145.0,7.0,0.0276,0.5714,,,,,,,6.0
Information-Giving||General_information,Information-Seeking_SDOH||Health_care_access_and_quality,,,,,,,5.0,0.6377,145.0,19.0,0.0345,0.2632,,,,,,,5.0
Information-Giving||General_information,Information-Seeking||Care_Coordination,4.0,0.6091,145.0,8.0,0.0276,0.5,4.0,0.665,145.0,8.0,0.0276,0.5,,,,,,,8.0
Information-Giving||General_information,Information-Seeking||Diagnostics,3.0,0.6213,145.0,46.0,0.0207,0.0652,1.0,0.5574,145.0,46.0,0.0069,0.0217,,,,,,,4.0
Information-Giving||General_information,Information-Seeking||Drugs,9.0,0.6658,145.0,33.0,0.0621,0.2727,2.0,0.6067,145.0,33.0,0.0138,0.0606,,,,,,,11.0
Information-Giving||General_information,Information-Seeking||General_information,8.0,0.6228,145.0,17.0,0.0552,0.4706,16.0,0.6473,145.0,17.0,0.1103,0.9412,2.0,0.6228,145.0,17.0,0.0138,0.1176,26.0
Information-Giving||General_information,Information-Seeking||Scheduling_appt,11.0,0.6869,145.0,33.0,0.0759,0.3333,4.0,0.62,145.0,33.0,0.0276,0.1212,,,,,,,15.0
Information-Giving||General_information,Information-Seeking||Symptoms,4.0,0.6088,145.0,11.0,0.0276,0.3636,,,,,,,,,,,,,4.0
Information-Giving||General_information,PATIENT_PARTNERSHIP||Alignment,1.0,0.6574,145.0,47.0,0.0069,0.0213,1.0,0.6013,145.0,47.0,0.0069,0.0213,,,,,,,2.0
Information-Giving||General_information,PATIENT_PARTNERSHIP||Connection,6.0,0.6725,145.0,60.0,0.0414,0.1,8.0,0.6149,145.0,60.0,0.0552,0.1333,2.0,0.5729,145.0,60.0,0.0138,0.0333,16.0
Information-Giving||General_information,PATIENT_PARTNERSHIP||active_participation_/involvement,38.0,0.6991,145.0,146.0,0.2621,0.2603,42.0,0.6481,145.0,146.0,0.2897,0.2877,13.0,0.6839,145.0,146.0,0.0897,0.089,93.0
Information-Giving||General_information,PATIENT_PARTNERSHIP||express_opinions,14.0,0.6157,145.0,52.0,0.0966,0.2692,14.0,0.6056,145.0,52.0,0.0966,0.2692,,,,,,,28.0
Information-Giving||General_information,PATIENT_PARTNERSHIP||state_preferences,16.0,0.6609,145.0,45.0,0.1103,0.3556,5.0,0.6315,145.0,45.0,0.0345,0.1111,3.0,0.5675,145.0,45.0,0.0207,0.0667,24.0
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Explore_options,,,,,,,2.0,0.6069,145.0,18.0,0.0138,0.1111,,,,,,,2.0
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,6.0,0.5984,145.0,29.0,0.0414,0.2069,2.0,0.5919,145.0,29.0,0.0138,0.069,,,,,,,8.0
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Alignment,11.0,0.7555,145.0,41.0,0.0759,0.2683,4.0,0.7773,145.0,41.0,0.0276,0.0976,6.0,0.5973,145.0,41.0,0.0414,0.1463,21.0
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Connection,4.0,0.6545,145.0,45.0,0.0276,0.0889,6.0,0.6385,145.0,45.0,0.0414,0.1333,2.0,0.5729,145.0,45.0,0.0138,0.0444,12.0
Information-Giving||General_information,PROVIDER_PARTNERSHIP||Maintain_communication,16.0,0.6095,145.0,74.0,0.1103,0.2162,21.0,0.6454,145.0,74.0,0.1448,0.2838,,,,,,,37.0
Information-Giving||General_information,PROVIDER_PARTNERSHIP||build_trust,4.0,0.706,145.0,4.0,0.0276,1.0,,,,,,,2.0,0.5528,145.0,4.0,0.0138,0.5,6.0
Information-Giving||General_information,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,5.0,0.6231,145.0,20.0,0.0345,0.25,,,,,,,5.0
Information-Giving||General_information,PROVIDER_PARTNERSHIP||invite_collaboration,3.0,0.5962,145.0,11.0,0.0207,0.2727,6.0,0.6622,145.0,11.0,0.0414,0.5455,,,,,,,9.0
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,5.0,0.6314,145.0,18.0,0.0345,0.2778,4.0,0.5969,145.0,18.0,0.0276,0.2222,,,,,,,9.0
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Making_decision_together,7.0,0.633,145.0,13.0,0.0483,0.5385,2.0,0.5626,145.0,13.0,0.0138,0.1538,,,,,,,9.0
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Share_options,,,,,,,3.0,0.6124,145.0,17.0,0.0207,0.1765,,,,,,,3.0
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,,,,,,,2.0,0.6404,145.0,7.0,0.0138,0.2857,,,,,,,2.0
Information-Giving||General_information,Socioemotional_/_Empathy||Acknowledge_Error,4.0,0.603,145.0,16.0,0.0276,0.25,2.0,0.6067,145.0,16.0,0.0138,0.125,,,,,,,6.0
Information-Giving||General_information,Socioemotional_/_Empathy||Express_concern/unease,10.0,0.6877,145.0,25.0,0.069,0.4,4.0,0.6441,145.0,25.0,0.0276,0.16,2.0,0.6977,145.0,25.0,0.0138,0.08,16.0
Information-Giving||General_information,Socioemotional_/_Empathy||Positive_Remarks/Reward,2.0,0.7973,145.0,6.0,0.0138,0.3333,,,,,,,2.0,0.7269,145.0,6.0,0.0138,0.3333,4.0
Information-Giving||General_information,Socioemotional_/_Empathy||Reassurance,4.0,0.7961,145.0,14.0,0.0276,0.2857,4.0,0.5799,145.0,14.0,0.0276,0.2857,2.0,0.8802,145.0,14.0,0.0138,0.1429,10.0
Information-Giving||Prognosis,Information-Giving||Symptoms,,,,,,,6.0,0.5809,6.0,104.0,1.0,0.0577,,,,,,,6.0
Information-Giving||Prognosis,PATIENT_PARTNERSHIP||active_participation_/involvement,4.0,0.7242,6.0,146.0,0.6667,0.0274,10.0,0.6882,6.0,146.0,1.6667,0.0685,2.0,0.6935,6.0,146.0,0.3333,0.0137,16.0
Information-Giving||Prognosis,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,2.0,0.5745,6.0,20.0,0.3333,0.1,,,,,,,2.0
Information-Giving||Prognosis,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,,,,,,,4.0,0.6474,6.0,7.0,0.6667,0.5714,,,,,,,4.0
Information-Giving||Scheduling_appt,Information-Giving||Symptoms,8.0,0.6796,120.0,104.0,0.0667,0.0769,,,,,,,,,,,,,8.0
Information-Giving||Scheduling_appt,Information-Giving||instruction,23.0,0.732,120.0,44.0,0.1917,0.5227,43.0,0.6479,120.0,44.0,0.3583,0.9773,8.0,0.6924,120.0,44.0,0.0667,0.1818,74.0
Information-Giving||Scheduling_appt,Information-Seeking_SDOH||Health_care_access_and_quality,2.0,0.5986,120.0,19.0,0.0167,0.1053,8.0,0.6905,120.0,19.0,0.0667,0.4211,,,,,,,10.0
Information-Giving||Scheduling_appt,Information-Seeking||Diagnostics,9.0,0.6042,120.0,46.0,0.075,0.1957,5.0,0.6211,120.0,46.0,0.0417,0.1087,2.0,0.5676,120.0,46.0,0.0167,0.0435,16.0
Information-Giving||Scheduling_appt,Information-Seeking||Drugs,1.0,0.6477,120.0,33.0,0.0083,0.0303,7.0,0.6277,120.0,33.0,0.0583,0.2121,,,,,,,8.0
Information-Giving||Scheduling_appt,Information-Seeking||General_information,,,,,,,1.0,0.556,120.0,17.0,0.0083,0.0588,,,,,,,1.0
Information-Giving||Scheduling_appt,Information-Seeking||Scheduling_appt,40.0,0.6525,120.0,33.0,0.3333,1.2121,90.0,0.7053,120.0,33.0,0.75,2.7273,4.0,0.6787,120.0,33.0,0.0333,0.1212,134.0
Information-Giving||Scheduling_appt,Information-Seeking||Symptoms,,,,,,,1.0,0.5532,120.0,11.0,0.0083,0.0909,,,,,,,1.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Alignment,,,,,,,7.0,0.6636,120.0,47.0,0.0583,0.1489,,,,,,,7.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Appreciation/gratitude,,,,,,,2.0,0.5735,120.0,99.0,0.0167,0.0202,,,,,,,2.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Connection,8.0,0.6672,120.0,60.0,0.0667,0.1333,9.0,0.723,120.0,60.0,0.075,0.15,,,,,,,17.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||active_participation_/involvement,14.0,0.6444,120.0,146.0,0.1167,0.0959,74.0,0.6517,120.0,146.0,0.6167,0.5068,1.0,0.552,120.0,146.0,0.0083,0.0068,89.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,5.0,0.7323,120.0,52.0,0.0417,0.0962,13.0,0.6604,120.0,52.0,0.1083,0.25,2.0,0.8463,120.0,52.0,0.0167,0.0385,20.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||signoff,1.0,0.6239,120.0,156.0,0.0083,0.0064,4.0,0.6646,120.0,156.0,0.0333,0.0256,,,,,,,5.0
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||state_preferences,10.0,0.6113,120.0,45.0,0.0833,0.2222,32.0,0.6158,120.0,45.0,0.2667,0.7111,,,,,,,42.0
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Explore_options,,,,,,,4.0,0.6175,120.0,18.0,0.0333,0.2222,,,,,,,4.0
Information-Giving||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,5.0,0.7316,120.0,29.0,0.0417,0.1724,11.0,0.6409,120.0,29.0,0.0917,0.3793,2.0,0.6165,120.0,29.0,0.0167,0.069,18.0
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Alignment,1.0,0.551,120.0,41.0,0.0083,0.0244,5.0,0.629,120.0,41.0,0.0417,0.122,,,,,,,6.0
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Connection,1.0,0.551,120.0,45.0,0.0083,0.0222,,,,,,,,,,,,,1.0
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Maintain_communication,13.0,0.6415,120.0,74.0,0.1083,0.1757,29.0,0.6521,120.0,74.0,0.2417,0.3919,4.0,0.7008,120.0,74.0,0.0333,0.0541,46.0
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2.0,0.6086,120.0,20.0,0.0167,0.1,6.0,0.6278,120.0,20.0,0.05,0.3,,,,,,,8.0
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||invite_collaboration,4.0,0.5839,120.0,11.0,0.0333,0.3636,5.0,0.6466,120.0,11.0,0.0417,0.4545,,,,,,,9.0
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||signoff,2.0,0.5636,120.0,93.0,0.0167,0.0215,,,,,,,,,,,,,2.0
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,,,,,,,18.0,0.659,120.0,18.0,0.15,1.0,,,,,,,18.0
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Making_decision_together,4.0,0.6989,120.0,13.0,0.0333,0.3077,2.0,0.6431,120.0,13.0,0.0167,0.1538,,,,,,,6.0
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Share_options,4.0,0.6447,120.0,17.0,0.0333,0.2353,7.0,0.6438,120.0,17.0,0.0583,0.4118,,,,,,,11.0
Information-Giving||Scheduling_appt,Socioemotional_/_Empathy||Reassurance,2.0,0.5523,120.0,14.0,0.0167,0.1429,,,,,,,,,,,,,2.0
Information-Giving||Symptoms,Information-Giving||instruction,,,,,,,2.0,0.5511,104.0,44.0,0.0192,0.0455,,,,,,,2.0
Information-Giving||Symptoms,Information-Seeking||Care_Coordination,,,,,,,6.0,0.6086,104.0,8.0,0.0577,0.75,,,,,,,6.0
Information-Giving||Symptoms,Information-Seeking||Scheduling_appt,1.0,0.5862,104.0,33.0,0.0096,0.0303,,,,,,,,,,,,,1.0
Information-Giving||Symptoms,Information-Seeking||Symptoms,12.0,0.675,104.0,11.0,0.1154,1.0909,19.0,0.6335,104.0,11.0,0.1827,1.7273,,,,,,,31.0
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Alignment,4.0,0.9195,104.0,47.0,0.0385,0.0851,1.0,0.5547,104.0,47.0,0.0096,0.0213,2.0,0.8802,104.0,47.0,0.0192,0.0426,7.0
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Connection,6.0,0.5858,104.0,60.0,0.0577,0.1,6.0,0.6265,104.0,60.0,0.0577,0.1,,,,,,,12.0
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||active_participation_/involvement,14.0,0.5903,104.0,146.0,0.1346,0.0959,17.0,0.5996,104.0,146.0,0.1635,0.1164,,,,,,,31.0
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||express_opinions,10.0,0.7938,104.0,52.0,0.0962,0.1923,16.0,0.6532,104.0,52.0,0.1538,0.3077,6.0,0.7627,104.0,52.0,0.0577,0.1154,32.0
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||state_preferences,2.0,0.6535,104.0,45.0,0.0192,0.0444,4.0,0.6184,104.0,45.0,0.0385,0.0889,,,,,,,6.0
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Alignment,3.0,0.6763,104.0,41.0,0.0288,0.0732,,,,,,,3.0,0.8802,104.0,41.0,0.0288,0.0732,6.0
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Connection,2.0,0.7882,104.0,45.0,0.0192,0.0444,3.0,0.7062,104.0,45.0,0.0288,0.0667,2.0,0.6186,104.0,45.0,0.0192,0.0444,7.0
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Maintain_communication,2.0,0.5761,104.0,74.0,0.0192,0.027,2.0,0.559,104.0,74.0,0.0192,0.027,,,,,,,4.0
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||signoff,,,,,,,1.0,0.6197,104.0,93.0,0.0096,0.0108,,,,,,,1.0
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Making_decision_together,4.0,0.6622,104.0,13.0,0.0385,0.3077,,,,,,,2.0,0.6613,104.0,13.0,0.0192,0.1538,6.0
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Share_options,2.0,0.6113,104.0,17.0,0.0192,0.1176,2.0,0.6332,104.0,17.0,0.0192,0.1176,,,,,,,4.0
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,,,,,,,2.0,0.5775,104.0,7.0,0.0192,0.2857,,,,,,,2.0
Information-Giving||Symptoms,Socioemotional_/_Empathy||Express_concern/unease,10.0,0.6461,104.0,25.0,0.0962,0.4,9.0,0.6042,104.0,25.0,0.0865,0.36,2.0,0.9133,104.0,25.0,0.0192,0.08,21.0
Information-Giving||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,2.0,0.7074,104.0,6.0,0.0192,0.3333,5.0,0.6465,104.0,6.0,0.0481,0.8333,,,,,,,7.0
Information-Giving||Symptoms,Socioemotional_/_Empathy||Reassurance,8.0,0.6963,104.0,14.0,0.0769,0.5714,5.0,0.5932,104.0,14.0,0.0481,0.3571,,,,,,,13.0
Information-Giving||Symptoms,Socioemotional_/_Empathy||Sadness/fear,,,,,,,4.0,0.6769,104.0,10.0,0.0385,0.4,,,,,,,4.0
Information-Giving||instruction,Information-Seeking_SDOH||Health_care_access_and_quality,,,,,,,5.0,0.5948,44.0,19.0,0.1136,0.2632,,,,,,,5.0
Information-Giving||instruction,Information-Seeking||Care_Coordination,,,,,,,4.0,0.6314,44.0,8.0,0.0909,0.5,,,,,,,4.0
Information-Giving||instruction,Information-Seeking||Diagnostics,,,,,,,7.0,0.623,44.0,46.0,0.1591,0.1522,,,,,,,7.0
Information-Giving||instruction,Information-Seeking||Drugs,,,,,,,3.0,0.6946,44.0,33.0,0.0682,0.0909,,,,,,,3.0
Information-Giving||instruction,Information-Seeking||Scheduling_appt,,,,,,,1.0,0.6322,44.0,33.0,0.0227,0.0303,,,,,,,1.0
Information-Giving||instruction,PATIENT_PARTNERSHIP||Connection,2.0,0.6277,44.0,60.0,0.0455,0.0333,2.0,0.5666,44.0,60.0,0.0455,0.0333,,,,,,,4.0
Information-Giving||instruction,PATIENT_PARTNERSHIP||active_participation_/involvement,10.0,0.6288,44.0,146.0,0.2273,0.0685,14.0,0.6333,44.0,146.0,0.3182,0.0959,,,,,,,24.0
Information-Giving||instruction,PATIENT_PARTNERSHIP||express_opinions,,,,,,,3.0,0.6001,44.0,52.0,0.0682,0.0577,,,,,,,3.0
Information-Giving||instruction,PATIENT_PARTNERSHIP||state_preferences,2.0,0.5707,44.0,45.0,0.0455,0.0444,2.0,0.563,44.0,45.0,0.0455,0.0444,,,,,,,4.0
Information-Giving||instruction,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,,,,,,,2.0,0.5767,44.0,7.0,0.0455,0.2857,,,,,,,2.0
Information-Giving||instruction,PATIENT_SHARED-DECISION_MAKING||Explore_options,,,,,,,1.0,0.6827,44.0,18.0,0.0227,0.0556,,,,,,,1.0
Information-Giving||instruction,PROVIDER_PARTNERSHIP||Maintain_communication,11.0,0.5867,44.0,74.0,0.25,0.1486,14.0,0.6438,44.0,74.0,0.3182,0.1892,,,,,,,25.0
Information-Giving||instruction,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,1.0,0.5547,44.0,20.0,0.0227,0.05,,,,,,,1.0
Information-Giving||instruction,PROVIDER_PARTNERSHIP||invite_collaboration,2.0,0.6632,44.0,11.0,0.0455,0.1818,3.0,0.6185,44.0,11.0,0.0682,0.2727,,,,,,,5.0
Information-Giving||instruction,PROVIDER_Shared-Decision_Making||Making_decision_together,,,,,,,5.0,0.6205,44.0,13.0,0.1136,0.3846,,,,,,,5.0
Information-Giving||instruction,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,,,,,,,1.0,0.598,44.0,7.0,0.0227,0.1429,,,,,,,1.0
Information-Giving||instruction,Socioemotional_/_Empathy||Acknowledge_Error,,,,,,,2.0,0.585,44.0,16.0,0.0455,0.125,,,,,,,2.0
Information-Giving||instruction,Socioemotional_/_Empathy||Reassurance,2.0,0.5513,44.0,14.0,0.0455,0.1429,2.0,0.6737,44.0,14.0,0.0455,0.1429,,,,,,,4.0
Information-Giving||instruction,Socioemotional_/_Empathy||Sadness/fear,,,,,,,2.0,0.6454,44.0,10.0,0.0455,0.2,,,,,,,2.0
Information-Seeking_SDOH||Economic_stability,Information-Seeking||Symptoms,2.0,0.6526,7.0,11.0,0.2857,0.1818,,,,,,,,,,,,,2.0
Information-Seeking_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,2.0,0.6119,7.0,146.0,0.2857,0.0137,2.0,0.6607,7.0,146.0,0.2857,0.0137,,,,,,,4.0
Information-Seeking_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||Maintain_communication,,,,,,,2.0,0.6648,7.0,74.0,0.2857,0.027,,,,,,,2.0
Information-Seeking_SDOH||Health_care_access_and_quality,Information-Seeking||Care_Coordination,,,,,,,2.0,0.7714,19.0,8.0,0.1053,0.25,,,,,,,2.0
Information-Seeking_SDOH||Health_care_access_and_quality,Information-Seeking||Drugs,,,,,,,2.0,0.5946,19.0,33.0,0.1053,0.0606,,,,,,,2.0
Information-Seeking_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||active_participation_/involvement,4.0,0.5923,19.0,146.0,0.2105,0.0274,10.0,0.6405,19.0,146.0,0.5263,0.0685,,,,,,,14.0
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Maintain_communication,,,,,,,2.0,0.61,19.0,74.0,0.1053,0.027,,,,,,,2.0
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||build_trust,2.0,0.6419,19.0,4.0,0.1053,0.5,,,,,,,,,,,,,2.0
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,3.0,0.6633,19.0,20.0,0.1579,0.15,,,,,,,3.0
Information-Seeking||Care_Coordination,Information-Seeking||General_information,2.0,0.5731,8.0,17.0,0.25,0.1176,1.0,0.5833,8.0,17.0,0.125,0.0588,,,,,,,3.0
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,4.0,0.6803,8.0,146.0,0.5,0.0274,3.0,0.7214,8.0,146.0,0.375,0.0205,2.0,0.5705,8.0,146.0,0.25,0.0137,9.0
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||express_opinions,,,,,,,2.0,0.6253,8.0,52.0,0.25,0.0385,,,,,,,2.0
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||state_preferences,,,,,,,1.0,0.567,8.0,45.0,0.125,0.0222,,,,,,,1.0
Information-Seeking||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,,,,,,,1.0,0.5965,8.0,41.0,0.125,0.0244,,,,,,,1.0
Information-Seeking||Care_Coordination,PROVIDER_PARTNERSHIP||invite_collaboration,2.0,0.5662,8.0,11.0,0.25,0.1818,,,,,,,,,,,,,2.0
Information-Seeking||Diagnostics,Information-Seeking||Drugs,,,,,,,2.0,0.6023,46.0,33.0,0.0435,0.0606,,,,,,,2.0
Information-Seeking||Diagnostics,Information-Seeking||General_information,8.0,0.7352,46.0,17.0,0.1739,0.4706,4.0,0.6035,46.0,17.0,0.087,0.2353,,,,,,,12.0
Information-Seeking||Diagnostics,Information-Seeking||Scheduling_appt,2.0,0.6443,46.0,33.0,0.0435,0.0606,9.0,0.6822,46.0,33.0,0.1957,0.2727,,,,,,,11.0
Information-Seeking||Diagnostics,Information-Seeking||Symptoms,2.0,0.7749,46.0,11.0,0.0435,0.1818,2.0,0.6783,46.0,11.0,0.0435,0.1818,2.0,0.6245,46.0,11.0,0.0435,0.1818,6.0
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Alignment,4.0,0.5552,46.0,47.0,0.087,0.0851,2.0,0.6988,46.0,47.0,0.0435,0.0426,,,,,,,6.0
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Connection,3.0,0.618,46.0,60.0,0.0652,0.05,,,,,,,2.0,0.6052,46.0,60.0,0.0435,0.0333,5.0
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||active_participation_/involvement,39.0,0.7127,46.0,146.0,0.8478,0.2671,39.0,0.6751,46.0,146.0,0.8478,0.2671,14.0,0.6968,46.0,146.0,0.3043,0.0959,92.0
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||build_trust,,,,,,,6.0,0.6752,46.0,5.0,0.1304,1.2,,,,,,,6.0
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||express_opinions,2.0,0.5597,46.0,52.0,0.0435,0.0385,10.0,0.604,46.0,52.0,0.2174,0.1923,,,,,,,12.0
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,,,,,,,2.0,0.6159,46.0,45.0,0.0435,0.0444,,,,,,,2.0
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,2.0,0.6543,46.0,18.0,0.0435,0.1111,3.0,0.6258,46.0,18.0,0.0652,0.1667,,,,,,,5.0
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2.0,0.6017,46.0,29.0,0.0435,0.069,4.0,0.6191,46.0,29.0,0.087,0.1379,,,,,,,6.0
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||Connection,2.0,0.6313,46.0,45.0,0.0435,0.0444,,,,,,,,,,,,,2.0
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||Maintain_communication,,,,,,,11.0,0.6068,46.0,74.0,0.2391,0.1486,,,,,,,11.0
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||checking_understanding/clarification,,,,,,,1.0,0.5664,46.0,20.0,0.0217,0.05,,,,,,,1.0
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||invite_collaboration,,,,,,,2.0,0.6862,46.0,11.0,0.0435,0.1818,,,,,,,2.0
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,,,,,,,2.0,0.6911,46.0,18.0,0.0435,0.1111,,,,,,,2.0
