ID,Male,Female,Other_Gender,Female2,Hispanic,White,Black,Asian,Indian,Islander,Other_race,Other_race_TXT,Other_race_combined,White_monoracial,NonWhite,Marital,Single,Married,Div_Widow,Job,Job_34_TEXT,Job_codes,job_codes_condensed,Job_codes_condensed2,Specialty,Specialty_codes,Specialty_low,Specialty_moderate,Specialty_high,Specialty_other,Frontline_cat,Frontline_none,Frontline_indirect,Frontline_direct,Hospital_State,OE_upsetting,OE_positive,OE_other,Wave,State_num,Hosp_Cases
10619.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,11.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,Watching the news and the general lack of a unified national response and the lack of consideration by many to not consider others collectively when they make personal choices not to be cautious.,"Less people on the streets, less pollution, successful move to telemedicine, quality time with family, and that we learn these lessons and adopt them.",I have watched many brave people rise to the occasion and meet the needs of our patients in a selfless and committed manner - it restores my sense of humanity.,1.0,3.0,4.0
10620.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,,3.0,3.0,3.0,32.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,"I work in Palliative Care and I think the hardest thing has been having family member say over the phone “I’ll never get over not being with my mother when she dies.”
I felt helpless and sad as I felt being with my own mother when she died was a gift.",We had a influx of patients of Hispanic culture and the families were so appreciative of everything we were doing and acknowledged this on every phone call. This seemed very meaningful to me.,I’m not sure anything could have prepared me for this.,1.0,5.0,2.0
10622.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,32.0,,5.0,5.0,5.0,34.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,,,,1.0,3.0,3.0
10623.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,27.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,- worries about financing as I do not know what it is going to happen in the financials of our hospital,self quarantine --&gt; gave me a lot time for myself(usually I spent that with my kids) and I finished a lot work,I had less pulmonary clinics but I had to cover in the ICU (not a lot) but to reduce the workload of those were assigned to ICU the last month,1.0,5.0,2.0
10624.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0,,7.0,7.0,7.0,10.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,The fact that policies and procedures have been implemented that hinder physicians ability to provide care by people not directly involved in patient care and without anyone’s consultation that does patient care,The fact that we successfully extubated our second ever COVID patient and she was able to be discharged to home,,1.0,8.0,2.0
10625.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,,7.0,7.0,7.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,1.0,6.0,3.0
10626.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,2.0,2.0,2.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,Faculty meeting where the researchers contributions were lauded over and over again and not a single clinician was even acknowledged.,"My family has taken my concerns seriously and completely isolated themselves at home.  It has given me one less thing to worry about,",There is no recognition of how hard ID doctors are working and there's no release valve.  Everyone just expects everyone to give more and they offer webinars on wellness or virtual happy hours - but this is just one more thing to do when nobody already has any extra time.  There needs to be protected time.   There has also been a more than usual bias against single people -- assuming we can just work more because we have no childcare responsibilities or don't need a day off.  We are socially isolated because we don't live with a spouse or children and those effects don't seem to come into play at all when deciding who needs a day off.,1.0,6.0,3.0
10627.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0,,7.0,7.0,7.0,10.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,"Having friends and family not take the pandemic seriously is upsetting. I am telling family members daily that their loved one has died alone in a hospital room. Seeing them go about their daily lives without masks or consideration for those who they might kill, or that they might get sick themselves, is infuriating. This, and the general state of the country at large make it difficult to keep my morale up. It feels like drowning.","My friend had a baby a few days ago, and luckily the whole family is healthy and well. It may be cliche, but seeing a new person in the world gives me hope, and motivation to try to make this situation the best it can be, so this child has a great place to grow.","I want everyone to understand that there is a component of this situation that was entirely avoidable. Racial inequity and structural inequality that prevent people from obtaining preventative care have led to populations being disproportionately affected by chronic disease, which makes them more vulnerable to COVID 19. Additionally, had the federal government responded appropriately or even competently, this situation would have been less severe. As someone with an MD/MPH, it makes me want to scream.",1.0,8.0,
10628.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,11.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,Not letting my child see her cousins/grandparents,New projects/responsibilities at work,"Exhausting, sad",1.0,6.0,3.0
10629.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,My friends are too worried and practice  unreasonable avoidance behaviors,I learned that I’m braver and more determined to serve in capacity of medical worker than many others,"I don’t see us being heroes, we are doing a job we chose by our free will and taking care of COVID pts is just one of the many obligations we accepted by being health care workers",1.0,6.0,2.0
10630.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0,,7.0,7.0,7.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,Been unable to see my family and friends. It makes me sad because I don't know when that will change.,Feel closer and supported by my coworkers.,,1.0,8.0,2.0
10631.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Patient coding during intubation, she was only 52, obese, difficulty to oxygenate and ventilate, lost my visor during CPR, got her back and intubated, but was definitely exposed. Got sick with COVID 5 days later, infected my husband despite quarantining",My daughter came home because college is closed. I miss her and it gives me more purpose to have her around,"Profits should not be driving resource allocation, health care delivery, testing, etc. This has highlighted how morally corrupt our health care system is. Administrators allow physicians to be the fall guy. Patients suffer, physicians are not protected, and the government stands by and says it's not their responsibility. When need to legislate change, national coverage for all.",1.0,8.0,3.0
10632.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,LPN in clinic,3.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,i really have not had anything personally happen to me.,met new people when i was sent to the remote testing site,no,1.0,10.0,2.0
10633.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,,2.0,2.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Death of a friend who had COVID 19. It is very upsetting, mostly because he was quite ill for at least 6 weeks. I never had the opportunity to visit him.",Reconnecting with neighbors. Made me feel very cared for and supported. Also made me feel very fortunate for their presence.,"It has become much easier relatively quickly in my setting. The local government response and the hospital response have made me feel very hopeful and supported. The first few weeks were challenging because we were behind the curve in New Orleans with a very significant outbreak. Those were scary days. It’s much better now, but I am not enjoying practicing Medicine as much with having to wear all the PPE. I know it’s necessary, but it makes my interactions with patients feel very impersonal.",1.0,8.0,2.0
10634.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,15.0,,3.0,3.0,3.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,"1) That I can't hug my mom. That my mom and dad can't hug my daughter. 2) Before we learned how much sedation was needed, patients were coming back up from the unit telling up things they remembered - like being intubated, having a rectal tube placed. That was tough.","That remdesivir shows modest improvement. That my hospital has EUA doses.  That the IL-antagonists show some benefit. It is all only a glimmer of hope, but I'll take anything. Knowing that there are things that might improve outcomes helps keep me calmer. Oh and all the thanks from everyone. I'm not really doing anything that special - its the floor nurses on COVID units that deserve our utmost thanks and appreciation","It has been interesting, socially, to see how my colleagues deal with stress.",1.0,6.0,3.0
10635.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,34.0,Patient Service Associate,9.0,9.0,9.0,18.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,"My aunt was ill at the start of one week, her health declined and within days she had passed away so quickly/suddenly from suspected COVID-19. It made me very upset and unable to process the loss or grieve due to stay at home orders and being overworked.","I have been on a trying to conceive/fertility journey since the end of last year. It was put on hold due to COVID-19, but will be starting the process back up. I am hopeful that while COVID-19 is not going away, I will be able to start a family.","With hospitals looking to have a resurgence while a pandemic is ongoing may not seem like the best idea. Outpatient practices are short staffed and you are now putting the staff at risk. Also, creating a larger workload then before while being overwhelmed with the anxieties of this pandemic is detrimental to one's mental health.",1.0,13.0,
10638.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,,7.0,7.0,7.0,16.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,"My husband recently accepted a new job in a different state (which was a very difficult decision and I am feeling incredibly sad about moving). He had to delay his move (which I am happy about) but I know once the pandemic slows down he will move and I will follow about 1 year later due to training. I have still been experiencing a lot of grief associated with this move, even though I am happy he has found his 'dream job.' 

This had nothing to do with COVID-19, just happened at the same time of the pandemic. But it has been a difficult issue for both of us.",Been able to spend a lot more time outside doing activities I have enjoyed since early in the pandemic my work days were shortened (when all elective procedures were canceled and the hospital was empty). The hospital census has now returned to a more normal level so my work hours are back to pre-pandemic hours. But it has been good to enjoy more time outdoors. Its also very hopeful to see communities band together to support local restaurants and people have put up yard-signs to encourage each other.,"Our hospital was well prepared, kept the staff updated, and acted in a timely manor. Our staff has been safe and everyone has worked well together. It has been an honor to serve my community by coming to work, even if for the most part I have not cared for those with Covid.",1.0,5.0,2.0
10639.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,25.0,,3.0,3.0,3.0,19.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,"In the beginning, our administration was ruling that nurses would be fired if they were caught wearing masks in a non covid unit.  I was screening people for symptoms and travel history along with temp checks in the front of the cancer center and I remember thinking I was going to get fired for wearing a mask.  That moment caused me to rethink my entire career and future plans.  The sheer idiocy of the statement and knowing that it was directly related to the lack of preparedness caused emotions that I still can't describe.",I had a mental breakdown of sorts within the first few weeks and my co-workers gave me a card and some 'happy's' to cheer me up.,Nothing else.   Thank you for allowing me to participate in this study.,1.0,10.0,2.0
10640.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,Psychologist,8.0,8.0,8.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,I have not been that upset.,I've managed to set up teleconferencing.  It gave me a sense of mastery.  I feel confident I can expand these skills into doing telebehavioral health if I need to.,I rarely work in the hospital proper.  I am wondering if you should have excluded me.,1.0,8.0,3.0
10641.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,,7.0,7.0,7.0,11.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,,,,1.0,6.0,3.0
10642.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,,,,1.0,8.0,2.0
10643.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Not being able to go to new york with my mother for her birthday and mother's day. Made me very depressed to not be able to spend the time with her. 
",I've saved lots of money by not being able to vacation.,,1.0,6.0,2.0
10645.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0,,7.0,7.0,7.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,Seeing a child pass away from COVID and watching mom's grief - made me feel helpless,Receiving food from local restaurants at the hospital - makes me feel appreciated,,1.0,8.0,2.0
10646.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Basically everything fun that was supposed to happen in 2020 has been cancelled for me.  Including but not limited to: my bachelorette party which fell on my birthday, any birthday celebrations with my family, my wedding shower, my fiance's bachelor party, my wedding, and the honeymoon i was soooo looking forward to.  I'm now left with 3 weeks of vacation I cannot give back, so they're pretty much wasted.","I've had friends and family rally around me to support me and show appreciation for my work.  I've been thrown virtual bachelorettes, been sent countless cards and gifts, had people enter me into contests, and my friends check on me very regularly.  It has made me feel very loved.",My effective coping skills have been spending time in nature with my dog and lots of cuddling with the dog.,1.0,3.0,3.0
10647.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"While on nights, making a non-COVID patient with respiratory distress comfort care who was DNR/DNI. I did not know the patient well and felt it was difficult to walk the family through the decision to pursue comfort care overnight without knowing the patient very well.",Spending more time with my niece and nephew.,,1.0,13.0,3.0
10648.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,2.0,2.0,2.0,18.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,I am most upset by cancellation of activities that I used to enjoy such as swimming and music. I understand why they had to be cancelled and know they will eventually restart but I find it frustrating and disappointing.,"I have been able to spend time cultivating friendships, even though it is happening remotely.","It has overall been a positive experience. There is much less arguing about the common, minor problems and annoyances.",1.0,13.0,2.0
10649.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,,2.0,2.0,2.0,26.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,,Managing staff who were scared to come to work because they feared infecting their family - some of whom had serious medical conditions.  I felt anxious and overwhelmed.,Support from colleagues and the community.  #middlesexstrong  I felt that my work was meaningful.,,1.0,3.0,2.0
10650.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,taking care of COVID patients with reusing PPE.  No PPE supplies.  Feel vulnerable and defenseless,Supportive fellow staff,non-compliant public increases stress level,1.0,6.0,2.0
10651.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,21.0,,10.0,9.0,9.0,34.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,Feeling as though my supervisor has not been open or sensitive to feedback about current workload and equal sharing of work among our team.,We are closer to summer and can do so much more outside,,1.0,3.0,2.0
10652.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,18.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,Feeling burned out from quadrupling my workload,Seeing the support of my colleagues has been outstanding and made me feel uplifted,,1.0,6.0,2.0
10653.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,stress over how to deal with nervous physicians and staff who have a louder and higher level of worry than I do,appreciate the responsibility given me to help organize and interpret,no,1.0,5.0,2.0
10654.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,21.0,,10.0,9.0,9.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Seeing patients be upset or afraid because they aren’t able to have a loved one with them in the clinic/hospital while they’re there. I feel sad for them, it must be quite scary having to be alone, you lose a sense of security not having someone there with you.",Being able to work as a team along with other departments/disciplines in the hospital and coming together to come up with great plans. We’ve now formed great relationships with other departments that has made us stronger now and will continue to benefit us into the future.,,1.0,5.0,2.0
10655.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,Seeing people in my community without jobs. My heart aches for them. I have a job and don't have to worry about feeding my family.,"Seeing my family at home each and every day. They are more relaxed, helping around the house, and appreciate the work I do for others.",Perspective is everything.,1.0,8.0,2.0
10656.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,,14.0,8.0,8.0,33.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,"Increase in unsafe activities around my home (not in hospital community) including attempted break-ins, car roberies, a neighbor's house being struck by likely and a homicide in my area. These happened in a short period of time and have increased my anxiety both at home and while in the community/work, being more on edge, impacted sleep/headaches","I have an amazingly supportive team so I am thankful to continue to be going in to work on my regular schedule for their support, as well as the sense of normalcy","I am thankful at Middlesex that we have received regular communication from our immediate supervisor and director, but also from higher levels, including the hospital CEO. I think that our community has made an effort to work together and support one another, as well as to focus on positives and good things that are happening",1.0,3.0,2.0
10657.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,,14.0,8.0,8.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,"The hardest thing has been NOT seeing family because I don' t know if I've been exposed to the virus thru co-workers or patients (before telemed was implemented) and I am afraid to pass it on to them. I live alone and I have not visited my family since February. Although we took a chance this Tuesday, since the state is opening up, but we were outside and I wore a mask. The other thing that is upsetting: Is this serious or not??? It feels words are said but actions are done in the opposite. Worry but don't worry.",I am doing yoga telemed that I would never haave had the time to do before.,I wish management would share more about their views of this and what they think is happening about the information. Just numbers don't do it for me.,1.0,3.0,2.0
10658.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,25.0,,3.0,3.0,3.0,33.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,chest compressions and feeling and hearing ribs breaking.,Working at a higher level of care. I enjoy the challenge,Would never want to go through anything like this again,1.0,3.0,2.0
10659.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,0.0,1.0,34.0,Psychologist,8.0,8.0,8.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,"Although I now work via telehealth with child clients, I worked in our behavioral health offices for some weeks and go there now on occasion.  I am quarantined from my daughter, a college student, and only saw her 3 hours, with precautions, on Mother's Day; I am distraught but totally committed to my clients.","Maintaining the connection with my clients, in this case virtually.  This has been easier with the older clients but parents are very supportive also in staying in the sessions with the younger clients.  Clients fluctuate in terms of emotions and behaviors given so many changes and losses they are experiencing,  But I feel so satisfied being with my clients when they need us the most.","It's tough.  I am reminded of the destruction of my native Nicaragua during war.  I am reminded of the aftermath of Sandy Hook since I was a school principal in New Haven.  I worry about standing when the ground is shaking.  But the communication from our state, hospital and Behavioral Health Department has been superb. And the level of commitment from all of us is extraordinary.",1.0,3.0,2.0
10660.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,Having to argue with nursing to get an N95 mask for a covid positive patient on airborne precautions. I ended up using an used N95 from a colleague.,The support from patients - their gratitude.,"It has been hard, but I am hopeful for better days ahead and for us all to realize the healthcare system needs to be better.",1.0,13.0,2.0
10661.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,Clinical Psych Intern,8.0,8.0,8.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,"I am very lucky because I am a behavioral health intern and currently working from home.  I was told last week that the hospital may have us come back to work in the office not because any decline in COVID19 cases has occurred at our hospital, but because of the optics.  I was also told by our clinic manager that our ability to work from home (which is what has most helped me cope with my anxiety) will depend in large part on how long insurance is willing to pay for our services to be from home instead of facility-based.  My husband is a Navy psychologist so he is working with patients in-person at the Navy hospital every day still and could be deployed if this becomes more severe.  I worry that between my husband seeing patients and my potentially needing to return to the office, that our children are far more likely to get COVID19 and that we will need to resort to childcare options that will further increase their exposure simply because our friends and family are too afraid to be near us since my husband sees patients in-person.  We do not have any friends or family who are NOT working from home at this time.  I worry that I will need to choose between starting my postdoc in September or keeping my family safe as waves of this virus continue due to poor national responses to this pandemic.  I do not want to put my children at risk just so I can go to work when I am working effectively from home.  My attendance rate and productivity (and effectiveness) have actually increased working from home (because I'm putting in a lot more effort and hours to justify working from home) and I feel taken for granted, hurt, vulnerable, and angry that on top of being apart from all my family and friends, missing graduation and in-person defense of my PhD, and cancelling our first vacation in years as a family, the VP and higher up management of the hospital could put my health at risk simply because they feel it would look better for us to all be in the office or because one or","I have felt tremendous gratitude to be able to work from home at this time.  I feel fortunate for job security and the opportunity to finally finish my degree so, despite lockdown, I can still move on professionally and provide for my family.  While I am upset with the highest up management at the hospital, I love my coworkers, supervisor, and clinic manager and I am very grateful for them. &lt;3  I'm grateful for our home, nice neighborhood, and big lawn so quarantine does not feel that limiting.","I would love to see more healthcare professionals in upper management.  Our upper management is primarily MBAs so the financial end of things is their focus.  They then make decisions about how to best weather a pandemic without the science background that the rest of us have.  We are all mindful of the science behind this pandemic and that informs our concerns and how we want to work and interact with patients.  Having someone who does not honor the scientific realities at play but controls what is expected of me as an employee during this pandemic makes me feel taken advantage of, vulnerable, and scared. That said, our clinic management is amazing and we have taken extra care to provide mental health support groups for healthcare workers and their children as well as provide more ""team huddles"" on Zoom for us to congregate as a clinic, shoot the sh!t, and support one another.  It makes me feel like I am not alone as I go through this working from my little home office.  I am also SO grateful to have a home office so I can work in a quiet, secure place that ensures confidentiality.  I have some colleagues who are going into the office because they do not feel comfortable offering services from home given a lack of quiet office space. Thank you for conducting this study! I hope it goes well!",1.0,3.0,2.0
10663.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,,7.0,7.0,7.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,That the majority of the consulting services refuse to do their jobs because of covid. I had a patient with a STEMI die because he was not intervened upon. The number of hours I spend on the phone fighting with consulting services to provide basic care to these patients is unreal and frankly disgusting.,Nothing positive has happened,no,1.0,3.0,4.0
10664.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3.0,0.0,0.0,1.0,38.0,,14.0,8.0,8.0,32.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,Hearing that people I know have died.,Observing the best in so many people who go to work and take care of very sick people even though it is dangerous.,I am so proud of all the health care and support workers.,1.0,3.0,2.0
10666.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,"Colleague became very sick, ICU for over a month, discharged to SNF on a vent with a trach.. Terribly sad for him, his partner and family.","Friends bringing by dinner, or sending dessert, when they know I have been in clinic/testing tent all day"," I do worry about not having enough PPE as an outpatient doctor. When we are in a room with possible COVID+ patients, it's a 20 minute personal interaction. Outpatient doctors need as much protection as people on inpatient service.  And Trump is an ass.",1.0,13.0,3.0
10667.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,0.0,34.0,medical assistant,9.0,9.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,n/a,n/a,n/a,1.0,2.0,2.0
10668.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0,Psychologist,8.0,8.0,8.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,Trying to conduct psychotherapy with telehealth. It has been very difficult to connect with people. I have had many technical problems. Sessions seem superficial. I cannot properly assess people on a little screen. I've never felt so ineffectual as a therapist.,I have been able to keep working and provide for my family.,no,1.0,3.0,2.0
10669.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,,2.0,2.0,2.0,12.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,Early on feeling helpless as people were not talking risks seriously,Working from home with my 2 and 4 year olds- having “tea” time scheduled,,1.0,13.0,3.0
