label_A,label_B,count,avg_similarity,n_A,n_B,ratio_A=count/n_A,ratio_B=count/n_B
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Socioemotional_/_Empathy||Reassurance,2,1.0,7,14,0.2857,0.1429
PATIENT_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Reassurance,2,0.5849,47,14,0.0426,0.1429
PATIENT_PARTNERSHIP||Appreciation/gratitude,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.7831,99,6,0.0202,0.3333
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.6183,159,29,0.0126,0.069
Information-Seeking||Diagnostics,Information-Seeking||Scheduling_appt,2,0.6443,46,33,0.0435,0.0606
Information-Giving||Diagnostics,Information-Seeking_SDOH||Economic_stability,2,0.6333,159,7,0.0126,0.2857
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,Socioemotional_/_Empathy||Express_concern/unease,2,0.7366,29,25,0.069,0.08
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Share_options,2,0.6113,104,17,0.0192,0.1176
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||salutation,2,0.8642,60,179,0.0333,0.0112
Information-Giving||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.7074,104,6,0.0192,0.3333
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.693,60,11,0.0333,0.1818
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||Connection,2,0.638,29,45,0.069,0.0444
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.6683,29,18,0.069,0.1111
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.5685,7,29,0.2857,0.069
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||express_opinions,2,0.7661,60,52,0.0333,0.0385
Information-Seeking||Diagnostics,Information-Seeking||Symptoms,2,0.7749,46,11,0.0435,0.1818
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||build_trust,2,0.6419,19,4,0.1053,0.5
Information-Giving||Diagnostics,Socioemotional_/_Empathy||Reassurance,2,0.6594,159,14,0.0126,0.1429
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.7042,146,20,0.0137,0.1
PROVIDER_PARTNERSHIP||build_trust,Socioemotional_/_Empathy||Acknowledge_Error,2,0.558,4,16,0.5,0.125
Information-Seeking||General_information,Socioemotional_/_Empathy||Express_concern/unease,2,0.5682,17,25,0.1176,0.08
Information-Giving_SDOH||Economic_stability,Information-Seeking_SDOH||Economic_stability,2,0.5815,18,7,0.1111,0.2857
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Connection,2,0.7882,104,45,0.0192,0.0444
Information-Seeking||Drugs,PATIENT_PARTNERSHIP||express_opinions,2,0.6558,33,52,0.0606,0.0385
Information-Seeking||Drugs,Information-Seeking||Scheduling_appt,2,0.5549,33,33,0.0606,0.0606
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.6599,81,18,0.0247,0.1111
PROVIDER_PARTNERSHIP||Maintain_communication,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.7018,74,6,0.027,0.3333
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.5894,45,74,0.0444,0.027
Information-Seeking||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.6694,33,29,0.0606,0.069
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.5761,104,74,0.0192,0.027
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Socioemotional_/_Empathy||Acknowledge_Error,2,0.688,7,16,0.2857,0.125
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||build_trust,2,0.8781,146,5,0.0137,0.4
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,1.0,141,20,0.0142,0.1
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.6086,120,20,0.0167,0.1
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.553,99,146,0.0202,0.0137
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||build_trust,2,0.6324,41,4,0.0488,0.5
PROVIDER_PARTNERSHIP||build_trust,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.6135,4,6,0.5,0.3333
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Alignment,2,0.7077,168,47,0.0119,0.0426
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_Shared-Decision_Making||Share_options,2,0.5821,45,17,0.0444,0.1176
Information-Seeking||Care_Coordination,Information-Seeking||General_information,2,0.5731,8,17,0.25,0.1176
Information-Seeking||Symptoms,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.6951,11,146,0.1818,0.0137
PATIENT_PARTNERSHIP||state_preferences,Socioemotional_/_Empathy||Express_concern/unease,2,0.5545,45,25,0.0444,0.08
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.8323,11,18,0.1818,0.1111
Information-Giving||Diagnostics,Information-Giving||Prognosis,2,0.5515,159,6,0.0126,0.3333
Information-Giving||instruction,Socioemotional_/_Empathy||Reassurance,2,0.5513,44,14,0.0455,0.1429
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||build_trust,2,0.5736,99,5,0.0202,0.4
PATIENT_PARTNERSHIP||Connection,PROVIDER_Shared-Decision_Making||Share_options,2,0.6637,60,17,0.0333,0.1176
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.6543,46,18,0.0435,0.1111
PATIENT_SHARED-DECISION_MAKING||Explore_options,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.5673,18,29,0.1111,0.069
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.563,146,18,0.0137,0.1111
PATIENT_SHARED-DECISION_MAKING||Explore_options,Socioemotional_/_Empathy||Express_concern/unease,2,0.5573,18,25,0.1111,0.08
Information-Giving||Care_Coordination,Information-Seeking||Care_Coordination,2,0.6465,168,8,0.0119,0.25
Information-Seeking||Care_Coordination,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.5662,8,11,0.25,0.1818
PROVIDER_PARTNERSHIP||signoff,Socioemotional_/_Empathy||Sadness/fear,2,0.5892,93,10,0.0215,0.2
PROVIDER_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||build_trust,2,0.5531,45,4,0.0444,0.5
Information-Giving_SDOH||Economic_stability,Information-Giving||instruction,2,0.6321,18,44,0.1111,0.0455
Information-Giving_SDOH||Economic_stability,Information-Seeking||Symptoms,2,0.5535,18,11,0.1111,0.1818
Information-Seeking_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.6119,7,146,0.2857,0.0137
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Drugs,2,0.7845,81,33,0.0247,0.0606
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6008,81,13,0.0247,0.1538
Information-Giving||Diagnostics,Information-Giving||instruction,2,0.781,159,44,0.0126,0.0455
Information-Giving||instruction,PATIENT_PARTNERSHIP||Connection,2,0.6277,44,60,0.0455,0.0333
Information-Seeking||Symptoms,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6382,11,13,0.1818,0.1538
PROVIDER_Shared-Decision_Making||Making_decision_together,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.5713,13,6,0.1538,0.3333
PROVIDER_Shared-Decision_Making||Making_decision_together,Socioemotional_/_Empathy||Reassurance,2,0.5633,13,14,0.1538,0.1429
Information-Giving||General_information,Information-Seeking_SDOH||Economic_stability,2,0.702,145,7,0.0138,0.2857
Information-Giving||instruction,PATIENT_PARTNERSHIP||state_preferences,2,0.5707,44,45,0.0455,0.0444
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.7783,60,146,0.0333,0.0137
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6105,168,13,0.0119,0.1538
Information-Seeking||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.7084,11,6,0.1818,0.3333
Information-Seeking||Symptoms,Socioemotional_/_Empathy||Reassurance,2,0.6523,11,14,0.1818,0.1429
Information-Seeking_SDOH||Economic_stability,Information-Seeking||Symptoms,2,0.6526,7,11,0.2857,0.1818
Socioemotional_/_Empathy||Positive_Remarks/Reward,Socioemotional_/_Empathy||Reassurance,2,0.7271,6,14,0.3333,0.1429
Information-Giving_SDOH||Economic_stability,Socioemotional_/_Empathy||Express_concern/unease,2,0.6289,18,25,0.1111,0.08
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||Connection,2,0.6703,33,60,0.0606,0.0333
Information-Giving_SDOH||Economic_stability,Information-Giving||Scheduling_appt,2,0.6975,18,120,0.1111,0.0167
PATIENT_PARTNERSHIP||express_opinions,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.6651,52,29,0.0385,0.069
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.5541,52,20,0.0385,0.1
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.7086,29,20,0.069,0.1
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.5626,81,146,0.0247,0.0137
Information-Giving_SDOH||Health_care_access_and_quality,Information-Giving||instruction,2,0.7935,81,44,0.0247,0.0455
Information-Giving||Drugs,Socioemotional_/_Empathy||Acknowledge_Error,2,0.6407,141,16,0.0142,0.125
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.8627,33,18,0.0606,0.1111
PATIENT_PARTNERSHIP||salutation,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.743,179,29,0.0112,0.069
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.6017,46,29,0.0435,0.069
Information-Giving||Drugs,Information-Seeking||Symptoms,2,0.6351,141,11,0.0142,0.1818
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||signoff,2,0.5636,120,93,0.0167,0.0215
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.7608,74,11,0.027,0.1818
Information-Giving||General_information,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.7973,145,6,0.0138,0.3333
Information-Seeking||Drugs,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.735,33,6,0.0606,0.3333
PATIENT_PARTNERSHIP||state_preferences,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.6703,45,6,0.0444,0.3333
PROVIDER_PARTNERSHIP||signoff,PROVIDER_Shared-Decision_Making||Share_options,2,0.6032,93,17,0.0215,0.1176
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||Connection,2,0.706,33,45,0.0606,0.0444
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||Connection,2,0.6313,46,45,0.0435,0.0444
PATIENT_PARTNERSHIP||express_opinions,Socioemotional_/_Empathy||Acknowledge_Error,2,0.5834,52,16,0.0385,0.125
Information-Giving_SDOH||Economic_stability,Information-Seeking_SDOH||Health_care_access_and_quality,2,0.7422,18,19,0.1111,0.1053
Information-Giving||Symptoms,Information-Seeking||Scheduling_appt,1,0.5862,104,33,0.0096,0.0303
Information-Giving||Drugs,Information-Seeking||Diagnostics,1,0.6763,141,46,0.0071,0.0217
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Connection,1,0.551,120,45,0.0083,0.0222
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||Connection,1,0.6302,81,60,0.0123,0.0167
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.5818,168,18,0.006,0.0556
PATIENT_PARTNERSHIP||state_preferences,Socioemotional_/_Empathy||Reassurance,1,0.5551,45,14,0.0222,0.0714
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.6022,7,18,0.1429,0.0556
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.6114,45,18,0.0222,0.0556
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||salutation,1,0.6223,146,154,0.0068,0.0065
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||signoff,1,0.6239,120,156,0.0083,0.0064
PATIENT_PARTNERSHIP||state_preferences,Socioemotional_/_Empathy||Acknowledge_Error,1,0.61,45,16,0.0222,0.0625
Information-Giving||Scheduling_appt,Information-Seeking||Drugs,1,0.6477,120,33,0.0083,0.0303
Information-Giving||Care_Coordination,Information-Seeking||Symptoms,1,0.7087,168,11,0.006,0.0909
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_PARTNERSHIP||Alignment,1,0.677,45,41,0.0222,0.0244
Information-Seeking||Scheduling_appt,PROVIDER_PARTNERSHIP||Alignment,1,0.6517,33,41,0.0303,0.0244
PATIENT_PARTNERSHIP||Appreciation/gratitude,PATIENT_PARTNERSHIP||Connection,1,0.7015,99,60,0.0101,0.0167
Information-Giving||General_information,PATIENT_PARTNERSHIP||Alignment,1,0.6574,145,47,0.0069,0.0213
PATIENT_PARTNERSHIP||express_opinions,Socioemotional_/_Empathy||Reassurance,1,0.5567,52,14,0.0192,0.0714
PROVIDER_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||salutation,1,0.6186,45,154,0.0222,0.0065
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||salutation,1,0.5533,22,154,0.0455,0.0065
Information-Giving||Scheduling_appt,PROVIDER_PARTNERSHIP||Alignment,1,0.551,120,41,0.0083,0.0244
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||salutation,1,0.6174,141,154,0.0071,0.0065
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||express_opinions,1,0.5663,18,52,0.0556,0.0192
