anchor_text,anchor_label,neighbor_text,neighbor_label,similarity
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Sorry to bother,PATIENT_PARTNERSHIP||Connection,Sorry,PROVIDER_PARTNERSHIP||Connection,0.7144570498515986
Sorry to bother,PATIENT_PARTNERSHIP||Connection,I'm sorry,Socioemotional_/_Empathy||Sadness/fear,0.7144570498515986
Sorry to bother,PATIENT_PARTNERSHIP||Connection,Sorry to hear this is happening,Socioemotional_/_Empathy||Sadness/fear,0.6355106024553607
but I am still not understanding the timing of my blood work,Information-Seeking||Diagnostics,I recently had a bunch of blood work entered,Information-Giving||Diagnostics,0.5642640978980511
Labs have been order,Information-Giving||Diagnostics,I have been at work daily,Information-Giving||General_information,0.638240580039215
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
Hi,PATIENT_PARTNERSHIP||salutation,Hi,PROVIDER_PARTNERSHIP||salutation,0.9999999999999999
