label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → build trust,2,0.758,0.758,0.758,0.758
PartnershipProvider → inviteCollaboration,PartnershipProvider → maintainCommunication,2,0.6719,0.6719,0.6719,0.6719
InfoGive → Symptoms,InfoSeek → carecoordination,2,0.6961,0.6961,0.6961,0.6961
InfoSeek → carecoordination,PartnershipPatient → expressOpinions,2,0.6253,0.6253,0.6253,0.6253
InfoSeek → Diagnostics,PartnershipPatient → statePreferences,2,0.6159,0.6159,0.6159,0.6159
InfoGive → carecoordination,SharedDecisionProvider → ShareOptions,2,0.6231,0.6231,0.6231,0.6231
PartnershipPatient → Alignment,Socioemotional/Empathy → Reassurance,2,0.7106,0.7106,0.7106,0.7106
InfoGive → Diagnostics,Socioemotional/Empathy → ExpressConcern/unease,2,0.6446,0.6446,0.6446,0.6446
InfoGive → Instruction,SharedDecisionPatient → ExploreOptions,2,0.6827,0.6827,0.6827,0.6827
SharedDecisionPatient → SeekingApproval,SharedDecisionProvider → MakeDecision,2,0.7241,0.7241,0.7241,0.7241
PartnershipProvider → inviteCollaboration,SharedDecisionPatient → SeekingApproval,2,0.7033,0.7033,0.7033,0.7033
InfoGive → Generalinformation,SharedDecisionPatient → SeekingApproval,2,0.646,0.646,0.646,0.646
PartnershipPatient → connection,SharedDecisionPatient → SeekingApproval,2,0.6413,0.6413,0.6413,0.6413
PartnershipPatient → Alignment,SharedDecisionProvider → Approval/Reinforcement,2,0.9739,0.9739,0.9739,0.9739
PartnershipProvider → inviteCollaboration,SharedDecisionProvider → Approval/Reinforcement,2,0.9044,0.9044,0.9044,0.9044
PartnershipPatient → statePreferences,SharedDecisionProvider → Approval/Reinforcement,2,0.7141,0.7141,0.7141,0.7141
PartnershipProvider → Alignment,SharedDecisionProvider → Approval/Reinforcement,2,0.6914,0.6914,0.6914,0.6914
PartnershipPatient → build trust,PartnershipProvider → maintainCommunication,2,0.6555,0.6555,0.6555,0.6555
PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,2,0.6094,0.6094,0.6094,0.6094
InfoGive → Instruction,PartnershipPatient → expressOpinions,2,0.6134,0.6134,0.6134,0.6134
InfoGive → Generalinformation,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6404,0.6404,0.6404,0.6404
InfoGive → Prognosis,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.72,0.72,0.72,0.72
SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ExploreOptions,2,0.6251,0.6251,0.6251,0.6251
PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6452,0.6452,0.6452,0.6452
PartnershipPatient → expressOpinions,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6994,0.6994,0.6994,0.6994
InfoGive → Instruction,InfoSeek → Drugs,2,0.7452,0.7452,0.7452,0.7452
PartnershipPatient → expressOpinions,SharedDecisionProvider → MakeDecision,2,0.6102,0.6102,0.6102,0.6102
InfoSeekSDOH → EconomicStability,PartnershipProvider → maintainCommunication,2,0.6648,0.6648,0.6648,0.6648
InfoGive → Generalinformation,InfoSeekSDOH → EconomicStability,2,0.6676,0.6676,0.6676,0.6676
InfoGive → Generalinformation,SharedDecisionProvider → ShareOptions,2,0.6235,0.6235,0.6235,0.6235
InfoGive → Diagnostics,SharedDecisionProvider → MakeDecision,2,0.7711,0.7711,0.7711,0.7711
PartnershipPatient → connection,SharedDecisionProvider → MakeDecision,2,0.6427,0.6427,0.6427,0.6427
PartnershipPatient → statePreferences,SharedDecisionProvider → MakeDecision,2,0.6327,0.6327,0.6327,0.6327
InfoSeek → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.6631,0.6631,0.6631,0.6631
InfoGive → Symptoms,SharedDecisionProvider → ShareOptions,2,0.6332,0.6332,0.6332,0.6332
InfoGive → Instruction,PartnershipProvider → inviteCollaboration,2,0.6445,0.6445,0.6445,0.6445
PartnershipPatient → expressOpinions,SharedDecisionProvider → ShareOptions,2,0.6379,0.6379,0.6379,0.6379
InfoGive → Generalinformation,PartnershipPatient → signoff,2,0.6189,0.6189,0.6189,0.6189
InfoSeek → Drugs,PartnershipProvider → checkingUnderstanding/clarification,2,0.6206,0.6206,0.6206,0.6206
PartnershipPatient → expressOpinions,SharedDecisionProvider → Approval/Reinforcement,2,0.6318,0.6318,0.6318,0.6318
PartnershipProvider → checkingUnderstanding/clarification,SharedDecisionPatient → SeekingApproval,2,0.7743,0.7743,0.7743,0.7743
PartnershipProvider → checkingUnderstanding/clarification,SharedDecisionProvider → Approval/Reinforcement,2,0.6434,0.6434,0.6434,0.6434
InfoGive → Symptoms,PartnershipPatient → statePreferences,2,0.6826,0.6826,0.6826,0.6826
InfoGive → Instruction,InfoSeek → carecoordination,2,0.6917,0.6917,0.6917,0.6917
InfoSeek → carecoordination,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.7714,0.7714,0.7714,0.7714
InfoGive → carecoordination,SharedDecisionProvider → MakeDecision,2,0.6137,0.6137,0.6137,0.6137
InfoSeek → Symptoms,PartnershipProvider → maintainCommunication,2,0.7239,0.7239,0.7239,0.7239
PartnershipProvider → maintainCommunication,SharedDecisionPatient → ExploreOptions,2,0.6695,0.6695,0.6695,0.6695
InfoSeek → SchedulingAppt,SharedDecisionProvider → ShareOptions,2,0.7561,0.7561,0.7561,0.7561
InfoGive → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,2,0.6947,0.6947,0.6947,0.6947
InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipProvider → checkingUnderstanding/clarification,2,0.711,0.711,0.711,0.711
InfoGive → Instruction,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6411,0.6411,0.6411,0.6411
PartnershipPatient → Alignment,PartnershipProvider → inviteCollaboration,2,0.9159,0.9159,0.9159,0.9159
PartnershipPatient → Alignment,PartnershipPatient → statePreferences,2,0.7194,0.7194,0.7194,0.7194
InfoGive → carecoordination,PartnershipProvider → connection,2,0.6814,0.6814,0.6814,0.6814
PartnershipPatient → expressOpinions,PartnershipProvider → inviteCollaboration,2,0.702,0.702,0.702,0.702
PartnershipPatient → expressOpinions,SharedDecisionPatient → ExploreOptions,2,0.668,0.668,0.668,0.668
InfoSeek → SchedulingAppt,SharedDecisionPatient → SeekingApproval,2,0.7535,0.7535,0.7535,0.7535
PartnershipPatient → connection,PartnershipPatient → statePreferences,2,0.6391,0.6391,0.6391,0.6391
SharedDecisionProvider → MakeDecision,Socioemotional/Empathy → ExpressConcern/unease,2,0.6172,0.6172,0.6172,0.6172
InfoGive → Drugs,PartnershipPatient → Alignment,1,0.6856,0.6856,0.6856,0.6856
InfoGive → Drugs,PartnershipProvider → inviteCollaboration,1,0.6448,0.6448,0.6448,0.6448
InfoGive → Diagnostics,Socioemotional/Empathy → Reassurance,1,0.6088,0.6088,0.6088,0.6088
InfoSeek → Generalinformation,PartnershipProvider → maintainCommunication,1,0.6007,0.6007,0.6007,0.6007
PartnershipPatient → statePreferences,PartnershipProvider → Alignment,1,0.6634,0.6634,0.6634,0.6634
PartnershipPatient → Alignment,SharedDecisionPatient → SeekingApproval,1,0.6554,0.6554,0.6554,0.6554
PartnershipProvider → Alignment,Socioemotional/Empathy → Reassurance,1,0.6238,0.6238,0.6238,0.6238
InfoSeek → carecoordination,PartnershipProvider → maintainCommunication,1,0.6425,0.6425,0.6425,0.6425
SharedDecisionPatient → ExploreOptions,SharedDecisionProvider → MakeDecision,1,0.6258,0.6258,0.6258,0.6258
PartnershipProvider → inviteCollaboration,SharedDecisionProvider → MakeDecision,1,0.6599,0.6599,0.6599,0.6599
SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → MakeDecision,1,0.6517,0.6517,0.6517,0.6517
PartnershipPatient → Alignment,SharedDecisionProvider → MakeDecision,1,0.6389,0.6389,0.6389,0.6389
InfoGive → Symptoms,PartnershipProvider → signoff,1,0.6197,0.6197,0.6197,0.6197
PartnershipPatient → signoff,SharedDecisionPatient → SeekingApproval,1,0.6048,0.6048,0.6048,0.6048
InfoSeek → SchedulingAppt,PartnershipPatient → Alignment,1,0.6824,0.6824,0.6824,0.6824
InfoSeek → Drugs,PartnershipPatient → statePreferences,1,0.6454,0.6454,0.6454,0.6454
PartnershipProvider → maintainCommunication,SharedDecisionProvider → Approval/Reinforcement,1,0.6458,0.6458,0.6458,0.6458
PartnershipProvider → Alignment,PartnershipProvider → inviteCollaboration,1,0.6745,0.6745,0.6745,0.6745
PartnershipProvider → Alignment,SharedDecisionProvider → MakeDecision,1,0.6151,0.6151,0.6151,0.6151
PartnershipProvider → Alignment,SharedDecisionPatient → SeekingApproval,1,0.6003,0.6003,0.6003,0.6003
InfoGive → Diagnostics,PartnershipPatient → Appreciation/Gratitude,1,0.6493,0.6493,0.6493,0.6493
InfoSeek → SchedulingAppt,SharedDecisionPatient → ExploreOptions,1,0.6522,0.6522,0.6522,0.6522
