label_A,label_B,count
Information-Giving||instruction,Socioemotional_/_Empathy||Acknowledge_Error,2
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Making_decision_together,2
Information-Seeking||Symptoms,PROVIDER_PARTNERSHIP||Maintain_communication,2
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Maintain_communication,2
Information-Giving||instruction,PATIENT_PARTNERSHIP||state_preferences,2
Information-Seeking||Scheduling_appt,PROVIDER_Shared-Decision_Making||Share_options,2
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Reassurance,2
PATIENT_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,2
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||state_preferences,2
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||invite_collaboration,2
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||Maintain_communication,2
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Appreciation/gratitude,2
PATIENT_PARTNERSHIP||express_opinions,PATIENT_SHARED-DECISION_MAKING||Explore_options,2
PROVIDER_Shared-Decision_Making||Making_decision_together,Socioemotional_/_Empathy||Express_concern/unease,2
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Alignment,1
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||Appreciation/gratitude,1
Information-Giving||General_information,PATIENT_PARTNERSHIP||Alignment,1
Information-Giving||instruction,PROVIDER_PARTNERSHIP||checking_understanding/clarification,1
Information-Giving||Scheduling_appt,Information-Seeking||General_information,1
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||express_opinions,1
Information-Giving||General_information,Information-Seeking||Diagnostics,1
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||checking_understanding/clarification,1
Information-Seeking||General_information,PROVIDER_PARTNERSHIP||Maintain_communication,1
Information-Seeking||Care_Coordination,Information-Seeking||General_information,1
PATIENT_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||salutation,1
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||invite_collaboration,1
Information-Giving||instruction,Information-Seeking||Scheduling_appt,1
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Alignment,1
Information-Giving_SDOH||Economic_stability,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||Alignment,1
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||build_trust,1
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||signoff,1
Information-Giving||instruction,PATIENT_SHARED-DECISION_MAKING||Explore_options,1
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Alignment,1
PROVIDER_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Reassurance,1
Information-Giving||instruction,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,1
PROVIDER_PARTNERSHIP||Maintain_communication,Socioemotional_/_Empathy||Reassurance,1
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Appreciation/gratitude,1
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Maintain_communication,1
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Making_decision_together,1
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,PROVIDER_Shared-Decision_Making||Making_decision_together,1
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||signoff,1
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking_SDOH||Economic_stability,1
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1
Information-Seeking||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,1
Information-Giving_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||Maintain_communication,1
Socioemotional_/_Empathy||Positive_Remarks/Reward,Socioemotional_/_Empathy||Reassurance,1
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||invite_collaboration,1
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||state_preferences,1
Information-Giving_SDOH||Economic_stability,Socioemotional_/_Empathy||Acknowledge_Error,1
PATIENT_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Acknowledge_Error,1
Information-Seeking||Scheduling_appt,Socioemotional_/_Empathy||Acknowledge_Error,1
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,Socioemotional_/_Empathy||Acknowledge_Error,1
Information-Seeking||Drugs,Information-Seeking||Scheduling_appt,1
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||Alignment,1
Information-Seeking||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,1
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Seeking_SDOH||Health_care_access_and_quality,1
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Scheduling_appt,1
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||salutation,1
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Alignment,1
PROVIDER_PARTNERSHIP||checking_understanding/clarification,PROVIDER_Shared-Decision_Making||Share_options,1
Information-Giving||Drugs,Information-Seeking||Symptoms,1
Information-Giving||Scheduling_appt,Information-Seeking||Symptoms,1
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,1
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||state_preferences,1
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||state_preferences,1
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Making_decision_together,1
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,1
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,1
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Encourage_questions,1
Information-Seeking||General_information,PATIENT_PARTNERSHIP||state_preferences,1
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1
Information-Seeking||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Explore_options,1
Information-Giving_SDOH||Economic_stability,Information-Seeking_SDOH||Health_care_access_and_quality,1
