pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.6584
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipPatient → connection,See you MM/DD/YYYY,0.7039
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipPatient → connection,See you MM/DD/YYYY,0.7039
PartnershipProvider → Alignment || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipProvider → Alignment,Oh I see,0.7003
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipPatient → connection,See you soon in MM/DD/YYYY,0.6651
InfoGive → carecoordination || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → carecoordination,a ENT consultation on MM/DD/YYYY,0.764
InfoGive → Generalinformation || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.7451
InfoGive → SchedulingAppt || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → SchedulingAppt,On you CTSIM day MM/DD/YYYY at  10am,0.7168
InfoGive → Drugs || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → Drugs,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",0.7165
InfoSeek → Diagnostics || PartnershipPatient → statePreferences,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.7119
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,0.6908
InfoGive → Generalinformation || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → Generalinformation,Im preparing for surgery on MM/DD/YYYY,0.6715
InfoGive → Drugs || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → Drugs,I started the verzenio on MM/DD/YYYY,0.6653
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I have a question about CBC WITH AUTO DIFFERENTIAL resulted on MM/DD/YYYY at MM/DD/YYYY,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,0.6636
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Can you tell me if my hemoglobin and platelets is goog,InfoSeek → Diagnostics,Please can you tell me about my results good or bad,0.6425
InfoGive → Diagnostics || InfoGive → Symptoms,InfoGive → Diagnostics,Your Hemoglobin and platelets are fine,InfoGive → Symptoms,I feel fine,0.6379
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Could you please let me know results,PartnershipPatient → activeParticipation/involvement,Please let me know,0.7918
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Could you please let me know results,PartnershipPatient → activeParticipation/involvement,Please let me know,0.7918
InfoSeek → Diagnostics || PartnershipProvider → maintainCommunication,InfoSeek → Diagnostics,Could you please let me know results,PartnershipProvider → maintainCommunication,please let me know you received this,0.7238
InfoSeek → Diagnostics || PartnershipProvider → maintainCommunication,InfoSeek → Diagnostics,Could you please let me know results,PartnershipProvider → maintainCommunication,"If not, please let  me know",0.7107
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → connection,PartnershipPatient → Appreciation/Gratitude,Thank you for this good news,PartnershipProvider → connection,good news,0.7503
PartnershipPatient → Appreciation/Gratitude || Socioemotional/Empathy → PositiveRemarks,PartnershipPatient → Appreciation/Gratitude,Thank you for this good news,Socioemotional/Empathy → PositiveRemarks,Good news!,0.7503
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → connection,Happy Easter,0.9455
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → Alignment,I was happy,0.7512
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → Alignment,I was happy,0.7512
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → connection,be happy to,0.7475
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → connection,Happy Thanksgiving to you as well.,0.7249
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipProvider → connection,My pleasure!,Socioemotional/Empathy → AcknowledgeError,My mistake,0.9828
InfoGive → Symptoms || PartnershipProvider → connection,PartnershipProvider → connection,My pleasure!,InfoGive → Symptoms,I guess my glucose remains elevated (7.5),0.8315
InfoGive → Generalinformation || PartnershipProvider → connection,PartnershipProvider → connection,My pleasure!,InfoGive → Generalinformation,My youngest son has MS,0.6507
InfoGive → Generalinformation || PartnershipProvider → connection,PartnershipProvider → connection,My pleasure!,InfoGive → Generalinformation,according to my primary,0.6322
InfoGive → Symptoms || PartnershipProvider → connection,PartnershipProvider → connection,My pleasure!,InfoGive → Symptoms,my urine is normal clear yellow,0.6049
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Happy Thanksgiving to you as well.,PartnershipPatient → connection,Happy Thanksgiving,0.7249
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Happy Thanksgiving to you as well.,PartnershipPatient → connection,Happy Thanksgiving,0.7249
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Happy Thanksgiving to you as well.,PartnershipPatient → connection,Happy Holidays,0.6095
InfoGive → Instruction || InfoGive → carecoordination,InfoGive → carecoordination,"Could you please send the pet scan report to Person1 , doctor Person2 assistant",InfoGive → Instruction,Please send to,0.6558
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,Her email address is: address@email.com,InfoGive → Generalinformation,"You can send it to me in here or email, address@email.com",0.7458
InfoGive → Generalinformation || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Generalinformation,I emailed this today.,Socioemotional/Empathy → ExpressConcern/unease,worried it became worse today,0.6522
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you.,PartnershipProvider → signoff,Thank you,1.0
InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Diagnostics,Do you have the psa level,InfoSeek → Generalinformation,do you have a dermatologist?,0.8663
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I do! 0.284,InfoSeek → Diagnostics,Do i still do every 8 wks,0.8223
InfoGive → Diagnostics || PartnershipPatient → Alignment,InfoGive → Diagnostics,I do! 0.284,PartnershipPatient → Alignment,Will do,0.7632
InfoGive → Diagnostics || PartnershipPatient → Alignment,InfoGive → Diagnostics,I do! 0.284,PartnershipPatient → Alignment,will do,0.7632
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,I do! 0.284,InfoGive → Drugs,will do same with everolimus,0.6752
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,I do! 0.284,PartnershipPatient → activeParticipation/involvement,Do you prefer to tackle this?,0.63
InfoGive → SchedulingAppt || InfoGive → carecoordination,InfoGive → SchedulingAppt,I will have office call you with appt,InfoGive → carecoordination,I will have my BAs call you to schedule,0.6214
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Alignment,Can you confirm,PartnershipPatient → activeParticipation/involvement,Could you confirm?,0.7399
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Alignment,Can you confirm,PartnershipPatient → activeParticipation/involvement,Please confirm.,0.6488
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Alignment,Can you confirm,PartnershipPatient → activeParticipation/involvement,Please confirm,0.6488
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,happy new year,PartnershipProvider → connection,Have a happy healthy new year,0.9659
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,happy new year,PartnershipProvider → connection,Merry Christmas and Happy and healthy new year to you and your family,0.6873
InfoGive → Diagnostics || InfoGiveSDOH → EconomicStability,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGiveSDOH → EconomicStability,I put you off work from MM/DD/YYYY to MM/DD/YYYY,0.7112
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGive → Drugs,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,0.6617
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGive → Drugs,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,0.6617
InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,0.645
InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.6361
InfoGive → Diagnostics || InfoGive → Symptoms,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGive → Symptoms,I have not completely recovered from the surgery of MM/DD/YYYY,0.6269
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoGive → Drugs,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",0.623
InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,I compared the impression from the PET  from MM/DD/YYYY to the one in MM/DD/YYYY and they are very  different wording .,InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.6161
InfoGive → Diagnostics || SharedDecisionPatient → SeekingApproval,InfoGive → Diagnostics,I would assume that this is the  correct reading for this result,SharedDecisionPatient → SeekingApproval,Is this correct?,0.6949
InfoGive → Diagnostics || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Diagnostics,I would assume that this is the  correct reading for this result,Socioemotional/Empathy → ExpressConcern/unease,Is that a concern for this medication,0.6533
InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoSeek → SchedulingAppt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,0.764
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoGive → Drugs,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",0.7608
InfoGive → Diagnostics || InfoGiveSDOH → EconomicStability,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoGiveSDOH → EconomicStability,I put you off work from MM/DD/YYYY to MM/DD/YYYY,0.7582
InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.748
InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.741
InfoGive → Diagnostics || PartnershipPatient → statePreferences,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.7094
InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoSeek → SchedulingAppt,"Is there a possibility to move my treatments up by one week, to MM/DD/YYYY and MM/DD/YYYY",0.6888
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",InfoGive → SchedulingAppt,I want to change my sooner tha MM/DD/YYYY,0.6824
InfoGive → Diagnostics || PartnershipPatient → expressOpinions,InfoGive → Diagnostics,"they mean to write ""compared  to MM/DD/YYYY""",PartnershipPatient → expressOpinions,hopefully first thing MM/DD/YYYY morning,0.6786
PartnershipProvider → maintainCommunication || Socioemotional/Empathy → AcknowledgeError,PartnershipProvider → maintainCommunication,I will let you know.,Socioemotional/Empathy → AcknowledgeError,I completely forgot to let you know we wouldn't be calling,0.736
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will let you know.,PartnershipPatient → activeParticipation/involvement,I'll let you know as soon as that is completed,0.6411
InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → carecoordination,I was in contact with Dr  Person1,InfoGiveSDOH → HealthCareAccessAndQuality,meeting with Dr. Person1  In Org3,0.7512
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,I was in contact with Dr  Person1,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,0.697
InfoGive → carecoordination || PartnershipProvider → connection,InfoGive → carecoordination,He concurs with you re not restarting Lupron,PartnershipProvider → connection,You're very welcome,0.6156
InfoGive → carecoordination || PartnershipProvider → connection,InfoGive → carecoordination,He concurs with you re not restarting Lupron,PartnershipProvider → connection,You're very welcome,0.6156
InfoGive → carecoordination || PartnershipProvider → connection,InfoGive → carecoordination,He concurs with you re not restarting Lupron,PartnershipProvider → connection,You're very welcome,0.6156
InfoGive → Symptoms || PartnershipProvider → connection,InfoGive → Symptoms,to assess evolution in the 2 newly spot nodal issues,PartnershipProvider → connection,Stay warm and safe in the snow!,0.7
InfoGive → Symptoms || SharedDecisionProvider → ShareOptions,InfoGive → Symptoms,to assess evolution in the 2 newly spot nodal issues,SharedDecisionProvider → ShareOptions,Can I put a copy in the mail to you?,0.6006
InfoGive → Drugs || InfoGive → carecoordination,InfoGive → carecoordination,then will decide on what next steps will be,InfoGive → Drugs,I will be getting a disc,0.6019
InfoGive → Symptoms || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Symptoms,He is not concerned about the renal cysts as possibly cancerous,Socioemotional/Empathy → ExpressConcern/unease,"Given my history of ulcerative colitis, I am concerned about diarrhea, and I am Very concerned about the Verzenio pill regarding diarrhea",0.6088
InfoSeek → Diagnostics || InfoSeek → SchedulingAppt,InfoSeek → Diagnostics,Do you want me to put in those orders?,InfoSeek → SchedulingAppt,Do you want  me to get that scheduled for you?,0.6169
InfoSeek → SchedulingAppt || PartnershipProvider → inviteCollaboration,InfoSeek → SchedulingAppt,What date?,PartnershipProvider → inviteCollaboration,lets see what he advises,0.6856
InfoGive → Generalinformation || InfoSeek → SchedulingAppt,InfoSeek → SchedulingAppt,What date?,InfoGive → Generalinformation,That's what a lot of people say!,0.6777
InfoSeek → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,InfoSeek → SchedulingAppt,What date?,PartnershipPatient → activeParticipation/involvement,What should I do?,0.6145
InfoGive → Generalinformation || PartnershipPatient → Appreciation/Gratitude,InfoGive → Generalinformation,it depends on pandemic obviously,PartnershipPatient → Appreciation/Gratitude,appreciate it,0.6076
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I will check back with Person1 early MM/DD/YYYY,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.6173
InfoGive → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I will check back with Person1 early MM/DD/YYYY,InfoGive → SchedulingAppt,Person1 has MM/DD/YYYY,0.6135
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I will check back with Person1 early MM/DD/YYYY,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,0.6095
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Hope all is well with you and your family during those strange times.,PartnershipProvider → connection,I hope all is well,0.8012
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Hope all is well with you and your family during those strange times.,PartnershipProvider → connection,Hope all else is well,0.7287
InfoGive → SchedulingAppt || PartnershipProvider → inviteCollaboration,InfoGive → SchedulingAppt,I would like to schedule a virtual call with you to-discuss  next steps,PartnershipProvider → inviteCollaboration,I am available to discuss further if you would like,0.6141
InfoSeek → Diagnostics || InfoSeek → SchedulingAppt,InfoSeek → SchedulingAppt,Do you want  me to get that scheduled for you?,InfoSeek → Diagnostics,Do you want me to put in those orders?,0.6169
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → connection,PartnershipProvider → connection,No problem,PartnershipPatient → activeParticipation/involvement,I will no problem,0.9486
PartnershipProvider → connection || Socioemotional/Empathy → Reassurance,PartnershipProvider → connection,No problem,Socioemotional/Empathy → Reassurance,no worries,0.7657
InfoGive → Generalinformation || PartnershipProvider → connection,PartnershipProvider → connection,No problem,InfoGive → Generalinformation,"No, no and no!",0.7309
InfoGive → carecoordination || PartnershipProvider → connection,PartnershipProvider → connection,No problem,InfoGive → carecoordination,Dr Person1 indicated that it should be  no problem,0.6813
InfoGive → carecoordination || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,see when Dr. Person1 has an availability and give you a  call.,InfoGive → carecoordination,Dr. Person1 has the final word regarding my treatments and regimens,0.6589
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,Took PSA blood draw,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,0.6059
InfoSeek → Diagnostics || PartnershipProvider → maintainCommunication,InfoSeek → Diagnostics,Let me know results at your convenience,PartnershipProvider → maintainCommunication,"Any other issues, let me know",0.6166
InfoSeek → Diagnostics || PartnershipProvider → maintainCommunication,InfoSeek → Diagnostics,Let me know results at your convenience,PartnershipProvider → maintainCommunication,"If not, please let  me know",0.6107
InfoSeek → Diagnostics || PartnershipProvider → maintainCommunication,InfoSeek → Diagnostics,Let me know results at your convenience,PartnershipProvider → maintainCommunication,Let me know if any clarification is needed,0.6065
InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Generalinformation,Unfortunately I took a nasty slip down five steps,InfoGive → Diagnostics,13.4 down to 10.6,0.7533
InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Generalinformation,Unfortunately I took a nasty slip down five steps,InfoGive → Diagnostics,PSA came way down to 1.91,0.7213
InfoGive → Symptoms || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Symptoms,I am a little bruised,Socioemotional/Empathy → ExpressConcern/unease,am a little nervous now,0.8764
InfoGive → Symptoms || InfoGiveSDOH → EconomicStability,InfoGive → Symptoms,I am a little bruised,InfoGiveSDOH → EconomicStability,I am working,0.7483
InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Symptoms,I am a little bruised,InfoGive → Drugs,I am vacsinated and boostered,0.6605
InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Diagnostics,Do you think I need X-rays?,InfoSeek → Generalinformation,do you have a dermatologist?,0.7106
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,Just finished the blood work !,InfoSeek → Diagnostics,Do you usually get blood work before restarting?,0.6017
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Sorry to bother you folks,PartnershipProvider → connection,Sorry,0.8478
PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → Sadness/fear,I'm sorry,0.8478
PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → Sadness/fear,Sorry to hear about the heartburn,0.726
PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → Sadness/fear,Sorry to hear this is happening,0.7236
PartnershipPatient → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → AcknowledgeError,"OOPS , sorry - my typo",0.7219
PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → Sadness/fear,I am so sorry to hear that,0.6983
PartnershipPatient → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → AcknowledgeError,I sorry I get confused,0.6972
PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother you folks,Socioemotional/Empathy → Sadness/fear,I was sorry to see you so sad,0.648
InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,I tested positive for the flu,InfoGiveSDOH → HealthCareAccessAndQuality,disapproval for the testing,0.7501
InfoGive → Diagnostics || Socioemotional/Empathy → AcknowledgeError,InfoGive → Diagnostics,I tested positive for the flu,Socioemotional/Empathy → AcknowledgeError,My apologies for the confusion,0.643
SharedDecisionPatient → SeekingApproval || Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → ExpressConcern/unease,She is worried about me taking the Ibrance,SharedDecisionPatient → SeekingApproval,Should I stop taking the ibrance while I sick?,0.7418
InfoGive → Symptoms || SharedDecisionProvider → ShareOptions,SharedDecisionProvider → ShareOptions,"Person1 If you are feeling much better, we could restart Ibrance on MM/DD/YYYY?",InfoGive → Symptoms,I am feeling much better.,0.611
PartnershipPatient → connection || PartnershipPatient → salutation,PartnershipPatient → connection,My Dear Oncology Team,PartnershipPatient → salutation,Dear,0.9026
PartnershipPatient → connection || PartnershipProvider → salutation,PartnershipPatient → connection,My Dear Oncology Team,PartnershipProvider → salutation,Dear,0.9026
InfoGive → Symptoms || Socioemotional/Empathy → PositiveRemarks,InfoGive → Symptoms,I am feeling much better.,Socioemotional/Empathy → PositiveRemarks,Glad your feeling better,0.7394
InfoGive → Symptoms || PartnershipPatient → connection,InfoGive → Symptoms,I am feeling much better.,PartnershipPatient → connection,I felt much better after seeing you,0.6767
InfoGive → Symptoms || Socioemotional/Empathy → Reassurance,InfoGive → Symptoms,I am feeling much better.,Socioemotional/Empathy → Reassurance,I hope he is feeling better,0.6323
InfoGive → Symptoms || InfoSeek → Symptoms,InfoGive → Symptoms,I am feeling much better.,InfoSeek → Symptoms,Are you feeling better today?,0.6248
InfoGive → Symptoms || SharedDecisionProvider → ShareOptions,InfoGive → Symptoms,I am feeling much better.,SharedDecisionProvider → ShareOptions,"Person1 If you are feeling much better, we could restart Ibrance on MM/DD/YYYY?",0.611
InfoGive → Generalinformation || InfoGive → Symptoms,InfoGive → Symptoms,Have not had a fever,InfoGive → Generalinformation,I have not heard anything,0.6459
InfoGive → Diagnostics || InfoGive → Symptoms,InfoGive → Symptoms,The coughing is subsiding also.,InfoGive → Diagnostics,The white count is lower and also the platelets,0.8663
InfoGive → Symptoms || SharedDecisionProvider → MakeDecision,InfoGive → Symptoms,The coughing is subsiding also.,SharedDecisionProvider → MakeDecision,the preference is yours,0.7053
InfoGive → Diagnostics || InfoGive → Symptoms,InfoGive → Symptoms,The coughing is subsiding also.,InfoGive → Diagnostics,"it also indicates that is is ""with known osseous metastatic disease""",0.6383
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,I have a meeting with my pulmonologist in about five minutes,InfoGive → Generalinformation,You spoke with my husband,0.6989
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → connection || SharedDecisionProvider → Approval/Reinforcement,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,SharedDecisionProvider → Approval/Reinforcement,MM/DD/YYYY is good!,0.7393
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,PartnershipPatient → Alignment,MM/DD/YYYY is good,0.7393
InfoGive → Generalinformation || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.7285
PartnershipPatient → connection || PartnershipProvider → inviteCollaboration,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,PartnershipProvider → inviteCollaboration,"MM/DD/YYYY, is that good ?",0.7041
InfoGive → Drugs || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,InfoGive → Drugs,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",0.6873
PartnershipPatient → connection || PartnershipPatient → statePreferences,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.6843
InfoGive → Diagnostics || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,0.6643
InfoGive → Drugs || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,InfoGive → Drugs,Your last injection was MM/DD/YYYY,0.6576
InfoSeek → SchedulingAppt || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,InfoSeek → SchedulingAppt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,0.6573
InfoGive → Drugs || PartnershipPatient → connection,PartnershipPatient → connection,Hope your MM/DD/YYYY is beautiful!!,InfoGive → Drugs,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",0.6563
PartnershipProvider → connection || Socioemotional/Empathy → Reassurance,PartnershipProvider → connection,I hope this helps!,Socioemotional/Empathy → Reassurance,Hope this helps,1.0
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,I hope this helps!,PartnershipPatient → connection,I hope this message finds you,0.8558
