method,label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
sbert,InfoGive → Symptoms,InfoGiveSDOH → EconomicStability,2,0.6346,0.6346,0.6346,0.6346
sbert,InfoGive → Drugs,InfoGive → Symptoms,2,0.682,0.682,0.682,0.682
sbert,InfoSeek → Diagnostics,InfoSeek → Symptoms,2,0.6783,0.6783,0.6783,0.6783
sbert,PartnershipProvider → connection,Socioemotional/Empathy → PositiveRemarks,2,0.8539,0.8539,0.8539,0.8539
sbert,InfoGive → Instruction,InfoSeek → SchedulingAppt,2,0.6322,0.6322,0.6322,0.6322
sbert,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → Appreciation/Gratitude,2,0.6045,0.6045,0.6045,0.6045
sbert,InfoGive → Prognosis,InfoGive → Symptoms,2,0.6093,0.6093,0.6093,0.6093
sbert,PartnershipProvider → connection,Socioemotional/Empathy → AcknowledgeError,2,0.6462,0.6462,0.6462,0.6462
sbert,PartnershipProvider → connection,Socioemotional/Empathy → Sadness/fear,2,0.6422,0.6422,0.6422,0.6422
sbert,InfoGive → Generalinformation,SharedDecisionPatient → ExploreOptions,2,0.6069,0.6069,0.6069,0.6069
sbert,InfoSeekSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,2,0.6607,0.6607,0.6607,0.6607
sbert,InfoGiveSDOH → EconomicStability,InfoSeek → SchedulingAppt,2,0.7622,0.7622,0.7622,0.7622
sbert,InfoGiveSDOH → EconomicStability,SharedDecisionProvider → Approval/Reinforcement,2,0.7096,0.7096,0.7096,0.7096
sbert,InfoGiveSDOH → EconomicStability,PartnershipPatient → Alignment,2,0.7085,0.7085,0.7085,0.7085
sbert,InfoGiveSDOH → EconomicStability,Socioemotional/Empathy → AcknowledgeError,2,0.6545,0.6545,0.6545,0.6545
sbert,InfoGive → carecoordination,InfoSeekSDOH → EconomicStability,2,0.622,0.622,0.622,0.622
sbert,InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipProvider → maintainCommunication,2,0.61,0.61,0.61,0.61
sbert,SharedDecisionPatient → ExploreOptions,SharedDecisionProvider → ShareOptions,2,0.7013,0.7013,0.7013,0.7013
sbert,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → build trust,2,0.758,0.758,0.758,0.758
sbert,PartnershipProvider → inviteCollaboration,PartnershipProvider → maintainCommunication,2,0.6719,0.6719,0.6719,0.6719
sbert,InfoGive → Symptoms,InfoSeek → carecoordination,2,0.6961,0.6961,0.6961,0.6961
sbert,InfoSeek → carecoordination,PartnershipPatient → expressOpinions,2,0.6253,0.6253,0.6253,0.6253
sbert,InfoSeek → Diagnostics,PartnershipPatient → statePreferences,2,0.6159,0.6159,0.6159,0.6159
sbert,InfoGive → carecoordination,SharedDecisionProvider → ShareOptions,2,0.6231,0.6231,0.6231,0.6231
sbert,PartnershipPatient → Alignment,Socioemotional/Empathy → Reassurance,2,0.7106,0.7106,0.7106,0.7106
sbert,InfoGive → Diagnostics,Socioemotional/Empathy → ExpressConcern/unease,2,0.6446,0.6446,0.6446,0.6446
sbert,InfoGive → Instruction,SharedDecisionPatient → ExploreOptions,2,0.6827,0.6827,0.6827,0.6827
sbert,SharedDecisionPatient → SeekingApproval,SharedDecisionProvider → MakeDecision,2,0.7241,0.7241,0.7241,0.7241
sbert,PartnershipProvider → inviteCollaboration,SharedDecisionPatient → SeekingApproval,2,0.7033,0.7033,0.7033,0.7033
sbert,InfoGive → Generalinformation,SharedDecisionPatient → SeekingApproval,2,0.646,0.646,0.646,0.646
sbert,PartnershipPatient → connection,SharedDecisionPatient → SeekingApproval,2,0.6413,0.6413,0.6413,0.6413
sbert,PartnershipPatient → Alignment,SharedDecisionProvider → Approval/Reinforcement,2,0.9739,0.9739,0.9739,0.9739
sbert,PartnershipProvider → inviteCollaboration,SharedDecisionProvider → Approval/Reinforcement,2,0.9044,0.9044,0.9044,0.9044
sbert,PartnershipPatient → statePreferences,SharedDecisionProvider → Approval/Reinforcement,2,0.7141,0.7141,0.7141,0.7141
sbert,PartnershipProvider → Alignment,SharedDecisionProvider → Approval/Reinforcement,2,0.6914,0.6914,0.6914,0.6914
sbert,PartnershipPatient → build trust,PartnershipProvider → maintainCommunication,2,0.6555,0.6555,0.6555,0.6555
sbert,PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → ApprovalofDecision/Reinforcement,2,0.6094,0.6094,0.6094,0.6094
sbert,InfoGive → Instruction,PartnershipPatient → expressOpinions,2,0.6134,0.6134,0.6134,0.6134
sbert,InfoGive → Generalinformation,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6404,0.6404,0.6404,0.6404
sbert,InfoGive → Prognosis,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.72,0.72,0.72,0.72
sbert,SharedDecisionPatient → ApprovalofDecision/Reinforcement,SharedDecisionPatient → ExploreOptions,2,0.6251,0.6251,0.6251,0.6251
sbert,PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6452,0.6452,0.6452,0.6452
sbert,PartnershipPatient → expressOpinions,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6994,0.6994,0.6994,0.6994
sbert,InfoGive → Instruction,InfoSeek → Drugs,2,0.7452,0.7452,0.7452,0.7452
sbert,PartnershipPatient → expressOpinions,SharedDecisionProvider → MakeDecision,2,0.6102,0.6102,0.6102,0.6102
sbert,InfoSeekSDOH → EconomicStability,PartnershipProvider → maintainCommunication,2,0.6648,0.6648,0.6648,0.6648
sbert,InfoGive → Generalinformation,InfoSeekSDOH → EconomicStability,2,0.6676,0.6676,0.6676,0.6676
sbert,InfoGive → Generalinformation,SharedDecisionProvider → ShareOptions,2,0.6235,0.6235,0.6235,0.6235
sbert,InfoGive → Diagnostics,SharedDecisionProvider → MakeDecision,2,0.7711,0.7711,0.7711,0.7711
sbert,PartnershipPatient → connection,SharedDecisionProvider → MakeDecision,2,0.6427,0.6427,0.6427,0.6427
sbert,PartnershipPatient → statePreferences,SharedDecisionProvider → MakeDecision,2,0.6327,0.6327,0.6327,0.6327
sbert,InfoSeek → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.6631,0.6631,0.6631,0.6631
sbert,InfoGive → Symptoms,SharedDecisionProvider → ShareOptions,2,0.6332,0.6332,0.6332,0.6332
sbert,InfoGive → Instruction,PartnershipProvider → inviteCollaboration,2,0.6445,0.6445,0.6445,0.6445
sbert,PartnershipPatient → expressOpinions,SharedDecisionProvider → ShareOptions,2,0.6379,0.6379,0.6379,0.6379
sbert,InfoGive → Generalinformation,PartnershipPatient → signoff,2,0.6189,0.6189,0.6189,0.6189
sbert,InfoSeek → Drugs,PartnershipProvider → checkingUnderstanding/clarification,2,0.6206,0.6206,0.6206,0.6206
sbert,PartnershipPatient → expressOpinions,SharedDecisionProvider → Approval/Reinforcement,2,0.6318,0.6318,0.6318,0.6318
sbert,PartnershipProvider → checkingUnderstanding/clarification,SharedDecisionPatient → SeekingApproval,2,0.7743,0.7743,0.7743,0.7743
sbert,PartnershipProvider → checkingUnderstanding/clarification,SharedDecisionProvider → Approval/Reinforcement,2,0.6434,0.6434,0.6434,0.6434
sbert,InfoGive → Symptoms,PartnershipPatient → statePreferences,2,0.6826,0.6826,0.6826,0.6826
sbert,InfoGive → Instruction,InfoSeek → carecoordination,2,0.6917,0.6917,0.6917,0.6917
sbert,InfoSeek → carecoordination,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.7714,0.7714,0.7714,0.7714
sbert,InfoGive → carecoordination,SharedDecisionProvider → MakeDecision,2,0.6137,0.6137,0.6137,0.6137
sbert,InfoSeek → Symptoms,PartnershipProvider → maintainCommunication,2,0.7239,0.7239,0.7239,0.7239
sbert,PartnershipProvider → maintainCommunication,SharedDecisionPatient → ExploreOptions,2,0.6695,0.6695,0.6695,0.6695
sbert,InfoSeek → SchedulingAppt,SharedDecisionProvider → ShareOptions,2,0.7561,0.7561,0.7561,0.7561
sbert,InfoGive → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,2,0.6947,0.6947,0.6947,0.6947
sbert,InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipProvider → checkingUnderstanding/clarification,2,0.711,0.711,0.711,0.711
sbert,InfoGive → Instruction,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6411,0.6411,0.6411,0.6411
sbert,PartnershipPatient → Alignment,PartnershipProvider → inviteCollaboration,2,0.9159,0.9159,0.9159,0.9159
sbert,PartnershipPatient → Alignment,PartnershipPatient → statePreferences,2,0.7194,0.7194,0.7194,0.7194
sbert,InfoGive → carecoordination,PartnershipProvider → connection,2,0.6814,0.6814,0.6814,0.6814
sbert,PartnershipPatient → expressOpinions,PartnershipProvider → inviteCollaboration,2,0.702,0.702,0.702,0.702
sbert,PartnershipPatient → expressOpinions,SharedDecisionPatient → ExploreOptions,2,0.668,0.668,0.668,0.668
sbert,InfoSeek → SchedulingAppt,SharedDecisionPatient → SeekingApproval,2,0.7535,0.7535,0.7535,0.7535
sbert,PartnershipPatient → connection,PartnershipPatient → statePreferences,2,0.6391,0.6391,0.6391,0.6391
sbert,SharedDecisionProvider → MakeDecision,Socioemotional/Empathy → ExpressConcern/unease,2,0.6172,0.6172,0.6172,0.6172
sbert,InfoGive → Drugs,PartnershipPatient → Alignment,1,0.6856,0.6856,0.6856,0.6856
sbert,InfoGive → Drugs,PartnershipProvider → inviteCollaboration,1,0.6448,0.6448,0.6448,0.6448
sbert,InfoGive → Diagnostics,Socioemotional/Empathy → Reassurance,1,0.6088,0.6088,0.6088,0.6088
sbert,InfoSeek → Generalinformation,PartnershipProvider → maintainCommunication,1,0.6007,0.6007,0.6007,0.6007
sbert,PartnershipPatient → statePreferences,PartnershipProvider → Alignment,1,0.6634,0.6634,0.6634,0.6634
sbert,PartnershipPatient → Alignment,SharedDecisionPatient → SeekingApproval,1,0.6554,0.6554,0.6554,0.6554
sbert,PartnershipProvider → Alignment,Socioemotional/Empathy → Reassurance,1,0.6238,0.6238,0.6238,0.6238
sbert,InfoSeek → carecoordination,PartnershipProvider → maintainCommunication,1,0.6425,0.6425,0.6425,0.6425
sbert,SharedDecisionPatient → ExploreOptions,SharedDecisionProvider → MakeDecision,1,0.6258,0.6258,0.6258,0.6258
sbert,PartnershipProvider → inviteCollaboration,SharedDecisionProvider → MakeDecision,1,0.6599,0.6599,0.6599,0.6599
sbert,SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → MakeDecision,1,0.6517,0.6517,0.6517,0.6517
sbert,PartnershipPatient → Alignment,SharedDecisionProvider → MakeDecision,1,0.6389,0.6389,0.6389,0.6389
sbert,InfoGive → Symptoms,PartnershipProvider → signoff,1,0.6197,0.6197,0.6197,0.6197
sbert,PartnershipPatient → signoff,SharedDecisionPatient → SeekingApproval,1,0.6048,0.6048,0.6048,0.6048
sbert,InfoSeek → SchedulingAppt,PartnershipPatient → Alignment,1,0.6824,0.6824,0.6824,0.6824
sbert,InfoSeek → Drugs,PartnershipPatient → statePreferences,1,0.6454,0.6454,0.6454,0.6454
sbert,PartnershipProvider → maintainCommunication,SharedDecisionProvider → Approval/Reinforcement,1,0.6458,0.6458,0.6458,0.6458
sbert,PartnershipProvider → Alignment,PartnershipProvider → inviteCollaboration,1,0.6745,0.6745,0.6745,0.6745
sbert,PartnershipProvider → Alignment,SharedDecisionProvider → MakeDecision,1,0.6151,0.6151,0.6151,0.6151
sbert,PartnershipProvider → Alignment,SharedDecisionPatient → SeekingApproval,1,0.6003,0.6003,0.6003,0.6003
sbert,InfoGive → Diagnostics,PartnershipPatient → Appreciation/Gratitude,1,0.6493,0.6493,0.6493,0.6493
sbert,InfoSeek → SchedulingAppt,SharedDecisionPatient → ExploreOptions,1,0.6522,0.6522,0.6522,0.6522
tfidf,PartnershipPatient → salutation,PartnershipProvider → salutation,1418,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → signoff,726,0.9871,1.0,1.0,0.6183
tfidf,PartnershipPatient → signoff,PartnershipProvider → signoff,557,0.9944,1.0,1.0,0.6188
tfidf,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → signoff,178,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → Alignment,PartnershipProvider → Alignment,177,0.9833,1.0,1.0,0.6331
tfidf,PartnershipPatient → signoff,PartnershipProvider → Appreciation/Gratitude,92,0.9689,1.0,1.0,0.6434
tfidf,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,56,0.8814,1.0,1.0,0.6258
tfidf,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → maintainCommunication,28,0.7288,0.6916,0.8722,0.6133
tfidf,PartnershipPatient → connection,PartnershipProvider → connection,27,0.7426,0.6859,1.0,0.6444
tfidf,InfoSeek → Diagnostics,PartnershipPatient → activeParticipation/involvement,25,0.6604,0.6367,1.0,0.6367
tfidf,PartnershipProvider → connection,PartnershipProvider → signoff,20,0.9607,1.0,1.0,0.6066
tfidf,PartnershipPatient → connection,PartnershipPatient → signoff,13,0.6908,0.6635,1.0,0.6123
tfidf,PartnershipPatient → connection,PartnershipProvider → signoff,12,0.6466,0.6333,0.6981,0.6085
tfidf,PartnershipPatient → signoff,PartnershipProvider → connection,9,1.0,1.0,1.0,1.0
tfidf,PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → signoff,8,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → Alignment,PartnershipPatient → connection,8,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → salutation,PartnershipProvider → connection,8,0.6066,0.6066,0.6066,0.6066
tfidf,InfoGive → Generalinformation,PartnershipPatient → activeParticipation/involvement,8,0.7497,0.7563,0.7732,0.7129
tfidf,PartnershipPatient → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,7,0.6377,0.6377,0.6377,0.6377
tfidf,InfoGive → Symptoms,PartnershipPatient → Alignment,7,0.8802,0.8802,0.8802,0.8802
tfidf,PartnershipPatient → signoff,PartnershipProvider → salutation,7,1.0,1.0,1.0,1.0
tfidf,InfoGive → Drugs,PartnershipProvider → connection,6,0.6254,0.6254,0.6254,0.6254
tfidf,Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → Sadness/fear,6,0.787,0.8038,0.8665,0.6907
tfidf,PartnershipProvider → connection,Socioemotional/Empathy → AcknowledgeError,6,0.7611,0.8038,0.8665,0.613
tfidf,PartnershipPatient → Alignment,PartnershipProvider → connection,6,0.9247,1.0,1.0,0.774
tfidf,PartnershipPatient → connection,PartnershipProvider → Alignment,5,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → Alignment,PartnershipPatient → activeParticipation/involvement,5,0.8411,0.9492,1.0,0.6535
tfidf,InfoGive → Symptoms,PartnershipPatient → expressOpinions,5,0.7152,0.6621,1.0,0.626
tfidf,InfoGive → Drugs,PartnershipProvider → signoff,4,0.6254,0.6254,0.6254,0.6254
tfidf,PartnershipProvider → maintainCommunication,SharedDecisionProvider → EncourageQuestions,4,0.8304,0.8304,0.8453,0.8154
tfidf,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → connection,4,0.8435,0.8435,1.0,0.687
tfidf,InfoGive → Generalinformation,InfoGive → carecoordination,4,0.6695,0.6695,0.6701,0.6689
tfidf,InfoGive → Instruction,InfoGive → SchedulingAppt,4,0.8116,0.8116,0.8499,0.7733
tfidf,InfoGive → Drugs,PartnershipPatient → activeParticipation/involvement,4,0.6439,0.6439,0.6582,0.6295
tfidf,PartnershipProvider → Alignment,SharedDecisionPatient → SeekingApproval,4,0.6276,0.6276,0.6276,0.6276
tfidf,PartnershipProvider → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,3,0.6377,0.6377,0.6377,0.6377
tfidf,InfoGive → Symptoms,PartnershipProvider → Alignment,3,0.8802,0.8802,0.8802,0.8802
tfidf,PartnershipProvider → Alignment,PartnershipProvider → connection,3,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → salutation,3,1.0,1.0,1.0,1.0
tfidf,InfoGive → Drugs,PartnershipPatient → signoff,2,0.6254,0.6254,0.6254,0.6254
tfidf,InfoGive → Diagnostics,PartnershipPatient → statePreferences,2,0.6079,0.6079,0.6079,0.6079
tfidf,InfoGive → carecoordination,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.6174,0.6174,0.6174,0.6174
tfidf,InfoGive → Symptoms,Socioemotional/Empathy → ExpressConcern/unease,2,0.9133,0.9133,0.9133,0.9133
tfidf,InfoGive → SchedulingAppt,SharedDecisionPatient → SeekingApproval,2,0.6165,0.6165,0.6165,0.6165
tfidf,InfoGive → Symptoms,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.6585,0.6585,0.6585,0.6585
tfidf,PartnershipPatient → Appreciation/Gratitude,Socioemotional/Empathy → PositiveRemarks,2,0.687,0.687,0.687,0.687
tfidf,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → connection,2,0.9492,0.9492,0.9492,0.9492
tfidf,InfoSeek → Diagnostics,PartnershipPatient → connection,2,0.6052,0.6052,0.6052,0.6052
tfidf,InfoGive → Symptoms,SharedDecisionProvider → MakeDecision,2,0.6613,0.6613,0.6613,0.6613
tfidf,InfoSeek → Diagnostics,InfoSeek → Symptoms,2,0.6245,0.6245,0.6245,0.6245
tfidf,InfoGive → Generalinformation,InfoSeek → Generalinformation,2,0.6228,0.6228,0.6228,0.6228
tfidf,InfoGive → Symptoms,PartnershipProvider → connection,2,0.6186,0.6186,0.6186,0.6186
tfidf,InfoGive → carecoordination,PartnershipPatient → activeParticipation/involvement,2,0.7757,0.7757,0.7757,0.7757
tfidf,InfoSeek → Drugs,PartnershipPatient → activeParticipation/involvement,2,0.794,0.794,0.794,0.794
tfidf,InfoGive → SchedulingAppt,PartnershipProvider → maintainCommunication,2,0.8073,0.8073,0.8073,0.8073
tfidf,InfoGive → Drugs,PartnershipProvider → maintainCommunication,2,0.8667,0.8667,0.8667,0.8667
tfidf,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → build trust,2,0.8057,0.8057,0.8057,0.8057
tfidf,InfoGive → Diagnostics,PartnershipProvider → maintainCommunication,2,0.6612,0.6612,0.6612,0.6612
tfidf,InfoGive → carecoordination,SharedDecisionProvider → ShareOptions,2,0.6601,0.6601,0.6601,0.6601
tfidf,InfoGive → Drugs,InfoSeek → Drugs,2,0.6196,0.6196,0.6196,0.6196
tfidf,PartnershipProvider → inviteCollaboration,SharedDecisionProvider → Approval/Reinforcement,2,0.7199,0.7199,0.7199,0.7199
tfidf,InfoGive → Prognosis,PartnershipPatient → activeParticipation/involvement,2,0.6935,0.6935,0.6935,0.6935
tfidf,InfoGive → SchedulingAppt,PartnershipPatient → expressOpinions,2,0.8463,0.8463,0.8463,0.8463
tfidf,PartnershipPatient → connection,PartnershipProvider → maintainCommunication,2,0.8662,0.8662,0.8662,0.8662
tfidf,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → connection,2,0.603,0.603,0.603,0.603
tfidf,InfoSeek → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.6308,0.6308,0.6308,0.6308
tfidf,InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6228,0.6228,0.6228,0.6228
tfidf,InfoGive → Instruction,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.6113,0.6113,0.6113,0.6113
tfidf,InfoSeek → Drugs,SharedDecisionProvider → Approval/Reinforcement,2,0.7847,0.7847,0.7847,0.7847
tfidf,PartnershipPatient → salutation,SharedDecisionPatient → SeekingApproval,2,0.6276,0.6276,0.6276,0.6276
tfidf,InfoGive → Generalinformation,Socioemotional/Empathy → Reassurance,2,0.8802,0.8802,0.8802,0.8802
tfidf,PartnershipProvider → inviteCollaboration,PartnershipProvider → maintainCommunication,2,0.7635,0.7635,0.7635,0.7635
tfidf,InfoGive → Generalinformation,Socioemotional/Empathy → PositiveRemarks,2,0.7269,0.7269,0.7269,0.7269
tfidf,InfoGive → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,2,0.6977,0.6977,0.6977,0.6977
tfidf,InfoGive → Diagnostics,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.738,0.738,0.738,0.738
tfidf,InfoGive → SchedulingAppt,InfoSeek → SchedulingAppt,2,0.7748,0.7748,0.7748,0.7748
tfidf,PartnershipPatient → Alignment,PartnershipProvider → inviteCollaboration,2,0.7199,0.7199,0.7199,0.7199
tfidf,PartnershipPatient → connection,PartnershipPatient → statePreferences,2,0.6713,0.6713,0.6713,0.6713
tfidf,InfoGive → Generalinformation,InfoGive → SchedulingAppt,2,0.6236,0.6236,0.6236,0.6236
tfidf,PartnershipPatient → salutation,PartnershipProvider → Alignment,2,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → expressOpinions,SharedDecisionPatient → ExploreOptions,2,0.603,0.603,0.603,0.603
tfidf,InfoGive → Diagnostics,InfoGive → Generalinformation,1,1.0,1.0,1.0,1.0
tfidf,InfoGive → Diagnostics,SharedDecisionProvider → Approval/Reinforcement,1,1.0,1.0,1.0,1.0
tfidf,SharedDecisionPatient → ApprovalofDecision/Reinforcement,Socioemotional/Empathy → Reassurance,1,1.0,1.0,1.0,1.0
tfidf,InfoGive → carecoordination,PartnershipProvider → maintainCommunication,1,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → Alignment,SharedDecisionProvider → Approval/Reinforcement,1,1.0,1.0,1.0,1.0
tfidf,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → statePreferences,1,1.0,1.0,1.0,1.0
tfidf,InfoGive → Drugs,PartnershipProvider → checkingUnderstanding/clarification,1,1.0,1.0,1.0,1.0
tfidf,PartnershipProvider → connection,Socioemotional/Empathy → Reassurance,1,1.0,1.0,1.0,1.0
tfidf,PartnershipProvider → connection,Socioemotional/Empathy → Sadness/fear,1,1.0,1.0,1.0,1.0
tfidf,PartnershipProvider → connection,Socioemotional/Empathy → PositiveRemarks,1,1.0,1.0,1.0,1.0
lsa,PartnershipPatient → salutation,PartnershipProvider → salutation,1459,0.9978,1.0,1.0,0.6177
lsa,PartnershipPatient → signoff,PartnershipProvider → signoff,568,0.9886,1.0,1.0,0.6379
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → signoff,552,0.9716,1.0,1.0,0.6173
lsa,PartnershipPatient → signoff,PartnershipProvider → Appreciation/Gratitude,295,0.9768,1.0,1.0,0.6267
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,211,0.8995,1.0,1.0,0.617
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → signoff,182,0.9929,1.0,1.0,0.604
lsa,PartnershipPatient → Alignment,PartnershipProvider → Alignment,163,0.9795,1.0,1.0,0.6063
lsa,PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → signoff,135,0.9946,1.0,1.0,0.6379
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → maintainCommunication,109,0.7503,0.7291,0.9719,0.6046
lsa,PartnershipPatient → connection,PartnershipProvider → connection,101,0.7798,0.7475,1.0,0.6022
lsa,InfoGive → Diagnostics,InfoGive → Drugs,80,0.6932,0.6682,0.8547,0.6061
lsa,InfoGive → SchedulingAppt,InfoGive → carecoordination,60,0.6782,0.677,0.8003,0.602
lsa,InfoSeek → Diagnostics,PartnershipPatient → activeParticipation/involvement,60,0.7326,0.7288,1.0,0.6071
lsa,InfoGive → Generalinformation,PartnershipPatient → activeParticipation/involvement,59,0.7294,0.7291,0.89,0.6061
lsa,InfoGive → Drugs,InfoGive → Generalinformation,58,0.6886,0.6739,0.8861,0.6055
lsa,InfoGive → Diagnostics,InfoGive → Generalinformation,55,0.7128,0.6948,1.0,0.6012
lsa,InfoGive → Drugs,InfoGive → carecoordination,51,0.6771,0.6713,0.8794,0.6011
lsa,InfoGive → SchedulingAppt,InfoSeek → SchedulingAppt,51,0.6836,0.6747,0.8093,0.602
lsa,InfoGive → Diagnostics,InfoGive → SchedulingAppt,50,0.6705,0.6458,0.8488,0.6
lsa,InfoGive → Generalinformation,InfoGive → SchedulingAppt,47,0.6836,0.6813,0.8056,0.6001
lsa,InfoGive → Generalinformation,InfoGive → Symptoms,42,0.6772,0.6589,0.8057,0.6009
lsa,InfoGive → Diagnostics,InfoSeek → Diagnostics,42,0.6758,0.6649,0.8223,0.6017
lsa,PartnershipPatient → connection,PartnershipProvider → signoff,39,0.7613,0.7039,0.9545,0.6075
lsa,InfoGive → Diagnostics,InfoGive → Symptoms,38,0.6716,0.6586,0.8663,0.6006
lsa,InfoGive → Generalinformation,InfoGive → carecoordination,36,0.6897,0.6692,0.8757,0.6066
lsa,PartnershipPatient → connection,PartnershipPatient → signoff,35,0.7918,0.7915,1.0,0.6146
lsa,PartnershipPatient → connection,Socioemotional/Empathy → Sadness/fear,33,0.7106,0.6983,0.8762,0.6132
lsa,InfoGive → Drugs,InfoGive → SchedulingAppt,32,0.7056,0.7028,0.7748,0.6208
lsa,InfoGive → Diagnostics,InfoGive → carecoordination,32,0.6965,0.642,0.9194,0.6094
lsa,InfoGive → Instruction,InfoGive → SchedulingAppt,32,0.7503,0.7365,0.893,0.6387
lsa,InfoGive → Diagnostics,InfoGiveSDOH → HealthCareAccessAndQuality,30,0.7022,0.7017,0.8553,0.6033
lsa,InfoGive → carecoordination,InfoGiveSDOH → HealthCareAccessAndQuality,30,0.6686,0.6361,0.901,0.6022
lsa,InfoGive → Drugs,InfoGive → Symptoms,27,0.6792,0.6536,0.8495,0.6257
lsa,InfoGive → Drugs,InfoGiveSDOH → HealthCareAccessAndQuality,25,0.6661,0.6498,0.7807,0.6017
lsa,InfoGive → SchedulingAppt,PartnershipPatient → activeParticipation/involvement,25,0.6787,0.6674,0.7733,0.609
lsa,InfoGive → SchedulingAppt,InfoGiveSDOH → HealthCareAccessAndQuality,24,0.6693,0.6654,0.749,0.6001
lsa,InfoGive → Drugs,InfoSeek → Drugs,24,0.7443,0.7058,0.9318,0.6122
lsa,PartnershipProvider → connection,PartnershipProvider → signoff,23,0.8931,1.0,1.0,0.6527
lsa,InfoGive → Generalinformation,InfoGive → Instruction,23,0.7237,0.7225,0.7729,0.6441
lsa,Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → Sadness/fear,22,0.7138,0.6832,0.8655,0.603
lsa,InfoGive → carecoordination,PartnershipPatient → activeParticipation/involvement,22,0.6759,0.6457,0.8505,0.6251
lsa,InfoGive → Generalinformation,InfoSeek → SchedulingAppt,21,0.7256,0.7166,0.8915,0.6022
lsa,PartnershipProvider → maintainCommunication,SharedDecisionProvider → EncourageQuestions,21,0.8037,0.8096,0.9734,0.6078
lsa,InfoGive → Diagnostics,InfoSeek → SchedulingAppt,21,0.7031,0.6888,0.8307,0.6066
lsa,PartnershipProvider → connection,Socioemotional/Empathy → AcknowledgeError,20,0.7534,0.6822,0.9828,0.6118
lsa,InfoGive → Drugs,InfoSeek → SchedulingAppt,20,0.7217,0.721,0.8319,0.6108
lsa,InfoGive → Drugs,PartnershipPatient → activeParticipation/involvement,20,0.6811,0.6774,0.7534,0.6074
lsa,PartnershipPatient → connection,PartnershipProvider → Alignment,19,0.8009,0.7512,1.0,0.6338
lsa,PartnershipProvider → Alignment,PartnershipProvider → connection,18,0.7647,0.744,1.0,0.6525
lsa,InfoGive → Generalinformation,InfoGiveSDOH → HealthCareAccessAndQuality,18,0.6609,0.6411,0.7244,0.6131
lsa,InfoGive → Generalinformation,PartnershipPatient → expressOpinions,18,0.6792,0.6614,0.8541,0.6099
lsa,PartnershipPatient → Alignment,PartnershipProvider → connection,18,0.7914,0.7546,1.0,0.6075
