method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
sbert,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,"Yes, you can get your labs done",InfoGive → SchedulingAppt,Currently my lab work is scheduled to be done,0.6385
sbert,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,"Yes, you can get your labs done",InfoGive → SchedulingAppt,Could you please get labs around MM/DD/YYYY?,0.6279
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Instruction,"Yes, you can get your labs done",InfoGive → Diagnostics,you have can labs drawn before seeing,0.6254
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Instruction,"Yes, you can get your labs done",InfoGive → Diagnostics,I will get labs first am,0.6142
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Instruction,"Yes, you can get your labs done",InfoGive → Diagnostics,Labs have been order,0.6011
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,Labs have been order,InfoGive → Instruction,Please continue with labs like you were getting,0.7075
sbert,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,Labs have been order,InfoGive → carecoordination,was not ordered by Dr. Person2 with the labs on MM/DD/YYYY,0.6968
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,Labs have been order,InfoGive → Instruction,have labs redrawn next week,0.6362
sbert,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,Labs have been order,PartnershipPatient → activeParticipation/involvement,Very interested to see how his labs are today,0.6284
sbert,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,Labs have been order,InfoGive → SchedulingAppt,Could you please get labs around MM/DD/YYYY?,0.6215
sbert,InfoGive → Diagnostics || PartnershipProvider → maintainCommunication,InfoGive → Diagnostics,Labs have been order,PartnershipProvider → maintainCommunication,we will watch for the lab results,0.6072
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,Labs have been order,InfoGive → Instruction,"Yes, you can get your labs done",0.6011
sbert,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,when I went to get blood work,InfoGiveSDOH → HealthCareAccessAndQuality,I had blood work done at the Org2,0.716
sbert,InfoGive → Diagnostics || PartnershipPatient → expressOpinions,InfoGive → Diagnostics,when I went to get blood work,PartnershipPatient → expressOpinions,I assuming since I didn get a phone call my bloodwork didn come back as desired,0.7077
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,when I went to get blood work,InfoSeek → Diagnostics,I noticed i am now in for blood work every 2 weeks,0.6688
sbert,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,when I went to get blood work,PartnershipPatient → activeParticipation/involvement,Please let me know when I should start my blood work,0.6652
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,when I went to get blood work,InfoSeek → Diagnostics,Do you usually get blood work before restarting?,0.6623
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I told them just the CBC,InfoSeek → Diagnostics,Cbc was left out?,0.6367
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,The CBC was done with a manual diff,InfoSeek → Diagnostics,Cbc was left out?,0.6691
sbert,PartnershipProvider → connection || Socioemotional/Empathy → Reassurance,PartnershipProvider → connection,I hope that helps,Socioemotional/Empathy → Reassurance,Hope this helps,0.8498
sbert,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if you have any other questions,0.7962
sbert,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if any issues,0.6843
sbert,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,let me know if you have any issues !,0.6723
sbert,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,"Any other issues, let me know",0.6714
sbert,PartnershipPatient → activeParticipation/involvement || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipPatient → activeParticipation/involvement,Here are a list of our concerns that we are looking forward to discussing with you tomorrow,0.6393
sbert,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,let me know if there's any issue!,0.631
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
sbert,PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
sbert,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,Those results came in after I sent the message to the doctor,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,0.6351
sbert,InfoGive → Generalinformation || PartnershipProvider → Alignment,InfoGive → Generalinformation,I am all set,PartnershipProvider → Alignment,You should be all set,0.8262
sbert,InfoGive → Generalinformation || PartnershipProvider → connection,InfoGive → Generalinformation,I am all set,PartnershipProvider → connection,You  should be all set.,0.79
sbert,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,have a good day,PartnershipPatient → signoff,Have a good day.,0.9266
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,have a good day,PartnershipProvider → connection,Have a great day!,0.7955
sbert,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,have a good day,PartnershipPatient → signoff,Have a nice day!,0.7856
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,have a good day,PartnershipProvider → connection,Have a great day too!,0.6948
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,have a good day,PartnershipProvider → connection,Try to have a good evening,0.6315
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,have a good day,PartnershipProvider → connection,Have a great weekend.,0.6033
sbert,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → signoff,Have a nice day!,0.7001
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → connection,have a good day,0.6948
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → connection,Have a nice weekend,0.6773
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → connection,Have a nice weekend,0.6773
sbert,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → signoff,Have a good day.,0.6634
sbert,InfoSeek → Drugs || InfoSeek → Generalinformation,InfoSeek → Drugs,if it would be safe for me to get a whooping cough shot,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,0.6833
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeek → Drugs,InfoSeek → Drugs,if it would be safe for me to get a whooping cough shot,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,0.6695
sbert,InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoSeek → Drugs,if it would be safe for me to get a whooping cough shot,SharedDecisionProvider → Approval/Reinforcement,it is fine to get the vaccine,0.6526
sbert,InfoSeek → Drugs || SharedDecisionPatient → SeekingApproval,InfoSeek → Drugs,as well as a flu shot) while taking Ibrance and my other meds,SharedDecisionPatient → SeekingApproval,Should I stop taking the ibrance while I sick?,0.67
sbert,InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoSeek → Drugs,as well as a flu shot) while taking Ibrance and my other meds,SharedDecisionProvider → Approval/Reinforcement,If you are having fevers and feeling unwell you should hold the Ibrance,0.6408
sbert,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,as well as a flu shot) while taking Ibrance and my other meds,InfoGive → Drugs,while I am on the medications,0.6231
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,InfoGiveSDOH → HealthCareAccessAndQuality,so you should just be able to call the pharmacy or request via phone,0.6613
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,InfoGiveSDOH → HealthCareAccessAndQuality,you will have to do that at your PCP or local pharmacy,0.6437
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,InfoGiveSDOH → HealthCareAccessAndQuality,you can go to your PCP or local pharmacy,0.6397
sbert,PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,PartnershipProvider → maintainCommunication,The pharmacy will contact you when  its ready to pick up,0.6287
sbert,InfoSeekSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoSeekSDOH → HealthCareAccessAndQuality,If it is ok can I have those shots at LOCATION,PartnershipPatient → activeParticipation/involvement,Is there anyway I could be allowed to go in I had my Covid shots,0.6066
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGive → SchedulingAppt,I see i Scheduled for a blood draw on MM/DD/YYYY,0.7252
sbert,InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoSeek → SchedulingAppt,Would someone kindly schedule me for bloodwork to be completed prior to MM/DD/YYYY?,0.6621
sbert,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGive → SchedulingAppt,I see an appointment for the MM/DD/YYYY,0.6327
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoSeek → Diagnostics,Will I be doing bloodwork before my appointment next MM/DD/YYYY?,0.6261
sbert,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGiveSDOH → HealthCareAccessAndQuality,I had blood work done at the Org2,0.6173
sbert,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,InfoGive → Drugs,I need another round of Ibrance,0.7107
sbert,InfoSeek → Drugs || SharedDecisionPatient → SeekingApproval,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,SharedDecisionPatient → SeekingApproval,Should I start Ibrance tonight?,0.6733
sbert,InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,SharedDecisionProvider → Approval/Reinforcement,"Per Person1, as long as you are feeling ok you can go ahead and start Ibrance today!",0.6662
sbert,InfoSeek → Drugs || PartnershipPatient → activeParticipation/involvement,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,PartnershipPatient → activeParticipation/involvement,I holding off starting the 2nd cycle of Ibrance?,0.6179
sbert,InfoSeek → Drugs || SharedDecisionPatient → SeekingApproval,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,SharedDecisionPatient → SeekingApproval,Should I start my Ibrance today?,0.6057
sbert,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,0.6039
sbert,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,just checking to see if it is ok to continue this round of Ibrance?,InfoGive → Drugs,Also we can hold off on starting the Ibrance,0.6015
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipProvider → signoff,Thank  you,0.806
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipProvider → signoff,Thank you,0.806
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you,0.806
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you,0.806
sbert,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,Checked with Dr Person2,0.6535
sbert,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → Drugs,Ok for you to get the vaccine,0.6522
sbert,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,I will check with Person1 and Dr. Person2,0.6338
sbert,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,I spoke to Dr. Person2 today,0.6314
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeek → Drugs,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoSeek → Drugs,When will I be getting my Covid vaccine and can my wife get it also  Person2,0.6298
sbert,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → Drugs,I had my prolia shot today with Dr. Person2,0.6236
sbert,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,I sent the message to Dr. Person2 yesterday evening and have not gotten a response yet,0.6235
sbert,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,I will pass along your question to Dr  Person2,0.6125
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || SharedDecisionProvider → Approval/Reinforcement,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",SharedDecisionProvider → Approval/Reinforcement,it is fine to get the vaccine,0.6109
sbert,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,so I have to check in with Dr. Person1,0.6019
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeek → Drugs,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,InfoSeek → Drugs,if it would be safe for me to get a whooping cough shot,0.6695
sbert,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,InfoGive → Drugs,Ok for you to get the vaccine,0.6544
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || SharedDecisionProvider → Approval/Reinforcement,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,SharedDecisionProvider → Approval/Reinforcement,it is fine to get the vaccine,0.6494
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,we can give you a flu vaccine next time you come,InfoGive → Drugs,Ok for you to get the vaccine,0.6692
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → HealthCareAccessAndQuality,you can go to your PCP or local pharmacy,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,0.6397
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → HealthCareAccessAndQuality,you can go to your PCP or local pharmacy,PartnershipPatient → activeParticipation/involvement,"If you could, please let me know when this is sent over to the pharmacy",0.6169
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,InfoGive → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,InfoGive → SchedulingAppt,I will get the flu shot when I come in next time,PartnershipPatient → activeParticipation/involvement,I forgot to ask a you question concerning when I should get my next Covid booster shot?,0.6321
sbert,InfoGive → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,InfoGive → SchedulingAppt,I will get the flu shot when I come in next time,PartnershipPatient → activeParticipation/involvement,I forgot to ask a you question concerning when I should get my next Covid booster shot?,0.6321
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will get the flu shot when I come in next time,InfoGive → Drugs,Ok for you to get the vaccine,0.6232
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will get the flu shot when I come in next time,InfoGive → Drugs,I had my Covid shots,0.6157
sbert,InfoSeek → Drugs || InfoSeek → Generalinformation,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,InfoSeek → Drugs,if it would be safe for me to get a whooping cough shot,0.6833
sbert,InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,0.6035
sbert,InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,0.6035
sbert,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → SchedulingAppt,I like to reschedule the cat and bone scans,0.7091
sbert,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → Diagnostics,Iwas scheduled for a cat scan and bone scan through the VA A few weeks ago,0.6919
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeek → SchedulingAppt,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoSeek → SchedulingAppt,were you able to schedule my bone scan?,0.6691
sbert,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → SchedulingAppt,Trying to get a earlier time for the bone scan,0.6669
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || SharedDecisionPatient → ExploreOptions,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,SharedDecisionPatient → ExploreOptions,Will this now qualify me for both femur and knee inclusion in the next CAT scan?,0.6583
sbert,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → SchedulingAppt,"I had to cancel my appointments for a cat scan and bone scan  Scheduled for this MM/DD/YYYY, MM/DD/YYYY",0.6522
sbert,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → SchedulingAppt,I will call for the bone scan MM/DD/YYYY,0.6428
sbert,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → Diagnostics,"CAT scan for chest, abdomen, pelvic",0.6197
sbert,InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,0.6039
sbert,Socioemotional/Empathy → ExpressConcern/unease || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → ExpressConcern/unease,Do you think the hospital is safe for me now?,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",0.7385
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
sbert,InfoGive → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Drugs,Ok for you to get the vaccine,SharedDecisionProvider → Approval/Reinforcement,it is fine to get the vaccine,0.8741
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,Ok for you to get the vaccine,InfoGive → SchedulingAppt,we can give you a flu vaccine next time you come,0.6692
sbert,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Drugs,Ok for you to get the vaccine,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,0.6544
sbert,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Drugs,Ok for you to get the vaccine,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",0.6522
sbert,InfoGive → Drugs || SharedDecisionPatient → SeekingApproval,InfoGive → Drugs,Ok for you to get the vaccine,SharedDecisionPatient → SeekingApproval,Are you recommending that I get the Covid vaccine,0.6276
sbert,InfoGive → Drugs || PartnershipPatient → expressOpinions,InfoGive → Drugs,Ok for you to get the vaccine,PartnershipPatient → expressOpinions,I just heard that I am eligible for the COVID vaccine,0.6258
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,Ok for you to get the vaccine,InfoGive → SchedulingAppt,I will get the flu shot when I come in next time,0.6232
sbert,InfoGive → Drugs || PartnershipProvider → checkingUnderstanding/clarification,InfoGive → Drugs,Ok for you to get the vaccine,PartnershipProvider → checkingUnderstanding/clarification,We are recommending that everyone gets the covid vaccine provided you do not have food allergies that you  need to carry around an epi-pen,0.6149
