pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Thanks,PartnershipPatient → signoff,Thanks,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,otherw ise see you,PartnershipPatient → connection,See you in July!,0.6981
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,otherw ise see you,PartnershipPatient → connection,See you tomorrow,0.6333
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,otherw ise see you,PartnershipPatient → connection,See you soon!,0.6085
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipPatient → connection,See you in July!,0.6981
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipPatient → connection,See you tomorrow,0.6333
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you,PartnershipPatient → connection,See you soon!,0.6085
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Could you please let me know results,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Could you please let me know results,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Could you please let me know results,PartnershipPatient → activeParticipation/involvement,Please let me know!!,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Could you please let me know results,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6655
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → connection,PartnershipPatient → Appreciation/Gratitude,Thank you for this good news,PartnershipProvider → connection,good news,0.687
PartnershipPatient → Appreciation/Gratitude || Socioemotional/Empathy → PositiveRemarks,PartnershipPatient → Appreciation/Gratitude,Thank you for this good news,Socioemotional/Empathy → PositiveRemarks,Good news!,0.687
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → connection,Happy Thanksgiving to you as well.,0.7164
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,My pleasure!,PartnershipPatient → connection,my friends,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Happy Thanksgiving to you as well.,PartnershipPatient → connection,Happy Thanksgiving,0.7164
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Happy Thanksgiving to you as well.,PartnershipPatient → connection,Happy Thanksgiving,0.7164
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,Her email address is: address@email.com,InfoGive → Generalinformation,"You can send it to me in here or email, address@email.com",0.6701
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Alignment,Can you confirm,PartnershipPatient → activeParticipation/involvement,Can you confirm?,1.0
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Alignment,Can you confirm,PartnershipPatient → activeParticipation/involvement,Could you confirm?,0.6535
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,happy new year,PartnershipProvider → connection,Have a happy healthy new year,0.6444
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you for your help,PartnershipProvider → Appreciation/Gratitude,thank you and All for your help!,0.7637
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → connection,PartnershipProvider → connection,No problem,PartnershipPatient → activeParticipation/involvement,I will no problem,0.9492
InfoSeek → Diagnostics || PartnershipPatient → connection,InfoSeek → Diagnostics,Let me know results at your convenience,PartnershipPatient → connection,"No rush, at your convenience",0.6052
InfoGive → Symptoms || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Symptoms,I am a little bruised,Socioemotional/Empathy → ExpressConcern/unease,am a little nervous now,0.9133
InfoGive → Symptoms || SharedDecisionProvider → MakeDecision,InfoGive → Symptoms,The coughing is subsiding also.,SharedDecisionProvider → MakeDecision,the preference is yours,0.6613
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
InfoGive → Symptoms || PartnershipPatient → expressOpinions,InfoGive → Symptoms,They said it may be muscle spasms,PartnershipPatient → expressOpinions,I think it may be a pulled muscle?,0.626
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I will no problem,PartnershipPatient → Alignment,No problem,0.9492
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → connection,PartnershipPatient → activeParticipation/involvement,I will no problem,PartnershipProvider → connection,No problem,0.9492
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipProvider → Alignment,Sounds good!,PartnershipPatient → Alignment,Sounds good,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,We will look out for the results!,PartnershipPatient → activeParticipation/involvement,I will look out for the appointment in Person1,0.6608
InfoSeek → Diagnostics || InfoSeek → Symptoms,InfoSeek → Symptoms,How long has this been going on?,InfoSeek → Diagnostics,How long has it been,0.6245
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipPatient → salutation,Good evening,PartnershipProvider → connection,Try to have a good evening,0.6066
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → connection,PartnershipProvider → connection,good news,PartnershipPatient → Appreciation/Gratitude,Thank you for this good news,0.687
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,All the best,PartnershipProvider → connection,All the best,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,Please let me know!!,PartnershipProvider → maintainCommunication,"If not, please let  me know",0.8099
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know!!,InfoSeek → Diagnostics,Could you please let me know results,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know!!,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know!!,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipProvider → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipProvider → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipProvider → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipProvider → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipProvider → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipProvider → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,Ok,0.8802
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,OK,0.8802
InfoGive → Symptoms || PartnershipPatient → Alignment,InfoGive → Symptoms,"Ok , I doing ok !",PartnershipPatient → Alignment,Ok,0.8802
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipProvider → connection,Sorry,Socioemotional/Empathy → AcknowledgeError,"OOPS , sorry - my typo",0.8665
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipProvider → connection,Sorry,Socioemotional/Empathy → AcknowledgeError,I sorry I get confused,0.8038
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Oh ok !,PartnershipProvider → Alignment,Oh I see,0.7332
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoSeek → Generalinformation,Sony know if Person1 has received it?,InfoGive → Generalinformation,I received it,0.6228
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipPatient → salutation,Good evening,PartnershipProvider → connection,Try to have a good evening,0.6066
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoGive → Symptoms || PartnershipProvider → connection,PartnershipProvider → connection,I hope your surgery went well!,InfoGive → Symptoms,"I believe surgery went well , just really sore",0.6186
InfoGive → Symptoms || PartnershipProvider → connection,InfoGive → Symptoms,"I believe surgery went well , just really sore",PartnershipProvider → connection,I hope your surgery went well!,0.6186
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipPatient → connection,Perfect,PartnershipProvider → Alignment,Perfect!,1.0
InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I wanted to reach out to Dr. Person1,InfoGive → carecoordination,let me reach out to Dr  Person1,0.7757
InfoSeek → Drugs || PartnershipPatient → activeParticipation/involvement,InfoSeek → Drugs,I didn't know if there is anything I can take to help me with that just at bedtime?,PartnershipPatient → activeParticipation/involvement,let me know if there is anything I can take to help this?,0.794
PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,PartnershipProvider → maintainCommunication,Let me know if there is anything else I can help you with!,SharedDecisionProvider → EncourageQuestions,Let me know if I can help you with anything else,0.8154
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,Let me know if there is anything else I can help you with!,PartnershipPatient → activeParticipation/involvement,let me know if there is anything I can take to help this?,0.6133
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will let you know as soon as he answers me,PartnershipPatient → activeParticipation/involvement,I'll let you know as soon as that is completed,0.6604
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipPatient → Alignment,Ok great,PartnershipProvider → connection,Great!,0.774
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok great,PartnershipProvider → Alignment,Great!,0.774
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok great,PartnershipProvider → Alignment,Ok,0.6331
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok great,PartnershipProvider → Alignment,Ok,0.6331
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok great,PartnershipProvider → Alignment,Ok,0.6331
InfoGive → Symptoms || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I think it may be a pulled muscle?,InfoGive → Symptoms,They said it may be muscle spasms,0.626
InfoSeek → Drugs || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,let me know if there is anything I can take to help this?,InfoSeek → Drugs,I didn't know if there is anything I can take to help me with that just at bedtime?,0.794
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,let me know if there is anything I can take to help this?,PartnershipProvider → maintainCommunication,Let me know if there is anything else I can help you with!,0.6133
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks  so much again!,PartnershipPatient → Appreciation/Gratitude,Thanks so much!,0.8972
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks  so much again!,PartnershipPatient → Appreciation/Gratitude,Thanks so much,0.8972
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks  so much again!,PartnershipPatient → Appreciation/Gratitude,Thanks so much!,0.8972
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,InfoGive → SchedulingAppt,You should be hearing from the secretary with an  appointment,PartnershipProvider → maintainCommunication,You should be hearing from the secretary when it is rescheduled,0.8073
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks!,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks!,PartnershipPatient → Appreciation/Gratitude,Thanks!,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Ok,PartnershipProvider → Alignment,Ok,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
InfoGive → Drugs || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,Prescription has been sent in,InfoGive → Drugs,refill has been sent in,0.8667
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → build trust,PartnershipPatient → activeParticipation/involvement,Your advice please,PartnershipPatient → build trust,Appreciate your advice,0.8057
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Yes,PartnershipProvider → Alignment,Yes,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Yes,PartnershipProvider → Alignment,Yes,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Yes,PartnershipProvider → Alignment,Yes,1.0
PartnershipPatient → Alignment || PartnershipProvider → Alignment,PartnershipPatient → Alignment,Yes,PartnershipProvider → Alignment,Yes,1.0
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,You should be hearing from the secretary when it is rescheduled,InfoGive → SchedulingAppt,You should be hearing from the secretary with an  appointment,0.8073
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank You,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank You,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoGive → Diagnostics || PartnershipProvider → maintainCommunication,InfoGive → Diagnostics,I also think she put in an order for an ECHO because she said you haven't had one in  a while,PartnershipProvider → maintainCommunication,she said you haven't had one in  a while,0.6612
InfoGive → Symptoms || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,this seems to be happening because my blood is too thin,InfoGive → Symptoms,My stomach is a mass of hematoma now as a result of the self injecting and this seems to be happening because my blood is too thin,0.6621
InfoGive → Symptoms || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,"In addition to the bruising, I probably have 20+ hematoma under the skin",InfoGive → Symptoms,"In addition to the bruising, I probably have 20+ hematoma under the skin",1.0
InfoGive → carecoordination || SharedDecisionProvider → ShareOptions,InfoGive → carecoordination,But he would advise the third shot now,SharedDecisionProvider → ShareOptions,"But he would advise the third shot now, and would recommend Pfizer or Moderna instead of J/J for the booster",0.6601
PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipPatient → Alignment,No problem,PartnershipProvider → connection,No problem,1.0
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → Alignment,No problem,PartnershipPatient → activeParticipation/involvement,I will no problem,0.9492
SharedDecisionPatient → ApprovalofDecision/Reinforcement || Socioemotional/Empathy → Reassurance,SharedDecisionPatient → ApprovalofDecision/Reinforcement,this is good,Socioemotional/Empathy → Reassurance,this is good.,1.0
InfoGive → carecoordination || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,The PT referral was placed,InfoGive → carecoordination,The PT referral was placed,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,I will look out for the appointment in Person1,PartnershipProvider → maintainCommunication,We will look out for the results!,0.6608
InfoGive → Drugs || InfoSeek → Drugs,InfoGive → Drugs,I need a refill for the above,InfoSeek → Drugs,do yo need a refill for the dexamethasone?,0.6196
InfoGive → Diagnostics || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,she said you haven't had one in  a while,InfoGive → Diagnostics,I also think she put in an order for an ECHO because she said you haven't had one in  a while,0.6612
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,"If not, please let  me know",PartnershipPatient → activeParticipation/involvement,Please let me know,0.8099
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,"If not, please let  me know",PartnershipPatient → activeParticipation/involvement,Please let me know,0.8099
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,"If not, please let  me know",PartnershipPatient → activeParticipation/involvement,Please let me know,0.8099
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,"If not, please let  me know",PartnershipPatient → activeParticipation/involvement,Please let me know!!,0.8099
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,"If not, please let  me know",PartnershipPatient → activeParticipation/involvement,Please let me know what happened,0.6643
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,"If not, please let  me know",PartnershipPatient → activeParticipation/involvement,Please let me know when sent,0.6318
InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,Please call #XXX-XXX-XXXX to reschedule,InfoGive → SchedulingAppt,Please call #XXX-XXX-XXXX to schedule,0.8499
InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,Please call #XXX-XXX-XXXX to reschedule,InfoGive → SchedulingAppt,please call XXX-XXX-XXXX to get everything rescheduled,0.7733
PartnershipPatient → Alignment || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,MM/DD/YYYY is good!,PartnershipPatient → Alignment,MM/DD/YYYY is good,1.0
PartnershipProvider → inviteCollaboration || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,MM/DD/YYYY is good!,PartnershipProvider → inviteCollaboration,"MM/DD/YYYY, is that good ?",0.7199
InfoGive → Prognosis || PartnershipPatient → activeParticipation/involvement,InfoGive → Prognosis,I interpreting it as early stage throat cancer,PartnershipPatient → activeParticipation/involvement,I read that this is how early stage throat cancer often begins,0.6935
PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,PartnershipProvider → maintainCommunication,Let me know if you have any other questions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",0.8453
InfoGive → Prognosis || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I read that this is how early stage throat cancer often begins,InfoGive → Prognosis,I interpreting it as early stage throat cancer,0.6935
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,For my upcoming visit I don see any blood test required?,InfoSeek → Diagnostics,For my upcoming visit I don see any blood test required?,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"As part of that test, could you also ensure a blood clotting time test is included please",PartnershipPatient → activeParticipation/involvement,"As part of that test, could you also ensure a blood clotting time test is included please",1.0
InfoGive → Symptoms || PartnershipPatient → expressOpinions,InfoGive → Symptoms,My stomach is a mass of hematoma now as a result of the self injecting and this seems to be happening because my blood is too thin,PartnershipPatient → expressOpinions,this seems to be happening because my blood is too thin,0.6621
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → build trust,PartnershipPatient → build trust,Appreciate your advice,PartnershipPatient → activeParticipation/involvement,Your advice please,0.8057
InfoGive → SchedulingAppt || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I therefore need to find another treatment and am seeing my MZL doctor in LOCATION on MM/DD/YYYY,InfoGive → SchedulingAppt,am seeing my MZL doctor in LOCATION on MM/DD/YYYY,0.8463
InfoGive → SchedulingAppt || PartnershipPatient → expressOpinions,InfoGive → SchedulingAppt,am seeing my MZL doctor in LOCATION on MM/DD/YYYY,PartnershipPatient → expressOpinions,I therefore need to find another treatment and am seeing my MZL doctor in LOCATION on MM/DD/YYYY,0.8463
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,Their number is #XXX-XXX-XXXX,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,0.7732
