anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
but I am still not understanding the timing of my blood work,Information-Seeking,I assuming since I didn get a phone call my bloodwork didn come back as desired,PATIENT_PARTNERSHIP,0.6376609206199646,sbert,code,Information-Seeking :: PATIENT_PARTNERSHIP,955391c3d3dc4f13310e67b9db7dcf3e0728723d
Could you please let me know results,Information-Seeking,Please let me know!!,PATIENT_PARTNERSHIP,0.6654546073521953,tfidf,code,Information-Seeking :: PATIENT_PARTNERSHIP,bf97b30357abee0da616a0f5014f9c4a4c866be1
Could you please let me know results,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6654546073521953,tfidf,code,Information-Seeking :: PATIENT_PARTNERSHIP,c9599c522fd0215da861de3bac750345fc52053a
Could you please let me know results,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6654546073521953,tfidf,code,Information-Seeking :: PATIENT_PARTNERSHIP,c9599c522fd0215da861de3bac750345fc52053a
Could you please let me know results,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6654546073521953,tfidf,code,Information-Seeking :: PATIENT_PARTNERSHIP,c9599c522fd0215da861de3bac750345fc52053a
Please let me know about blood work,Information-Seeking,Please let me know,PATIENT_PARTNERSHIP,0.6367177374683866,tfidf,code,Information-Seeking :: PATIENT_PARTNERSHIP,fa809353c472ba099ac660cb66ecfcfa6c68077f
if it would be safe for me to get a whooping cough shot,Information-Seeking,Please let me know if the two meds will be ok and safe for me to get the vaccine,PATIENT_SHARED-DECISION_MAKING,0.569875296418914,lsa,code,Information-Seeking :: PATIENT_SHARED-DECISION_MAKING,623467b608174327301207171d523072bf7ae7c1
as well as a flu shot) while taking Ibrance and my other meds,Information-Seeking,Should I stop taking the ibrance while I sick?,PATIENT_SHARED-DECISION_MAKING,0.6699522733688354,sbert,code,Information-Seeking :: PATIENT_SHARED-DECISION_MAKING,bd373e48b9413bc16da60244d2274425284dcfaf
if it would be safe for me to get a whooping cough shot,Information-Seeking,Please let me know if the two meds will be ok and safe for me to get the vaccine,PATIENT_SHARED-DECISION_MAKING,0.5706495642662048,sbert,code,Information-Seeking :: PATIENT_SHARED-DECISION_MAKING,623467b608174327301207171d523072bf7ae7c1
Does Dr. Person3 want Person1 to continue on,Information-Seeking,We will let you know if Dr Person2 is able to complete,PROVIDER_PARTNERSHIP,0.7003270387649536,sbert,code,Information-Seeking :: PROVIDER_PARTNERSHIP,63b138ad52748db7178bf5755dc086dfe7838e07
Does Dr. Person3 want Person1 to continue on,Information-Seeking,If Dr. Person1 then certainly ok.,PROVIDER_Shared-Decision_Making,0.689336359500885,sbert,code,Information-Seeking :: PROVIDER_Shared-Decision_Making,55e86e9e07456f6fdab5029023f544eef2faefde
if it would be safe for me to get a whooping cough shot,Information-Seeking,it is fine to get the vaccine,PROVIDER_Shared-Decision_Making,0.6525857448577881,sbert,code,Information-Seeking :: PROVIDER_Shared-Decision_Making,15e1194f46dee00130d336a9201642ddf7f5a90f
as well as a flu shot) while taking Ibrance and my other meds,Information-Seeking,If you are having fevers and feeling unwell you should hold the Ibrance,PROVIDER_Shared-Decision_Making,0.6407662034034729,sbert,code,Information-Seeking :: PROVIDER_Shared-Decision_Making,e82076555b6022691eb46e1d36f9c61cba264184
if you can assist me in doing that,Information-Seeking,Let me know if I can help you with anything else,PROVIDER_Shared-Decision_Making,0.6114929914474487,sbert,code,Information-Seeking :: PROVIDER_Shared-Decision_Making,b66d2680a7b54a96301b8139f62dc75a51eb8d38
If it is ok can I have those shots at LOCATION,Information-Seeking_SDOH,have it a LOCATION,Information-Giving_SDOH,0.5863918648396703,lsa,code,Information-Seeking_SDOH :: Information-Giving_SDOH,9394d59b9214e0c9a6bdcd71b9e5f222419d5773
If it is ok can I have those shots at LOCATION,Information-Seeking_SDOH,Is there anyway I could be allowed to go in I had my Covid shots,PATIENT_PARTNERSHIP,0.6065928936004639,sbert,code,Information-Seeking_SDOH :: PATIENT_PARTNERSHIP,dc7ef943dadf8d6ab0fcf4c8ffea27a0fb3e6c6e
Most appreciative!,PATIENT_PARTNERSHIP,Most people tolerate it fine 3 times per week,Information-Giving,0.717798569568464,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,63f27492ffd94bb6eac128d8507addb4f7593323
Did they respond back,PATIENT_PARTNERSHIP,But they did it without differential?,Information-Giving,0.646342540934672,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,eff4c67adf0b57f112338bd72bbed400b0584ee7
You were going to check with the pharmacist,PATIENT_PARTNERSHIP,She instructed me to check with you,Information-Giving,0.6051867888379584,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,7d96b289baee11dcc5acbf349daa2176052b49a4
Most appreciative!,PATIENT_PARTNERSHIP,A bone strengthening  agent will still most likely be added to your regimen,Information-Giving,0.5901162383065931,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,bc40073722dfaa96f195989ebdf5228ff5c06d10
Did they respond back,PATIENT_PARTNERSHIP,I did notify Dr. Kluger,Information-Giving,0.5627002372498764,lsa,code,PATIENT_PARTNERSHIP :: Information-Giving,af47a88f4e572b7f027eb672832b0b9f1909850f
You were going to check with the pharmacist,PATIENT_PARTNERSHIP,so you should just be able to call the pharmacy or request via phone,Information-Giving_SDOH,0.6612823605537415,sbert,code,PATIENT_PARTNERSHIP :: Information-Giving_SDOH,c299f4fd8ff6deb94145efdc1589b93c82325637
You were going to check with the pharmacist,PATIENT_PARTNERSHIP,you will have to do that at your PCP or local pharmacy,Information-Giving_SDOH,0.643685519695282,sbert,code,PATIENT_PARTNERSHIP :: Information-Giving_SDOH,ce4c75db822acabee515317679fb791763a325e7
You were going to check with the pharmacist,PATIENT_PARTNERSHIP,you can go to your PCP or local pharmacy,Information-Giving_SDOH,0.6396867632865906,sbert,code,PATIENT_PARTNERSHIP :: Information-Giving_SDOH,a83ddd391cb93dfe9b3c88c6b5bffeb73054b79f
Did they respond back,PATIENT_PARTNERSHIP,I haven had a response to either my e-mail or a phone message I left?,Information-Giving_SDOH,0.5518268346786499,sbert,code,PATIENT_PARTNERSHIP :: Information-Giving_SDOH,e998247ef77955686a5a79b3ee4a62962ff04335
Do you prefer to tackle this?,PATIENT_PARTNERSHIP,do you have a dermatologist?,Information-Seeking,0.6591067775280388,lsa,code,PATIENT_PARTNERSHIP :: Information-Seeking,d294a5d1752fe2d9c60eb9c964315883a251e4c1
Do you prefer to tackle this?,PATIENT_PARTNERSHIP,Do you think I need X-rays?,Information-Seeking,0.6412525745745365,lsa,code,PATIENT_PARTNERSHIP :: Information-Seeking,98bd9267abeb842e06b9cdb1dac46e0e26d92c94
Do you prefer to tackle this?,PATIENT_PARTNERSHIP,Do you have the result Person1 ?,Information-Seeking,0.5650784464704082,lsa,code,PATIENT_PARTNERSHIP :: Information-Seeking,d0e1c972d2275bedc22d9f4e941fc0089a1e55f1
Anything I can do?,PATIENT_PARTNERSHIP,Is there something else I could try?,PATIENT_SHARED-DECISION_MAKING,0.5642737150192261,sbert,code,PATIENT_PARTNERSHIP :: PATIENT_SHARED-DECISION_MAKING,02ba6f204fb2dc56defa2b3d722b4f514d638005
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000000000000009,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
Greetings,PATIENT_PARTNERSHIP,Greetings,PROVIDER_PARTNERSHIP,1.0,lsa,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,e9dae4157798de3f95cc7e922b9fef64002080b5
Thank you,PATIENT_PARTNERSHIP,thank you,PROVIDER_PARTNERSHIP,1.0000005960464478,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,cf57f05d5ad95f29653bd61dfabac49e9dc081fc
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000005960464478,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,9f3465c6620316a19a96086d867ce22197ae9757
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0000003576278689,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
Hello,PATIENT_PARTNERSHIP,Hello,PROVIDER_PARTNERSHIP,1.0000003576278689,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0a281a5b1eef64cf896e6add184ca30d108bcf5d
best,PATIENT_PARTNERSHIP,Best,PROVIDER_PARTNERSHIP,1.0000003576278689,sbert,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,39c6c442f9c94bd5e1fef1301790b8b02d93c7c1
Thank you,PATIENT_PARTNERSHIP,Thank You,PROVIDER_PARTNERSHIP,1.0000000000000002,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,0c9f8a9dfb1b31d4b2fee8ab3a32706a62c22f9a
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,9f3465c6620316a19a96086d867ce22197ae9757
"Thank you,",PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,ad10c05d96dd04f845a6b73a9df311c409738690
Thank you,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,9f3465c6620316a19a96086d867ce22197ae9757
Thank you!,PATIENT_PARTNERSHIP,Thank you,PROVIDER_PARTNERSHIP,1.0000000000000002,tfidf,code,PATIENT_PARTNERSHIP :: PROVIDER_PARTNERSHIP,28a9117c1ca0bb76e39b4dbd54f5f029ac4380b5
Sorry to bother,PATIENT_PARTNERSHIP,I'm sorry,Socioemotional_/_Empathy,0.7144570498515986,lsa,code,PATIENT_PARTNERSHIP :: Socioemotional_/_Empathy,2a56d0f5fc55e41bbbb72ae7fe56e996a6555d6c
Sorry to bother,PATIENT_PARTNERSHIP,Sorry to hear this is happening,Socioemotional_/_Empathy,0.6355106024553607,lsa,code,PATIENT_PARTNERSHIP :: Socioemotional_/_Empathy,3b0bf4e7f194a0a86ce0d36bee2ddceb82bcb358
Sorry to bother,PATIENT_PARTNERSHIP,no worries,Socioemotional_/_Empathy,0.6351524591445923,sbert,code,PATIENT_PARTNERSHIP :: Socioemotional_/_Empathy,bfbd985bd923849d30c8624de783c9213ec1a549
Sorry to bother,PATIENT_PARTNERSHIP,So sorry about that,Socioemotional_/_Empathy,0.5621934533119202,sbert,code,PATIENT_PARTNERSHIP :: Socioemotional_/_Empathy,bb65a5121548d69a55fd8a850e659a03d497db6e
it is a-okay for Person2 to have it done,PATIENT_SHARED-DECISION_MAKING,considering how difficult it is for Person2 to travel,Information-Giving_SDOH,0.6712125213407162,lsa,code,PATIENT_SHARED-DECISION_MAKING :: Information-Giving_SDOH,a5e175b60e3ec0b3acc46ef24ca5028674b457d0
This should ok,PATIENT_SHARED-DECISION_MAKING,OK,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,c1509dfba71076dd25291e1215b987bdb77f1ed9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,That will work,PATIENT_PARTNERSHIP,0.6012188792228699,sbert,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,5f08021b19d2f7e379881ae1628ca58720b0f257
This should ok,PATIENT_SHARED-DECISION_MAKING,Let me know if this will not work,PATIENT_PARTNERSHIP,0.5572013854980469,sbert,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,bfdeeb6584e473196879d87f2d8dbe14db9d1cd0
This should ok,PATIENT_SHARED-DECISION_MAKING,OK,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,c1509dfba71076dd25291e1215b987bdb77f1ed9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,177035b6f0f83742e1c61e7527aab2afb9f5f8c9
This should ok,PATIENT_SHARED-DECISION_MAKING,OK,PATIENT_PARTNERSHIP,0.6377375564891694,tfidf,code,PATIENT_SHARED-DECISION_MAKING :: PATIENT_PARTNERSHIP,c1509dfba71076dd25291e1215b987bdb77f1ed9
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PROVIDER_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PROVIDER_PARTNERSHIP,cf8af99837304499396e9c386ce39611c68f79a4
This should ok,PATIENT_SHARED-DECISION_MAKING,Ok,PROVIDER_PARTNERSHIP,0.6988840429102259,lsa,code,PATIENT_SHARED-DECISION_MAKING :: PROVIDER_PARTNERSHIP,cf8af99837304499396e9c386ce39611c68f79a4
be happy to,PROVIDER_PARTNERSHIP,If not our manager is Gean Brown and she'd be happy to assist,Information-Giving,0.712578162234185,lsa,code,PROVIDER_PARTNERSHIP :: Information-Giving,eb8d8abee8aa11ce478656c30920e141db7e2026
In person or telemed?,PROVIDER_PARTNERSHIP,Your appointment is scheduled for in person,Information-Giving,0.6066086995449788,lsa,code,PROVIDER_PARTNERSHIP :: Information-Giving,bc15aaa00cbfe96bf715c82d57088acb66ac2f4d
be happy to,PROVIDER_PARTNERSHIP,If not our manager is Gean Brown and she'd be happy to assist,Information-Giving,0.5779799013598403,tfidf,code,PROVIDER_PARTNERSHIP :: Information-Giving,eb8d8abee8aa11ce478656c30920e141db7e2026
Take care,PROVIDER_PARTNERSHIP,Take care,PATIENT_PARTNERSHIP,1.0000000000000002,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,d71de9d5d2c7dd91ad1bcb40c3d421d4eb0a37d2
Kind regards,PROVIDER_PARTNERSHIP,Kind regards,PATIENT_PARTNERSHIP,1.0000000000000002,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,9714278d545717075f3040a84d32a8c7fa88cede
Greetings,PROVIDER_PARTNERSHIP,Greetings,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,e350034f3505f448aa106036345dd088163859a8
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Hello,PROVIDER_PARTNERSHIP,Hello,PATIENT_PARTNERSHIP,1.0,lsa,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,1fc9a26956b8c56e800d35db23869dcb51e21bcd
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000005960464478,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000005960464478,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000005960464478,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000005960464478,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000005960464478,sbert,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,Thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,a5cb68f1fdc3f26ed6d0637226de86854893c897
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
Thank you,PROVIDER_PARTNERSHIP,thank you,PATIENT_PARTNERSHIP,1.0000000000000002,tfidf,code,PROVIDER_PARTNERSHIP :: PATIENT_PARTNERSHIP,146c570936b7543eac0300883df2288dd74a6d34
In person or telemed?,PROVIDER_PARTNERSHIP,We can either schedule for in person or via telehealth,PROVIDER_Shared-Decision_Making,0.8247084349988897,lsa,code,PROVIDER_PARTNERSHIP :: PROVIDER_Shared-Decision_Making,19435c535f5bea3ed00dad3fc217f7214db5bf4e
In person or telemed?,PROVIDER_PARTNERSHIP,We can either schedule for in person or via telehealth,PROVIDER_Shared-Decision_Making,0.6036554574966431,sbert,code,PROVIDER_PARTNERSHIP :: PROVIDER_Shared-Decision_Making,19435c535f5bea3ed00dad3fc217f7214db5bf4e
I will let you know once I have more information,PROVIDER_PARTNERSHIP,Let me know if I can help you with anything else,PROVIDER_Shared-Decision_Making,0.5701795816421509,sbert,code,PROVIDER_PARTNERSHIP :: PROVIDER_Shared-Decision_Making,907fd12d4c1effcec7540f0c6df802157b70450b
I hope that helps,PROVIDER_PARTNERSHIP,Hope this helps,Socioemotional_/_Empathy,0.8148211473407676,lsa,code,PROVIDER_PARTNERSHIP :: Socioemotional_/_Empathy,5c917e3f1b26f3e46a4e8a69c3c6b3aed41873e1
I hope that helps,PROVIDER_PARTNERSHIP,Hope this helps,Socioemotional_/_Empathy,0.8498409390449524,sbert,code,PROVIDER_PARTNERSHIP :: Socioemotional_/_Empathy,5c917e3f1b26f3e46a4e8a69c3c6b3aed41873e1
I hope that helps,PROVIDER_PARTNERSHIP,Hope this helps,Socioemotional_/_Empathy,0.5991916930726237,tfidf,code,PROVIDER_PARTNERSHIP :: Socioemotional_/_Empathy,5c917e3f1b26f3e46a4e8a69c3c6b3aed41873e1
agree that the CA27.29 has been a very good marker for you,PROVIDER_Shared-Decision_Making,agree that the CA27.29 has been a very good marker for you,Information-Giving,1.0000000000000004,tfidf,code,PROVIDER_Shared-Decision_Making :: Information-Giving,db12df17da2e387ef11f6a585aa5aff1205f1060
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Here are a list of our concerns that we are looking forward to discussing with you tomorrow,PATIENT_PARTNERSHIP,0.6393031477928162,sbert,code,PROVIDER_Shared-Decision_Making :: PATIENT_PARTNERSHIP,c4906642e02e6ccc76c0ee939d00068c6e87d8fd
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if you have any other questions,PROVIDER_PARTNERSHIP,0.9714827765581024,lsa,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,772359c6b9e1913ed7bfad1d563a556c4dbbd334
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,let me know if you have any issues !,PROVIDER_PARTNERSHIP,0.8614639329699986,lsa,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,e3c5faf75b4cf3ba0b0287530bf8e91874e05a15
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if you have any issues with it like rashes or diarrhea,PROVIDER_PARTNERSHIP,0.8072298888982973,lsa,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,79a764e53e92cff748ad01aa5421286750a3c15b
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,"Any other issues, let me know",PROVIDER_PARTNERSHIP,0.7579653723602569,lsa,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,ef4ef0367a6dcbc5a9ce13383fc56e5e22468b7b
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if any issues,PROVIDER_PARTNERSHIP,0.7294627185335459,lsa,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,94fbcd270b4a063aa36cf9c9844ef3a299d45581
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if you have any other questions,PROVIDER_PARTNERSHIP,0.7961933016777039,sbert,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,772359c6b9e1913ed7bfad1d563a556c4dbbd334
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if any issues,PROVIDER_PARTNERSHIP,0.6842932105064392,sbert,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,94fbcd270b4a063aa36cf9c9844ef3a299d45581
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,let me know if you have any issues !,PROVIDER_PARTNERSHIP,0.6722941994667053,sbert,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,e3c5faf75b4cf3ba0b0287530bf8e91874e05a15
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,"Any other issues, let me know",PROVIDER_PARTNERSHIP,0.6714365482330322,sbert,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,ef4ef0367a6dcbc5a9ce13383fc56e5e22468b7b
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,Let me know if you have any other questions,PROVIDER_PARTNERSHIP,0.845278195727146,tfidf,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,772359c6b9e1913ed7bfad1d563a556c4dbbd334
Let me know if I can help you with anything else,PROVIDER_Shared-Decision_Making,Let me know if there is anything else I can help you with!,PROVIDER_PARTNERSHIP,0.8154397405556988,tfidf,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,679f6db828dbdd1e7da49e6abe37b4ad085195d7
", let me know if you have any other questions or concerns",PROVIDER_Shared-Decision_Making,let me know if you have any issues !,PROVIDER_PARTNERSHIP,0.5825137106060169,tfidf,code,PROVIDER_Shared-Decision_Making :: PROVIDER_PARTNERSHIP,e3c5faf75b4cf3ba0b0287530bf8e91874e05a15
that's why I was concerned,Socioemotional_/_Empathy,that why I take the baby aspirin,Information-Giving,0.7178579198207378,lsa,code,Socioemotional_/_Empathy :: Information-Giving,2479d28bc4d2870e8f273bc8dc0310d845333fe1
that's why I was concerned,Socioemotional_/_Empathy,That's why i asked if was made on the blood draw that was made,Information-Giving,0.6834198662182736,lsa,code,Socioemotional_/_Empathy :: Information-Giving,32707c8dea8278368dc0418c398f4aa9c61a4bf5
am a little nervous now,Socioemotional_/_Empathy,I am a little bruised,Information-Giving,0.9132881934087348,tfidf,code,Socioemotional_/_Empathy :: Information-Giving,0abc195c63900631442e78117a2f779a667e3f2b
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry to bother,PATIENT_PARTNERSHIP,0.6111136586616355,lsa,code,Socioemotional_/_Empathy :: PATIENT_PARTNERSHIP,ae3a61ea8eb627b11a5646d4f3d196d4fe244519
that's why I was concerned,Socioemotional_/_Empathy,Is the year loaded in is that why?,PATIENT_PARTNERSHIP,0.5945633092983874,lsa,code,Socioemotional_/_Empathy :: PATIENT_PARTNERSHIP,1c06e848330bc957758a5bf8dba90a75d673ccfb
"It should be safe, hospital is taking every precaution to keep the environment safe,",Socioemotional_/_Empathy,Be safe,PATIENT_PARTNERSHIP,0.587418723022154,tfidf,code,Socioemotional_/_Empathy :: PATIENT_PARTNERSHIP,8b9355dc2062a855790765249eee4b32ab5d72b0
this is good.,Socioemotional_/_Empathy,this is good,PATIENT_SHARED-DECISION_MAKING,1.0,tfidf,code,Socioemotional_/_Empathy :: PATIENT_SHARED-DECISION_MAKING,d589ddf70785e4f8a8384ed336243a47c55ab40c
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry,PROVIDER_PARTNERSHIP,0.8709197205405211,lsa,code,Socioemotional_/_Empathy :: PROVIDER_PARTNERSHIP,6435f303e04dbfa27cf65b289ef61c287ba9e1ba
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry for the delay!,PROVIDER_PARTNERSHIP,0.6154260366085171,lsa,code,Socioemotional_/_Empathy :: PROVIDER_PARTNERSHIP,024ee98e2899137b5b5b3f633bc5ca0f4de13c8a
"OOPS , sorry - my typo",Socioemotional_/_Empathy,Sorry,PROVIDER_PARTNERSHIP,0.8665291005028808,tfidf,code,Socioemotional_/_Empathy :: PROVIDER_PARTNERSHIP,6435f303e04dbfa27cf65b289ef61c287ba9e1ba
