label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipProvider → build trust,2,0.6435,0.6435,0.6435,0.6435
InfoGive → Drugs,InfoGive → Instruction,2,0.6771,0.6771,0.6771,0.6771
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → checkingUnderstanding/clarification,2,0.7083,0.7083,0.7083,0.7083
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → Alignment,2,0.6433,0.6433,0.6433,0.6433
InfoGive → SchedulingAppt,PartnershipProvider → Alignment,2,0.6378,0.6378,0.6378,0.6378
InfoSeek → Diagnostics,PartnershipProvider → Alignment,2,0.6244,0.6244,0.6244,0.6244
InfoGive → SchedulingAppt,SharedDecisionProvider → Approval/Reinforcement,2,0.6111,0.6111,0.6111,0.6111
PartnershipPatient → statePreferences,Socioemotional/Empathy → Reassurance,2,0.6236,0.6236,0.6236,0.6236
InfoGive → carecoordination,Socioemotional/Empathy → ExpressConcern/unease,2,0.6008,0.6008,0.6008,0.6008
InfoGiveSDOH → EconomicStability,PartnershipPatient → expressOpinions,2,0.7685,0.7685,0.7685,0.7685
InfoSeek → Drugs,PartnershipPatient → expressOpinions,2,0.6953,0.6953,0.6953,0.6953
InfoSeek → Drugs,PartnershipPatient → connection,2,0.6066,0.6066,0.6066,0.6066
InfoSeek → Drugs,PartnershipProvider → maintainCommunication,2,0.8075,0.8075,0.8075,0.8075
InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionProvider → Approval/Reinforcement,2,0.6055,0.6055,0.6055,0.6055
InfoSeek → carecoordination,SharedDecisionPatient → ExploreOptions,2,0.6183,0.6183,0.6183,0.6183
PartnershipProvider → maintainCommunication,Socioemotional/Empathy → PositiveRemarks,2,0.6854,0.6854,0.6854,0.6854
InfoSeek → SchedulingAppt,SharedDecisionPatient → SeekingApproval,2,0.6877,0.6877,0.6877,0.6877
PartnershipProvider → maintainCommunication,Socioemotional/Empathy → Reassurance,2,0.6918,0.6918,0.6918,0.6918
InfoSeek → Drugs,Socioemotional/Empathy → AcknowledgeError,2,0.6286,0.6286,0.6286,0.6286
InfoGive → Symptoms,PartnershipProvider → maintainCommunication,2,0.6074,0.6074,0.6074,0.6074
SharedDecisionPatient → ApprovalofDecision/Reinforcement,Socioemotional/Empathy → AcknowledgeError,2,0.6784,0.6784,0.6784,0.6784
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → build trust,2,0.8317,0.8317,0.8317,0.8317
InfoSeek → carecoordination,PartnershipProvider → connection,2,0.7491,0.7491,0.7491,0.7491
InfoGive → SchedulingAppt,PartnershipProvider → checkingUnderstanding/clarification,2,0.7748,0.7748,0.7748,0.7748
InfoGive → carecoordination,SharedDecisionProvider → ShareOptions,2,0.8704,0.8704,0.8704,0.8704
InfoGive → Generalinformation,SharedDecisionProvider → ShareOptions,2,0.6286,0.6286,0.6286,0.6286
InfoGive → Drugs,Socioemotional/Empathy → ExpressConcern/unease,2,0.633,0.633,0.633,0.633
PartnershipProvider → build trust,Socioemotional/Empathy → PositiveRemarks,2,0.6267,0.6267,0.6267,0.6267
PartnershipPatient → Alignment,Socioemotional/Empathy → Reassurance,2,0.7657,0.7657,0.7657,0.7657
InfoGive → carecoordination,PartnershipPatient → Alignment,2,0.6813,0.6813,0.6813,0.6813
InfoSeek → Generalinformation,InfoSeek → carecoordination,2,0.6243,0.6243,0.6243,0.6243
InfoSeek → Symptoms,PartnershipPatient → activeParticipation/involvement,2,0.7094,0.7094,0.7094,0.7094
PartnershipPatient → statePreferences,Socioemotional/Empathy → ExpressConcern/unease,2,0.6934,0.6934,0.6934,0.6934
PartnershipPatient → statePreferences,SharedDecisionProvider → Approval/Reinforcement,2,0.6501,0.6501,0.6913,0.6089
PartnershipProvider → inviteCollaboration,SharedDecisionProvider → Approval/Reinforcement,2,0.8882,0.8882,0.8882,0.8882
InfoGive → Diagnostics,InfoGive → Prognosis,2,0.7111,0.7111,0.7111,0.7111
PartnershipPatient → build trust,PartnershipProvider → connection,2,0.6356,0.6356,0.6356,0.6356
PartnershipPatient → build trust,PartnershipProvider → build trust,2,0.6166,0.6166,0.6166,0.6166
InfoGive → SchedulingAppt,PartnershipPatient → build trust,2,0.6049,0.6049,0.6049,0.6049
PartnershipPatient → connection,SharedDecisionProvider → ShareOptions,2,0.6495,0.6495,0.6495,0.6495
PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → ExploreOptions,2,0.6221,0.6221,0.6221,0.6221
InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipPatient → expressOpinions,2,0.606,0.606,0.606,0.606
InfoGive → carecoordination,InfoSeek → carecoordination,2,0.656,0.656,0.656,0.656
InfoSeek → carecoordination,PartnershipProvider → inviteCollaboration,2,0.666,0.666,0.666,0.666
InfoGive → Drugs,SharedDecisionProvider → MakeDecision,2,0.7423,0.7423,0.7423,0.7423
InfoGive → SchedulingAppt,Socioemotional/Empathy → ExpressConcern/unease,2,0.6112,0.6112,0.6112,0.6112
PartnershipProvider → signoff,Socioemotional/Empathy → Sadness/fear,2,0.6095,0.6095,0.6095,0.6095
InfoGive → Instruction,InfoGiveSDOH → EconomicStability,2,0.6482,0.6482,0.6482,0.6482
InfoGiveSDOH → EconomicStability,InfoSeek → Symptoms,2,0.6049,0.6049,0.6049,0.6049
InfoGiveSDOH → EconomicStability,PartnershipProvider → maintainCommunication,2,0.614,0.614,0.614,0.614
InfoSeek → Diagnostics,InfoSeekSDOH → EconomicStability,2,0.6044,0.6044,0.6044,0.6044
InfoGive → Generalinformation,SharedDecisionPatient → SeekingApproval,2,0.6292,0.6292,0.6292,0.6292
InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → Drugs,2,0.7675,0.7675,0.7675,0.7675
InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionProvider → MakeDecision,2,0.7161,0.7161,0.7161,0.7161
InfoGive → Diagnostics,InfoGive → Instruction,2,0.8145,0.8145,0.8145,0.8145
InfoGive → Instruction,SharedDecisionProvider → ShareOptions,2,0.6591,0.6591,0.6591,0.6591
InfoGive → Instruction,PartnershipPatient → connection,2,0.6551,0.6551,0.6551,0.6551
InfoSeek → Symptoms,SharedDecisionProvider → MakeDecision,2,0.6838,0.6838,0.6838,0.6838
SharedDecisionProvider → MakeDecision,Socioemotional/Empathy → PositiveRemarks,2,0.6207,0.6207,0.6207,0.6207
InfoGive → Generalinformation,InfoSeekSDOH → EconomicStability,2,0.6666,0.6666,0.6666,0.6666
PartnershipPatient → expressOpinions,PartnershipProvider → maintainCommunication,2,0.6426,0.6426,0.6426,0.6426
PartnershipPatient → activeParticipation/involvement,PartnershipPatient → connection,2,0.74,0.74,0.74,0.74
InfoGive → carecoordination,PartnershipPatient → connection,2,0.6163,0.6163,0.6163,0.6163
InfoSeek → SchedulingAppt,SharedDecisionPatient → ExploreOptions,2,0.6407,0.6407,0.6734,0.6081
InfoGive → SchedulingAppt,SharedDecisionProvider → MakeDecision,2,0.7048,0.7048,0.7048,0.7048
InfoSeek → SchedulingAppt,SharedDecisionProvider → MakeDecision,2,0.6586,0.6586,0.6746,0.6425
InfoGive → carecoordination,SharedDecisionProvider → MakeDecision,2,0.6241,0.6241,0.6241,0.6241
InfoSeek → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.7388,0.7388,0.7388,0.7388
InfoSeek → Symptoms,Socioemotional/Empathy → Reassurance,2,0.6536,0.6536,0.6536,0.6536
InfoSeek → Symptoms,InfoSeekSDOH → EconomicStability,2,0.7153,0.7153,0.7153,0.7153
Socioemotional/Empathy → PositiveRemarks,Socioemotional/Empathy → Reassurance,2,0.7482,0.7482,0.7482,0.7482
InfoGive → Generalinformation,PartnershipProvider → checkingUnderstanding/clarification,2,0.6096,0.6096,0.6096,0.6096
PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → MakeDecision,2,0.6406,0.6406,0.6406,0.6406
InfoGiveSDOH → EconomicStability,Socioemotional/Empathy → ExpressConcern/unease,2,0.6368,0.6368,0.6368,0.6368
InfoGive → SchedulingAppt,InfoSeek → Generalinformation,2,0.607,0.607,0.607,0.607
PartnershipPatient → expressOpinions,SharedDecisionPatient → SeekingApproval,2,0.6638,0.6638,0.6638,0.6638
PartnershipProvider → checkingUnderstanding/clarification,SharedDecisionPatient → SeekingApproval,2,0.7123,0.7123,0.7123,0.7123
InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,2,0.6506,0.6506,0.6506,0.6506
InfoGive → Instruction,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.8153,0.8153,0.8153,0.8153
InfoGive → SchedulingAppt,PartnershipPatient → signoff,2,0.6594,0.6594,0.6594,0.6594
InfoGive → Drugs,Socioemotional/Empathy → AcknowledgeError,2,0.679,0.679,0.7212,0.6368
InfoSeek → SchedulingAppt,Socioemotional/Empathy → AcknowledgeError,2,0.6242,0.6242,0.6414,0.6069
InfoSeek → Drugs,SharedDecisionProvider → Approval/Reinforcement,2,0.8553,0.8553,0.8553,0.8553
PartnershipPatient → salutation,SharedDecisionPatient → SeekingApproval,2,0.7937,0.7937,0.7937,0.7937
InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,InfoSeek → Drugs,2,0.625,0.625,0.625,0.625
InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,2,0.6543,0.6543,0.6543,0.6543
PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → salutation,2,1.0,1.0,1.0,1.0
PartnershipProvider → inviteCollaboration,PartnershipProvider → maintainCommunication,2,0.7346,0.7346,0.7346,0.7346
InfoGive → carecoordination,InfoSeek → Symptoms,2,0.6754,0.6754,0.7401,0.6106
InfoSeek → Drugs,Socioemotional/Empathy → PositiveRemarks,2,0.7033,0.7033,0.7033,0.7033
PartnershipPatient → statePreferences,Socioemotional/Empathy → PositiveRemarks,2,0.6497,0.6497,0.6497,0.6497
PartnershipPatient → expressOpinions,Socioemotional/Empathy → ExpressConcern/unease,2,0.6332,0.6332,0.6332,0.6332
InfoSeek → SchedulingAppt,PartnershipProvider → Alignment,2,0.6748,0.6748,0.6821,0.6674
PartnershipPatient → signoff,PartnershipProvider → Alignment,2,0.6161,0.6161,0.6161,0.6161
PartnershipProvider → signoff,SharedDecisionProvider → ShareOptions,2,0.6465,0.6465,0.6465,0.6465
InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → statePreferences,2,0.6085,0.6085,0.6085,0.6085
PartnershipPatient → expressOpinions,Socioemotional/Empathy → Reassurance,2,0.6086,0.6086,0.6086,0.6086
PartnershipPatient → expressOpinions,PartnershipProvider → connection,2,0.7534,0.7534,0.7534,0.7534
InfoSeek → Diagnostics,PartnershipProvider → connection,2,0.6878,0.6878,0.6878,0.6878
InfoSeek → SchedulingAppt,PartnershipProvider → connection,2,0.6465,0.6465,0.6465,0.6465
InfoSeek → Diagnostics,Socioemotional/Empathy → ExpressConcern/unease,2,0.6067,0.6067,0.6067,0.6067
PartnershipPatient → expressOpinions,Socioemotional/Empathy → AcknowledgeError,2,0.6454,0.6454,0.6454,0.6454
InfoSeek → Drugs,InfoSeek → carecoordination,2,0.604,0.604,0.604,0.604
InfoGiveSDOH → EconomicStability,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.727,0.727,0.727,0.727
PartnershipProvider → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,1,0.7107,0.7107,0.7107,0.7107
InfoSeek → Diagnostics,PartnershipPatient → statePreferences,1,0.7119,0.7119,0.7119,0.7119
InfoGive → carecoordination,SharedDecisionProvider → Approval/Reinforcement,1,0.6048,0.6048,0.6048,0.6048
InfoSeek → SchedulingAppt,PartnershipProvider → maintainCommunication,1,0.6215,0.6215,0.6215,0.6215
SharedDecisionPatient → ApprovalofDecision/Reinforcement,Socioemotional/Empathy → Reassurance,1,1.0,1.0,1.0,1.0
InfoSeek → SchedulingAppt,SharedDecisionProvider → Approval/Reinforcement,1,0.6714,0.6714,0.6714,0.6714
InfoGiveSDOH → EconomicStability,SharedDecisionProvider → Approval/Reinforcement,1,0.6591,0.6591,0.6591,0.6591
PartnershipPatient → statePreferences,SharedDecisionPatient → ExploreOptions,1,0.6247,0.6247,0.6247,0.6247
PartnershipPatient → statePreferences,SharedDecisionProvider → MakeDecision,1,0.6322,0.6322,0.6322,0.6322
PartnershipPatient → activeParticipation/involvement,PartnershipProvider → salutation,1,0.6198,0.6198,0.6198,0.6198
PartnershipPatient → statePreferences,Socioemotional/Empathy → AcknowledgeError,1,0.667,0.667,0.667,0.667
InfoGiveSDOH → EconomicStability,Socioemotional/Empathy → AcknowledgeError,1,0.6124,0.6124,0.6124,0.6124
InfoGive → Generalinformation,PartnershipPatient → signoff,1,0.641,0.641,0.641,0.641
InfoGive → Diagnostics,PartnershipPatient → signoff,1,0.6381,0.6381,0.6381,0.6381
PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → salutation,1,1.0,1.0,1.0,1.0
PartnershipProvider → salutation,PartnershipProvider → signoff,1,1.0,1.0,1.0,1.0
InfoSeek → Drugs,InfoSeek → Symptoms,1,0.6214,0.6214,0.6214,0.6214
PartnershipPatient → statePreferences,PartnershipProvider → Alignment,1,0.7038,0.7038,0.7038,0.7038
InfoGiveSDOH → EconomicStability,PartnershipProvider → Alignment,1,0.6595,0.6595,0.6595,0.6595
PartnershipPatient → expressOpinions,PartnershipProvider → Alignment,1,0.6515,0.6515,0.6515,0.6515
PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → connection,1,0.7051,0.7051,0.7051,0.7051
InfoGive → Generalinformation,PartnershipProvider → inviteCollaboration,1,0.7157,0.7157,0.7157,0.7157
PartnershipPatient → statePreferences,PartnershipProvider → inviteCollaboration,1,0.6731,0.6731,0.6731,0.6731
InfoGive → Diagnostics,PartnershipProvider → inviteCollaboration,1,0.6415,0.6415,0.6415,0.6415
InfoGiveSDOH → EconomicStability,PartnershipProvider → inviteCollaboration,1,0.6349,0.6349,0.6349,0.6349
PartnershipPatient → Alignment,PartnershipPatient → statePreferences,1,0.6913,0.6913,0.6913,0.6913
InfoSeek → SchedulingAppt,PartnershipPatient → Alignment,1,0.6714,0.6714,0.6714,0.6714
InfoGiveSDOH → EconomicStability,PartnershipPatient → Alignment,1,0.6591,0.6591,0.6591,0.6591
InfoGive → Drugs,PartnershipProvider → salutation,1,0.6473,0.6473,0.6473,0.6473
