pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,Still seeing lots of WBC in  urine,0.6556
InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,0.6035
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,"A CBC Panel ordered by DR Person1 of Person2 indicated WBC, RBC, hemoglobin and hematocrit  to be low outside of normal",0.6003
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoGive → SchedulingAppt,I believe it should be 9am,InfoSeek → SchedulingAppt,What time is this scheduled  for on the MM/DD/YYYY of this month,0.6106
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,you have can labs drawn before seeing,InfoGive → Instruction,please stop on the 4th floor about an hour before the visit to have labs drawn,0.6651
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,you have can labs drawn before seeing,InfoGive → Instruction,"Yes, you can get your labs done",0.6254
InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,you have can labs drawn before seeing,InfoGiveSDOH → HealthCareAccessAndQuality,You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,0.625
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,I had blood work done yesterday as part of my visit,PartnershipPatient → activeParticipation/involvement,And I will be doing blood work again next week?,0.7132
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I had blood work done yesterday as part of my visit,InfoSeek → Diagnostics,Will I be doing bloodwork before my appointment next MM/DD/YYYY?,0.7081
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I had blood work done yesterday as part of my visit,InfoSeek → Diagnostics,I noticed i am now in for blood work every 2 weeks,0.6842
InfoGive → Diagnostics || PartnershipPatient → expressOpinions,InfoGive → Diagnostics,I had blood work done yesterday as part of my visit,PartnershipPatient → expressOpinions,I assuming since I didn get a phone call my bloodwork didn come back as desired,0.6817
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,I had blood work done yesterday as part of my visit,PartnershipPatient → activeParticipation/involvement,And I be doing bloodwork in another week?,0.6721
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I don't seen the results for my PSA.,InfoSeek → Diagnostics,can i get my recent psa results,0.8187
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I don't seen the results for my PSA.,InfoSeek → Diagnostics,Please release psa results,0.808
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I don't seen the results for my PSA.,InfoSeek → Diagnostics,Can i see the psa results from today please,0.8069
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,I don't seen the results for my PSA.,PartnershipPatient → activeParticipation/involvement,I just saw my PSA score from yesterday,0.7352
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,I don't seen the results for my PSA.,InfoSeek → Diagnostics,Do you have the psa level,0.6292
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,InfoGive → Diagnostics,send CT scan and report,0.7502
InfoGive → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,0.6927
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,InfoGive → Diagnostics,I have a Ct Scan schedule for MM/DD/YYYY in Org2,0.6805
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,InfoGive → Diagnostics,I have a Ct Scan schedule for MM/DD/YYYY in Org2,0.6805
InfoGive → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,PartnershipPatient → activeParticipation/involvement,I just want to confirm with Dr. Person1 that I will just be keeping my CT Scan in 3 months,0.663
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,InfoGive → Diagnostics,I go for a follow up MRI  this coming MM/DD/YYYY,0.6465
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Best to you,PartnershipProvider → connection,Best to you,1.0
InfoGive → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → SchedulingAppt,I was able to schedule the CT scans,0.7429
InfoGive → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → SchedulingAppt,"I had to cancel my appointments for a cat scan and bone scan  Scheduled for this MM/DD/YYYY, MM/DD/YYYY",0.7419
InfoGive → Diagnostics || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → Diagnostics,I have a Ct Scan schedule for MM/DD/YYYY in Org2,0.7412
InfoGive → Diagnostics || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → Diagnostics,I have a Ct Scan schedule for MM/DD/YYYY in Org2,0.7412
InfoGive → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,0.6927
InfoSeek → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoSeek → SchedulingAppt,Can u schedule something either on MM/DD/YYYY before my Ct Scan or MM/DD/YYYY before my follow up with Dr Person1,0.6584
InfoSeek → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoSeek → SchedulingAppt,Can u schedule something either on MM/DD/YYYY before my Ct Scan or MM/DD/YYYY before my follow up with Dr Person1,0.6584
InfoSeekSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,PartnershipPatient → activeParticipation/involvement,Could you please cancel my PET and CT scans ordered by Dr. Person2 for this week,0.6472
InfoGive → carecoordination || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → carecoordination,I just spoke with Dr. Person2 to reschedule those scans,0.6448
InfoSeek → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoSeek → SchedulingAppt,were you able to schedule my bone scan?,0.6292
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please confirm.,PartnershipPatient → Alignment,Can you confirm,0.6177
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,It mentioned the CT chest results would be in another report.,InfoGive → Instruction,I will keep an eye out for the CT neck results and have Dr Person1 review,0.6433
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,It mentioned the CT chest results would be in another report.,PartnershipPatient → activeParticipation/involvement,I just want to confirm with Dr. Person1 that I will just be keeping my CT Scan in 3 months,0.618
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Will that be covered when Dr.  Person1 calls me to discuss the test results?,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,0.7078
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,I received my CT chest evaluation,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,0.6047
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,I received my CT chest evaluation,InfoGive → Instruction,I will keep an eye out for the CT neck results and have Dr Person1 review,0.6045
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,I received my CT chest evaluation,InfoGive → SchedulingAppt,I was able to schedule the CT scans,0.6014
InfoGive → Diagnostics || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,InfoGive → Diagnostics,The results are not back yet,0.6906
PartnershipPatient → build trust || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,PartnershipPatient → build trust,Appreciate if you would take a look at the results and let me have your opinion,0.6741
InfoGive → Diagnostics || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,InfoGive → Diagnostics,I got my results and am positive for Person1,0.6704
InfoGive → Diagnostics || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,InfoGive → Diagnostics,I saw two results now in,0.6648
InfoSeek → Diagnostics || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,InfoSeek → Diagnostics,Please can you tell me about my results good or bad,0.6629
PartnershipPatient → expressOpinions || PartnershipProvider → maintainCommunication,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,PartnershipProvider → maintainCommunication,We will look out for the results!,0.6556
PartnershipPatient → expressOpinions || PartnershipProvider → maintainCommunication,PartnershipPatient → expressOpinions,I may be wrong but the results looked good to me!,PartnershipProvider → maintainCommunication,We will be on the look out for results and keep you updated!,0.6229
InfoGive → Symptoms || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Symptoms,"I hope so because I feel great; sleeping well, eating (too) well",InfoGiveSDOH → HealthCareAccessAndQuality,i Eating and sleeping well,0.6813
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,The CT chest has been resulted so yes you should see on My Chart once the physician has released it for ou to view.,InfoGive → Instruction,I will keep an eye out for the CT neck results and have Dr Person1 review,0.6196
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Have a good day.,PartnershipPatient → connection,have a good day,0.9266
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Have a good day.,PartnershipProvider → connection,Have a great day!,0.8013
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Have a good day.,PartnershipProvider → connection,Have a great day too!,0.6634
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Have a good day.,PartnershipProvider → connection,Have a great weekend.,0.6292
InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoGive → carecoordination,I have sent a message to Dr. Person1 to ask him to review them and let us know,0.7098
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoSeek → Diagnostics,Will that be covered when Dr.  Person1 calls me to discuss the test results?,0.7078
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoGive → Diagnostics,It would also be helpful if you could get your labs for Dr Person2 today so we can review the results,0.6632
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoGive → Diagnostics,I got my results and am positive for Person1,0.6453
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,0.6444
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoGive → Diagnostics,Those results came in after I sent the message to the doctor,0.6351
InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,InfoGive → carecoordination,I will go over this with Dr  Person1 today,0.6272
PartnershipPatient → activeParticipation/involvement || Socioemotional/Empathy → Reassurance,PartnershipPatient → activeParticipation/involvement,I look forward to hearing from Dr. Person1 regarding these test results.,Socioemotional/Empathy → Reassurance,Dr Person1 wants you to know that you are doing great!,0.6181
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Have a nice day!,PartnershipProvider → connection,Have a great day!,0.8546
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Have a nice day!,PartnershipPatient → connection,have a good day,0.7856
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Have a nice day!,PartnershipProvider → connection,Have a great day too!,0.7001
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Have a nice day!,PartnershipPatient → connection,Have a nice weekend,0.6401
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Have a nice day!,PartnershipPatient → connection,Have a nice weekend,0.6401
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,I spoke to Dr. Person2 today,0.7099
SharedDecisionPatient → SeekingApproval || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,0.7066
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,I will pass along your question to Dr  Person2,0.6965
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,I sent your message to Dr. Person2 to ask her.,0.6941
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,I sent the message to Dr. Person2 yesterday evening and have not gotten a response yet,0.6866
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,Dr. Person2 is involved in my treatment,0.6835
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,Checked with Dr Person2,0.6823
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,Yes reviewed with Dr Person2,0.6743
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,PartnershipPatient → activeParticipation/involvement,Just confirming that you heard from Dr. Person2 after my consultation with him on MM/DD/YYYY,0.6699
InfoGive → carecoordination || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,InfoGive → carecoordination,I asked Dr Person2 to review and here are his thoughts,0.668
InfoGive → carecoordination || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoGive → carecoordination,I will go over this with Dr  Person1 today,0.7275
InfoGive → SchedulingAppt || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoGive → SchedulingAppt,I see Dr  Person1 on,0.7271
SharedDecisionPatient → SeekingApproval || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,SharedDecisionPatient → SeekingApproval,Do I have the Ok from Dr. Person2?,0.7066
InfoGive → carecoordination || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoGive → carecoordination,Mr. Person1 you would need to follow up with Dr. Person2 office,0.7024
InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoSeek → Drugs,Does Dr. Person3 want Person1 to continue on,0.6893
InfoGive → carecoordination || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoGive → carecoordination,let me reach out to Dr  Person1,0.6799
PartnershipPatient → activeParticipation/involvement || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,PartnershipPatient → activeParticipation/involvement,May I speak with Dr  Person1 XXX-XXX-XXXX,0.6798
InfoGive → Generalinformation || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,0.6794
InfoGive → carecoordination || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,InfoGive → carecoordination,I will pass your request along to Dr. Person1,0.6723
PartnershipPatient → activeParticipation/involvement || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,PartnershipPatient → activeParticipation/involvement,I wanted to reach out to Dr. Person1,0.6549
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thanks for your reply,PartnershipProvider → Appreciation/Gratitude,Thanks for your message,0.6048
PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → connection,PartnershipPatient → Appreciation/Gratitude,Much appreciated!,PartnershipPatient → connection,Much obliged!,0.6757
InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → expressOpinions,InfoGiveSDOH → HealthCareAccessAndQuality,"I just received word from Org1 that, according to CDC guidelines, I don qualify for a booster shot at this time in spite of the fact that i In the XX+ age category",PartnershipPatient → expressOpinions,I just heard that I am eligible for the COVID vaccine,0.6138
InfoGive → Drugs || SharedDecisionProvider → MakeDecision,InfoGive → Drugs,I continue on my daily regimen of abiraterone acetate and prednisone,SharedDecisionProvider → MakeDecision,As long as you feel up to it please continue your zytiga (abiraterone) and prednisone as directed,0.7118
InfoGive → Drugs || SharedDecisionPatient → ExploreOptions,InfoGive → Drugs,I continue on my daily regimen of abiraterone acetate and prednisone,SharedDecisionPatient → ExploreOptions,Should we restart prednisone 2.5 or 5mg?,0.6238
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Best to you,PartnershipProvider → connection,Best to you,1.0
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → Diagnostics,Took PSA blood draw,0.7181
InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGiveSDOH → HealthCareAccessAndQuality,i am at Org2 to get a blood draw and they are telling me only a psa is in there,0.6926
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → Diagnostics,a PSA is not drawn with every treatment blood draw,0.6782
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → Diagnostics,my PSA which has gone from 2.93 in MM/DD/YYYY to 4.5 today (MM/DD/YYYY) according to the VA,0.66
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → Diagnostics,My PCP did bloodwork and saw that my PSA was elevated.,0.6401
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → Diagnostics,my PSA count was 2.66,0.6321
InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → Diagnostics,I don't seen the results for my PSA.,0.6277
InfoGive → SchedulingAppt || InfoSeek → Diagnostics,InfoSeek → Diagnostics,I was wondering if they had measured my PSA in MM/DD/YYYY blood draw.,InfoGive → SchedulingAppt,I see i Scheduled for a blood draw on MM/DD/YYYY,0.6223
InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,I see that my PSA is elevated,PartnershipPatient → activeParticipation/involvement,I just saw my PSA score from yesterday,0.6851
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → carecoordination,I was in contact with Dr  Person1,0.8293
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → carecoordination,I will go over this with Dr  Person1 today,0.8219
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,PartnershipPatient → activeParticipation/involvement,Just wondering if you can let me know if I might hear back from Dr. Person1 before the weekend?,0.7804
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,PartnershipPatient → activeParticipation/involvement,I wanted to reach out to Dr. Person1,0.7797
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → carecoordination,let me reach out to Dr  Person1,0.778
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → carecoordination,I spoke to Dr. Person2 today,0.7748
InfoGive → Generalinformation || PartnershipProvider → maintainCommunication,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,PartnershipProvider → maintainCommunication,see when Dr. Person1 has an availability and give you a  call.,0.7703
InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → SchedulingAppt,I see Dr  Person1 on,0.752
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → carecoordination,I will pass your request along to Dr. Person1,0.7514
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,InfoGive → carecoordination,Mr. Person1 you would need to follow up with Dr. Person2 office,0.7468
InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,InfoGive → carecoordination,Yes I noted that and discussed it with Dr. Person2,PartnershipPatient → activeParticipation/involvement,Just confirming that you heard from Dr. Person2 after my consultation with him on MM/DD/YYYY,0.7686
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,He just got back to me this morning,InfoGive → Generalinformation,He came home this morning,0.6303
InfoGive → Diagnostics || PartnershipPatient → expressOpinions,InfoGive → Diagnostics,advised me that we will just repeat scans in MM/DD/YYYY,PartnershipPatient → expressOpinions,but not sure what we going to be doing about scans now,0.7235
InfoGive → Diagnostics || PartnershipProvider → maintainCommunication,InfoGive → Diagnostics,advised me that we will just repeat scans in MM/DD/YYYY,PartnershipProvider → maintainCommunication,We are awaiting the scheduling of those scans.,0.6872
InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,advised me that we will just repeat scans in MM/DD/YYYY,InfoGive → SchedulingAppt,I need to schedule my scans ahead of appointment with Dr Person1 on MM/DD/YYYY,0.6358
InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,advised me that we will just repeat scans in MM/DD/YYYY,InfoGive → carecoordination,I just spoke with Dr. Person2 to reschedule those scans,0.6287
InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I will place an order for them now if you would please give our office a call to get them scheduled,InfoGive → SchedulingAppt,Please call our office at XXX-XXX-XXXX to schedule these appts,0.6606
InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → HealthCareAccessAndQuality,I will place an order for them now if you would please give our office a call to get them scheduled,PartnershipPatient → activeParticipation/involvement,Who do I contact to schedule?,0.6051
