pair,src_label,src_text,nbr_label,nbr_text,similarity
Clinical care || connection,Clinical care,starting new medications,connection,Happy New Year,0.8163
Clinical care || connection,Clinical care,starting new medications,connection,Happy New Year,0.8163
Appreciation/Gratitude || signoff,Appreciation/Gratitude,I appreciate your help,signoff,Thanks for your help!,0.6293
Appreciation/Gratitude || signoff,Appreciation/Gratitude,I appreciate your help,signoff,Thanks for your help!,0.6293
Appreciation/Gratitude || Clinical care,Appreciation/Gratitude,I'm so grateful,Clinical care,itâ€™s throbbing so much,0.7995
Appreciation/Gratitude || signoff,Appreciation/Gratitude,I'm so grateful,signoff,Thank you so much,0.7199
Appreciation/Gratitude || signoff,Appreciation/Gratitude,I'm so grateful,signoff,Thanks so much!,0.7174
Appreciation/Gratitude || Clinical care,Appreciation/Gratitude,I'm so grateful,Clinical care,I was in so much pain,0.635
HealthCareAccessAndQuality || connection,connection,Have a wonderful day,HealthCareAccessAndQuality,is interfering with my day to day functioning,0.6745
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,I just saw this,maintainCommunication,This is just a reminder,0.855
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I just saw this,EconomicStability,its just less expensive,0.6752
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I just saw this,EconomicStability,just a refund,0.6713
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,was this from today?,HealthCareAccessAndQuality,from Org7,0.6379
Clinical care || SocialAndCommunityContext,Clinical care,he just gave me 28 of my adderall,SocialAndCommunityContext,recent passing of my brother,0.6015
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,I am stuck at home with both kids with covid,Clinical care,problems with leg,0.6531
HealthCareAccessAndQuality || SocialAndCommunityContext,SocialAndCommunityContext,I am stuck at home with both kids with covid,HealthCareAccessAndQuality,with goodrx at Org2,0.609
NeighborhoodAndBuiltEnvironment || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,NeighborhoodAndBuiltEnvironment,being out of town,0.9281
NeighborhoodAndBuiltEnvironment || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,NeighborhoodAndBuiltEnvironment,dfilled out of country,0.844
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,Clinical care,running out of refills,0.7626
Clinical care || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,Clinical care,nearly out of the Rybelsus,0.7397
NeighborhoodAndBuiltEnvironment || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,NeighborhoodAndBuiltEnvironment,I had to go out of town,0.7347
HealthCareAccessAndQuality || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,HealthCareAccessAndQuality,"you have $6,350 out of pocket",0.7296
HealthCareAccessAndQuality || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,HealthCareAccessAndQuality,out of my pocket,0.6818
NeighborhoodAndBuiltEnvironment || SocialAndCommunityContext,SocialAndCommunityContext,husband out of town,NeighborhoodAndBuiltEnvironment,for a cruise out of Org5,0.6792
ExploreOptions || activeParticipation/involvement,ExploreOptions,If he could just send the rest or even some,activeParticipation/involvement,I could just get some filled,0.6061
HealthCareAccessAndQuality || expressOpinions,expressOpinions,I think,HealthCareAccessAndQuality,I think Org2 was closed,0.6037
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,I can call andake an appointment,SeekingApproval,can I schedule an appointment for genetic testing?,0.6069
EconomicStability || EducationAccessAndQuality,EducationAccessAndQuality,getting things done with my own school work,EconomicStability,doesnâ€™t work with my schedule,0.6639
Clinical care || ExploreOptions,Clinical care,I'm requesting a refill on Vyvanse Rx,ExploreOptions,or temporary refill on my birth control,0.6074
Clinical care || expressOpinions,Clinical care,it's a controlled substance,expressOpinions,It seems like,0.7451
Clinical care || expressOpinions,Clinical care,it's a controlled substance,expressOpinions,it is impossible,0.613
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thanks!,signoff,Thanks!,1.0
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thanks!,signoff,Thanks!,1.0
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thanks!,signoff,Thanks,1.0
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thanks!,signoff,Thanks!,1.0
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thanks!,signoff,Thanks!,1.0
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thanks!,signoff,Thanks,1.0
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,I think Org2 was closed,expressOpinions,I think,0.6037
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,I think Org2 was closed,expressOpinions,I think,0.6037
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,I think Org2 was closed,expressOpinions,I think,0.6037
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,I think Org2 was closed,expressOpinions,I think,0.6037
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,I think Org2 was closed,expressOpinions,I think,0.6037
HealthCareAccessAndQuality || expressOpinions,HealthCareAccessAndQuality,it is no longer available to me,expressOpinions,it is impossible,0.6542
Appreciation/Gratitude || signoff,signoff,Thanks!,Appreciation/Gratitude,thanks,1.0
Appreciation/Gratitude || signoff,signoff,Thanks!,Appreciation/Gratitude,Thanks!,1.0
Appreciation/Gratitude || signoff,signoff,Thanks!,Appreciation/Gratitude,Thanks!,1.0
Appreciation/Gratitude || signoff,signoff,Thanks!,Appreciation/Gratitude,Thanks,1.0
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,I am out of my thyroid meds,NeighborhoodAndBuiltEnvironment,dfilled out of country,0.6109
SocialAndCommunityContext || activeParticipation/involvement,activeParticipation/involvement,I have a couple of quick questions,SocialAndCommunityContext,I have voluntarily quarantined,0.6467
SocialAndCommunityContext || activeParticipation/involvement,activeParticipation/involvement,I have a couple of quick questions,SocialAndCommunityContext,I have 2 children,0.6467
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,activeParticipation/involvement,I have a couple of quick questions,NeighborhoodAndBuiltEnvironment,regardless of weather,0.6456
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I have a couple of quick questions,EconomicStability,showing proof of income,0.6147
Clinical care || ExploreOptions,Clinical care,My rash on my arms,ExploreOptions,or temporary refill on my birth control,0.6016
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,my sinuses are killing me,NeighborhoodAndBuiltEnvironment,the roads are icing,0.6042
HealthCareAccessAndQuality || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,I know the pollen is high right now,HealthCareAccessAndQuality,is now a walgreens,0.7146
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,I know the pollen is high right now,Clinical care,falling now,0.6101
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,I also have a very dry chest feeling,NeighborhoodAndBuiltEnvironment,I have a very difficult time driving,0.6125
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,NeighborhoodAndBuiltEnvironment,I was in a car accident,activeParticipation/involvement,I was planning,0.7152
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,I was in a car accident,Clinical care,I was given samples,0.6562
EconomicStability || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,I was in a car accident,EconomicStability,I was working,0.6441
activeParticipation/involvement || build trust,activeParticipation/involvement,I just want to make sure,build trust,just want to reassure you again,0.7593
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I just want to make sure,EconomicStability,just want a refund,0.7095
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,I need to be seen by ya'll,maintainCommunication,you'll be contacted,0.6401
activeParticipation/involvement || statePreferences,statePreferences,would like a recommendation,activeParticipation/involvement,I would like to,0.945
expressOpinions || statePreferences,statePreferences,would like a recommendation,expressOpinions,I would like to give them documentation,0.7973
activeParticipation/involvement || statePreferences,statePreferences,would like a recommendation,activeParticipation/involvement,I would like to see,0.7865
activeParticipation/involvement || statePreferences,statePreferences,would like a recommendation,activeParticipation/involvement,I would like to see,0.7865
inviteCollabration || statePreferences,statePreferences,would like a recommendation,inviteCollabration,If you would like to double check,0.7468
activeParticipation/involvement || build trust,build trust,ya'll would trust to take care of me,activeParticipation/involvement,will take care of it,0.694
SocialAndCommunityContext || activeParticipation/involvement,activeParticipation/involvement,if my order ever came in,SocialAndCommunityContext,I came in contact with my mother in law,0.7247
build trust || signoff,signoff,Thanks for your time,build trust,for your reassurance,0.8013
Appreciation/Gratitude || signoff,signoff,Thanks for your time,Appreciation/Gratitude,thank you for your time and your assistance,0.7645
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,Is there a cardiologist and nephrologist that you can refer me,SeekingApproval,Is there any way that you could all in Bactrim DS,0.6233
expressOpinions || statePreferences,expressOpinions,I do not trust Christus,statePreferences,I really do not want,0.8032
Clinical care || expressOpinions,expressOpinions,I do not trust Christus,Clinical care,I do not have any symptoms,0.7514
HealthCareAccessAndQuality || expressOpinions,expressOpinions,I do not trust Christus,HealthCareAccessAndQuality,they do not cover,0.6658
HealthCareAccessAndQuality || expressOpinions,expressOpinions,I do not trust Christus,HealthCareAccessAndQuality,they do not cover,0.6658
HealthCareAccessAndQuality || expressOpinions,expressOpinions,I do not trust Christus,HealthCareAccessAndQuality,they do not have the medicine to fill it,0.6193
Clinical care || checkingUnderstanding/clarification,Clinical care,The muscle weakness,checkingUnderstanding/clarification,The $427 is the whole price,0.6595
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,getting super winded,NeighborhoodAndBuiltEnvironment,Getting around hasn't been easy,0.7714
HealthCareAccessAndQuality || connection,HealthCareAccessAndQuality,is interfering with my day to day functioning,connection,Have a wonderful day,0.6745
HealthCareAccessAndQuality || connection,HealthCareAccessAndQuality,is interfering with my day to day functioning,connection,Have a great day!,0.6159
HealthCareAccessAndQuality || connection,HealthCareAccessAndQuality,is interfering with my day to day functioning,connection,have a wonderful and blessed day,0.6033
EconomicStability || SocialAndCommunityContext,EconomicStability,I have to work,SocialAndCommunityContext,I have 2 Easter lunch banquets I have to attend,0.7496
EconomicStability || maintainCommunication,EconomicStability,I have to work,maintainCommunication,I have to wait a week,0.6567
EconomicStability || activeParticipation/involvement,EconomicStability,I have to work,activeParticipation/involvement,you would have to,0.6472
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I need answers and a plan of strategy,HealthCareAccessAndQuality,eating scrambled eggs and soup,0.6344
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I need answers and a plan of strategy,HealthCareAccessAndQuality,preventative and coverage,0.6181
Clinical care || statePreferences,Clinical care,to get me better,statePreferences,get me in sooner,0.7396
Clinical care || statePreferences,Clinical care,to get me better,statePreferences,Please try to get me in asap,0.7304
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,Can you help,SeekingApproval,can you electronically send,0.7081
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,Can you help,SeekingApproval,Can you please ask Dr. Person1,0.7024
activeParticipation/involvement || statePreferences,activeParticipation/involvement,get me a referral?,statePreferences,get me in sooner,0.7537
Appreciation/Gratitude || signoff,signoff,Thank You,Appreciation/Gratitude,Thank you,1.0
Clinical Care || Clinical care,Clinical care,duloxetine 60 mg,Clinical Care,Fenofibrate 54 mg 1 PO QD,0.9634
Clinical Care || Clinical care,Clinical care,duloxetine 60 mg,Clinical Care,fenofibrate 40 mg tablet,0.9442
Clinical Care || Clinical care,Clinical care,drospirenone 3 mg,Clinical Care,Fenofibrate 54 mg 1 PO QD,0.9815
Clinical Care || Clinical care,Clinical care,drospirenone 3 mg,Clinical Care,fenofibrate 40 mg tablet,0.9653
Clinical Care || Clinical care,Clinical care,ethinyl estradiol 0.02 mg,Clinical Care,Fenofibrate 54 mg 1 PO QD,0.9743
Clinical Care || Clinical care,Clinical care,ethinyl estradiol 0.02 mg,Clinical Care,fenofibrate 40 mg tablet,0.958
expressOpinions || statePreferences,statePreferences,I would like to continue using them,expressOpinions,I would like to give them documentation,0.8938
activeParticipation/involvement || statePreferences,statePreferences,I would like to continue using them,activeParticipation/involvement,I would like to,0.8358
expressOpinions || statePreferences,statePreferences,I would like to continue using them,expressOpinions,I would like,0.781
inviteCollabration || statePreferences,statePreferences,I would like to continue using them,inviteCollabration,If you would like to double check,0.6981
activeParticipation/involvement || statePreferences,statePreferences,I would like to continue using them,activeParticipation/involvement,I would like to see,0.6914
activeParticipation/involvement || statePreferences,statePreferences,I would like to continue using them,activeParticipation/involvement,I would like to see,0.6914
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thank you,signoff,Thank you,1.0
Appreciation/Gratitude || signoff,Appreciation/Gratitude,Thank you,signoff,Thank you,1.0
Clinical care || checkingUnderstanding/clarification,Clinical care,the Shingles,checkingUnderstanding/clarification,The $427 is the whole price,0.7396
SocialAndCommunityContext || activeParticipation/involvement,activeParticipation/involvement,I was able to,SocialAndCommunityContext,My sister was able to have,0.8461
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,activeParticipation/involvement,I was able to,NeighborhoodAndBuiltEnvironment,I wonâ€™t be able to drive in it,0.6991
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I was able to,HealthCareAccessAndQuality,not able to take electronic prescriptions,0.6849
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I was able to,HealthCareAccessAndQuality,aren't able to get in to counseller anywhere else,0.6579
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,I was able to,SeekingApproval,Would you be able to resubmit it again please?,0.6191
Clinical care || SeekingApproval,Clinical care,schedule appointment for,SeekingApproval,can I schedule an appointment for genetic testing?,0.772
Clinical Care || Clinical care,Clinical care,schedule appointment for,Clinical Care,schedule that appointment,0.6492
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,The ice is bad,Clinical care,how bad my back is,0.6318
Clinical care || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,The ice is bad,Clinical care,with bad stomach,0.6104
HealthCareAccessAndQuality || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,where we live,HealthCareAccessAndQuality,"we qualify as ""underinsured""",0.6067
NeighborhoodAndBuiltEnvironment || expressOpinions,NeighborhoodAndBuiltEnvironment,canâ€™t get there,expressOpinions,I will never get there!,0.7238
NeighborhoodAndBuiltEnvironment || expressOpinions,NeighborhoodAndBuiltEnvironment,canâ€™t get there,expressOpinions,I canâ€™t seem,0.7027
EconomicStability || NeighborhoodAndBuiltEnvironment,NeighborhoodAndBuiltEnvironment,canâ€™t get there,EconomicStability,I canâ€™t afford,0.6225
Clinical Care || Clinical care,Clinical care,do I need blood work done?,Clinical Care,blood work,0.7944
activeParticipation/involvement || statePreferences,activeParticipation/involvement,IM NEEDING  TO,statePreferences,Needing to be seen,0.6799
Clinical care || connection,Clinical care,NEW HEARING AIDS,connection,Happy New Year,0.7105
Clinical care || connection,Clinical care,NEW HEARING AIDS,connection,Happy New Year,0.7105
Clinical care || SeekingApproval,Clinical care,to schedule an appointment for counseling,SeekingApproval,can I schedule an appointment for genetic testing?,0.9032
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,activeParticipation/involvement,I'll be able to,NeighborhoodAndBuiltEnvironment,I wonâ€™t be able to drive in it,0.7979
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,I'll be able to,SeekingApproval,Would you be able to resubmit it again please?,0.7205
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,I'll be able to,maintainCommunication,you'll be contacted,0.6512
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I'll be able to,HealthCareAccessAndQuality,not able to take electronic prescriptions,0.6118
ExploreOptions || activeParticipation/involvement,activeParticipation/involvement,I'll be able to,ExploreOptions,if Dr. Person1 or Dr. Person2 would be able to provide,0.605
Clinical care || SeekingApproval,Clinical care,do the counseling,SeekingApproval,Do I ditch the Xanax completely,0.7753
Clinical care || ExploreOptions,Clinical care,do the counseling,ExploreOptions,What do I do?,0.7196
EconomicStability || NeighborhoodAndBuiltEnvironment,EconomicStability,due to my work schedule,NeighborhoodAndBuiltEnvironment,due to car wreck,0.725
EconomicStability || HealthCareAccessAndQuality,EconomicStability,I am having a hard time getting to work,HealthCareAccessAndQuality,I am having a very hard time staying awake,0.7865
EconomicStability || checkingUnderstanding/clarification,EconomicStability,I use my hands,checkingUnderstanding/clarification,safer for long term use,0.6592
EconomicStability || activeParticipation/involvement,EconomicStability,I use my hands,activeParticipation/involvement,I only use it,0.6173
EconomicStability || HealthCareAccessAndQuality,EconomicStability,"do a lot of squatting, bending",HealthCareAccessAndQuality,every thing I do Has a lot of body movement,0.9139
EconomicStability || build trust,EconomicStability,"do a lot of squatting, bending",build trust,That helps a lot,0.6077
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,I need a document,expressOpinions,I need,1.0
EconomicStability || activeParticipation/involvement,EconomicStability,excuse my absences,activeParticipation/involvement,I'm updating my profile,0.9525
activeParticipation/involvement || statePreferences,activeParticipation/involvement,Please reply asap,statePreferences,refill asap,0.6665
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I am going to,EconomicStability,I am having a hard time going to work,0.6029
HealthCareAccessAndQuality || connection,HealthCareAccessAndQuality,I drink kratom tea each evening,connection,have a great evening,0.714
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,let me know,maintainCommunication,Please let me know,0.9494
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,let me know,maintainCommunication,Please let me know,0.9494
HealthCareAccessAndQuality || activeParticipation/involvement,activeParticipation/involvement,I will discontinue asap,HealthCareAccessAndQuality,I will fall asleep,0.647
activeParticipation/involvement || statePreferences,activeParticipation/involvement,I will discontinue asap,statePreferences,refill asap,0.6155
alignment || requestsForOpinion,requestsForOpinion,Would that work?,alignment,That works,0.6448
HealthCareAccessAndQuality || requestsForOpinion,requestsForOpinion,Would that work?,HealthCareAccessAndQuality,fro that grant,0.619
Clinical care || SeekingApproval,Clinical care,I can get some type of treatment,SeekingApproval,Can I get,0.8068
Appreciation/Gratitude || statePreferences,statePreferences,Phone visit would be great,Appreciation/Gratitude,would be greatly appreciated,0.7868
HealthCareAccessAndQuality || statePreferences,statePreferences,Phone visit would be great,HealthCareAccessAndQuality,which one would be covered,0.6317
expressOpinions || statePreferences,statePreferences,Phone visit would be great,expressOpinions,i thought paper scripts would be the answer,0.6132
expressOpinions || statePreferences,statePreferences,Phone visit would be great,expressOpinions,I just thought it would be worth a shot,0.6036
EconomicStability || expressOpinions,EconomicStability,I canâ€™t afford,expressOpinions,I canâ€™t seem,0.9071
EconomicStability || HealthCareAccessAndQuality,EconomicStability,I canâ€™t afford,HealthCareAccessAndQuality,I canâ€™t sleep,0.6455
EconomicStability || NeighborhoodAndBuiltEnvironment,EconomicStability,I canâ€™t afford,NeighborhoodAndBuiltEnvironment,canâ€™t get there,0.6225
EconomicStability || expressOpinions,EconomicStability,even w mdsave discount,expressOpinions,I didn't even think about it,0.6934
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,wanna know,maintainCommunication,let us know,0.8898
activeParticipation/involvement || maintainCommunication,activeParticipation/involvement,wanna know,maintainCommunication,I will let you know,0.7016
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,wanna know,expressOpinions,I don't know,0.6494
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,wanna know,expressOpinions,I don't know,0.6494
activeParticipation/involvement || expressOpinions,activeParticipation/involvement,wanna know,expressOpinions,I don't know,0.6494
Clinical care || NeighborhoodAndBuiltEnvironment,Clinical care,how bad my back is,NeighborhoodAndBuiltEnvironment,The ice is bad,0.6318
SocialAndCommunityContext || maintainCommunication,maintainCommunication,I have to wait a week,SocialAndCommunityContext,I have 2 Easter lunch banquets I have to attend,0.7571
EconomicStability || maintainCommunication,maintainCommunication,I have to wait a week,EconomicStability,I have to work,0.6567
EconomicStability || maintainCommunication,maintainCommunication,I have to wait a week,EconomicStability,I have to work,0.6567
activeParticipation/involvement || maintainCommunication,maintainCommunication,I have to wait a week,activeParticipation/involvement,you would have to,0.6508
Clinical Care || activeParticipation/involvement,Clinical Care,I know the results,activeParticipation/involvement,Or would the results be quick enough,0.6378
activeParticipation/involvement || inviteCollabration,inviteCollabration,will review them with you,activeParticipation/involvement,I did check with them,0.6007
Clinical Care || Clinical care,Clinical Care,at your follow up appointment,Clinical care,appointment to follow up,0.8549
Clinical Care || Clinical care,Clinical Care,at your follow up appointment,Clinical care,I had a follow up appointment,0.8323
Clinical Care || Clinical care,Clinical Care,at your follow up appointment,Clinical care,I was in for a follow up,0.6861
EconomicStability || connection,connection,Have a good day,EconomicStability,doesn't have good reception,0.8009
NeighborhoodAndBuiltEnvironment || activeParticipation/involvement,activeParticipation/involvement,when am i due,NeighborhoodAndBuiltEnvironment,due to car wreck,0.6645
expressOpinions || statePreferences,statePreferences,would like this updated,expressOpinions,I would like,0.8808
activeParticipation/involvement || statePreferences,statePreferences,would like this updated,activeParticipation/involvement,I would like to,0.8242
ApprovalofDecision/Reinforcement || statePreferences,statePreferences,would like this updated,ApprovalofDecision/Reinforcement,I would like to proceed with this,0.8106
expressOpinions || statePreferences,statePreferences,would like this updated,expressOpinions,I would like to give them documentation,0.6925
activeParticipation/involvement || statePreferences,statePreferences,would like this updated,activeParticipation/involvement,I would like to see,0.6832
activeParticipation/involvement || statePreferences,statePreferences,would like this updated,activeParticipation/involvement,I would like to see,0.6832
inviteCollabration || statePreferences,statePreferences,would like this updated,inviteCollabration,If you would like to double check,0.6548
Clinical care || expressOpinions,expressOpinions,I am wondering,Clinical care,I am a patient,0.6614
activeParticipation/involvement || expressOpinions,expressOpinions,I am wondering,activeParticipation/involvement,I am writing,0.6251
Clinical care || checkingUnderstanding/clarification,Clinical care,to my bloodwork that will be ordered,checkingUnderstanding/clarification,The cost will be $150,0.6467
Clinical care || maintainCommunication,Clinical care,to my bloodwork that will be ordered,maintainCommunication,she will be contacting you,0.624
Clinical Care || Clinical care,Clinical care,Thyroid peroxidase antibodies,Clinical Care,thyroid labs were all very normal,0.6122
Clinical care || connection,connection,Happy New Year,Clinical care,starting new medications,0.8163
Clinical care || connection,connection,Happy New Year,Clinical care,NEW HEARING AIDS,0.7105
EconomicStability || connection,connection,Happy New Year,EconomicStability,My new employers is,0.6283
Clinical care || connection,connection,Happy New Year,Clinical care,I get the new med,0.6266
activeParticipation/involvement || maintainCommunication,maintainCommunication,I was writing to remind you,activeParticipation/involvement,I was planning,0.709
EconomicStability || maintainCommunication,maintainCommunication,I was writing to remind you,EconomicStability,I was working,0.642
Clinical care || maintainCommunication,maintainCommunication,I was writing to remind you,Clinical care,I was given samples,0.6409
EconomicStability || maintainCommunication,maintainCommunication,I was writing to remind you,EconomicStability,I was unable to afford,0.6195
SocialAndCommunityContext || alignment,alignment,we had discussed,SocialAndCommunityContext,I had a visitor,0.7076
Clinical care || alignment,alignment,we had discussed,Clinical care,I had a Heart EKG,0.6383
NeighborhoodAndBuiltEnvironment || alignment,alignment,we had discussed,NeighborhoodAndBuiltEnvironment,we aren't leaving town,0.6181
Clinical Care || HealthCareAccessAndQuality,Clinical Care,on your cervix after the first of the year,HealthCareAccessAndQuality,I woke up in the middle of the night,0.6072
activeParticipation/involvement || maintainCommunication,maintainCommunication,This is just a reminder,activeParticipation/involvement,I just saw this,0.855
SocialAndCommunityContext || maintainCommunication,maintainCommunication,This is just a reminder,SocialAndCommunityContext,this is my motherâ€™s phone,0.7025
Clinical Care || Clinical care,Clinical Care,schedule that appointment,Clinical care,schedule the appointment,0.6816
Clinical Care || Clinical care,Clinical Care,schedule that appointment,Clinical care,to schedule the appointment,0.6518
Clinical Care || Clinical care,Clinical Care,schedule that appointment,Clinical care,schedule appointment for,0.6492
Clinical Care || alignment,Clinical Care,schedule that appointment,alignment,That works,0.6181
EconomicStability || checkingUnderstanding/clarification,checkingUnderstanding/clarification,The cost will be $150,EconomicStability,My employer will be sending a form,0.8177
checkingUnderstanding/clarification || maintainCommunication,checkingUnderstanding/clarification,The cost will be $150,maintainCommunication,she will be contacting you,0.7924
EconomicStability || checkingUnderstanding/clarification,checkingUnderstanding/clarification,The cost will be $150,EconomicStability,I will be starting our season for our company,0.7557
Clinical care || checkingUnderstanding/clarification,checkingUnderstanding/clarification,The cost will be $150,Clinical care,to my bloodwork that will be ordered,0.6467
HealthCareAccessAndQuality || checkingUnderstanding/clarification,checkingUnderstanding/clarification,The cost will be $150,HealthCareAccessAndQuality,I will fall asleep,0.6162
Clinical Care || Clinical care,Clinical Care,the procedure and Pathology,Clinical care,vertigo and dizziness,0.8033
Clinical Care || HealthCareAccessAndQuality,Clinical Care,the procedure and Pathology,HealthCareAccessAndQuality,eating scrambled eggs and soup,0.8033
Clinical Care || Clinical care,Clinical Care,the procedure and Pathology,Clinical care,odor and vaginal itching,0.7899
Clinical Care || HealthCareAccessAndQuality,Clinical Care,the procedure and Pathology,HealthCareAccessAndQuality,preventative and coverage,0.7732
Clinical Care || Clinical care,Clinical Care,the procedure and Pathology,Clinical care,medical and a diabetic thing,0.6828
Clinical Care || Clinical care,Clinical Care,the procedure and Pathology,Clinical care,"scripts for estradiol, estrace, amatryptiline, and prometrium",0.6269
Clinical Care || Clinical care,Clinical Care,the procedure and Pathology,Clinical care,my A1C and Cholesterol Panel,0.6037
activeParticipation/involvement || inviteCollabration,inviteCollabration,please feel free to call me at this clinic,activeParticipation/involvement,please call me,0.6309
activeParticipation/involvement || inviteCollabration,inviteCollabration,please feel free to call me at this clinic,activeParticipation/involvement,Please call me,0.6309
activeParticipation/involvement || inviteCollabration,inviteCollabration,leave a message,activeParticipation/involvement,please leave message,0.938
activeParticipation/involvement || inviteCollabration,inviteCollabration,leave a message,activeParticipation/involvement,I sent a message,0.7237
activeParticipation/involvement || inviteCollabration,inviteCollabration,leave a message,activeParticipation/involvement,I'm sending this message,0.7062
activeParticipation/involvement || inviteCollabration,inviteCollabration,leave a message,activeParticipation/involvement,leave me a message on my phone,0.6935
activeParticipation/involvement || inviteCollabration,inviteCollabration,leave a message,activeParticipation/involvement,I left a message,0.6283
activeParticipation/involvement || inviteCollabration,inviteCollabration,leave a message,activeParticipation/involvement,I sent a message the beginning of,0.6164
activeParticipation/involvement || maintainCommunication,maintainCommunication,I will call you back,activeParticipation/involvement,I  will  call,0.8456
activeParticipation/involvement || maintainCommunication,maintainCommunication,I will call you back,activeParticipation/involvement,I will call you asap,0.8105
activeParticipation/involvement || connection,connection,Look forward to seeing you,activeParticipation/involvement,I look forward to hearing from you,0.9337
Clinical care || connection,connection,Happy New Year,Clinical care,starting new medications,0.8163
Clinical care || connection,connection,Happy New Year,Clinical care,NEW HEARING AIDS,0.7105
EconomicStability || connection,connection,Happy New Year,EconomicStability,My new employers is,0.6283
Clinical care || connection,connection,Happy New Year,Clinical care,I get the new med,0.6266
Clinical Care || Clinical care,Clinical care,schedule the appointment,Clinical Care,schedule that appointment,0.6816
HealthCareAccessAndQuality || connection,connection,Have a great day!,HealthCareAccessAndQuality,is interfering with my day to day functioning,0.6159
EconomicStability || expressOpinions,expressOpinions,I guess we are playing phone tag,EconomicStability,We are short staff at work,0.717
NeighborhoodAndBuiltEnvironment || expressOpinions,expressOpinions,I guess we are playing phone tag,NeighborhoodAndBuiltEnvironment,we are in areas we don't know,0.6964
SeekingApproval || activeParticipation/involvement,activeParticipation/involvement,I do need to reschedule,SeekingApproval,Would it be best to reschedule,0.6058
EconomicStability || activeParticipation/involvement,activeParticipation/involvement,I also need to make a payment,EconomicStability,I couldn't make the payment,0.6188
HealthCareAccessAndQuality || expressOpinions,expressOpinions,I think,HealthCareAccessAndQuality,I think Org2 was closed,0.6037
