anchor_text,anchor_label,neighbor_text,neighbor_label,similarity
The pharmacy is pretty quick to get meds out to patients,Information-Giving||Drugs,The pharmacy will contact you when  its ready to pick up,PROVIDER_PARTNERSHIP||Maintain_communication,0.587795078754425
can do same day delivery if needed,Information-Giving||General_information,"They can set up delivery to you, it  would need to be a few days in advance",Information-Giving_SDOH||Health_care_access_and_quality,0.6715413928031921
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,I gets labs done early tomorrow,Information-Giving||Diagnostics,0.6980255842208862
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,"Yes, you can get your labs done",Information-Giving||instruction,0.6385396718978882
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,I will get labs first am,Information-Giving||Diagnostics,0.610644519329071
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,we will watch for the lab results,PROVIDER_PARTNERSHIP||Maintain_communication,0.595011293888092
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I see Dr. Person2 in another month,Information-Giving||General_information,0.7562189698219299
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I be in touch with Dr. Person1 this coming week.,Information-Giving||General_information,0.7520002126693726
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I will go over this with Dr  Person1 today,Information-Giving||Care_Coordination,0.7503503561019897
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I seeing Dr Person1 at 1pm at Org3 on MM/DD/YYYY,Information-Giving_SDOH||Health_care_access_and_quality,0.7361419796943665
I see Dr  Person1 on,Information-Giving||Scheduling_appt,If Dr. Person1 then certainly ok.,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.7270954251289368
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,I setup for them to ship the medication to me,PATIENT_PARTNERSHIP||active_participation_/involvement,0.7303688526153564
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,so you should just be able to call the pharmacy or request via phone,Information-Giving_SDOH||Health_care_access_and_quality,0.7124316692352295
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,The pharmacy will contact you when  its ready to pick up,PROVIDER_PARTNERSHIP||Maintain_communication,0.7091582417488098
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",Information-Giving||instruction,0.7038021683692932
that's why I was concerned,Socioemotional_/_Empathy||Express_concern/unease,I know it causes concern,Socioemotional_/_Empathy||Reassurance,0.5705282688140869
