label_A,label_B,count,avg_similarity,n_A,n_B,ratio_A=count/n_A,ratio_B=count/n_B
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_PARTNERSHIP||checking_understanding/clarification,3,0.569,74,20,0.0405,0.15
Information-Giving||Drugs,Information-Seeking_SDOH||Health_care_access_and_quality,3,0.5573,141,19,0.0213,0.1579
Information-Seeking||Drugs,PATIENT_SHARED-DECISION_MAKING||Explore_options,3,0.6274,33,18,0.0909,0.1667
Information-Giving||instruction,PATIENT_PARTNERSHIP||express_opinions,3,0.6001,44,52,0.0682,0.0577
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||active_participation_/involvement,3,0.7214,8,146,0.375,0.0205
Information-Giving||instruction,Information-Seeking||Drugs,3,0.6946,44,33,0.0682,0.0909
Information-Seeking||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,3,0.6997,33,29,0.0909,0.1034
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Share_options,3,0.6124,145,17,0.0207,0.1765
Information-Giving||instruction,PROVIDER_PARTNERSHIP||invite_collaboration,3,0.6185,44,11,0.0682,0.2727
Information-Giving||Diagnostics,PROVIDER_Shared-Decision_Making||Making_decision_together,3,0.6984,159,13,0.0189,0.2308
PROVIDER_Shared-Decision_Making||Making_decision_together,PROVIDER_Shared-Decision_Making||Share_options,3,0.5718,13,17,0.2308,0.1765
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Making_decision_together,3,0.6505,146,13,0.0205,0.2308
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_Shared-Decision_Making||Making_decision_together,3,0.6045,18,13,0.1667,0.2308
Information-Giving||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,3,0.65,159,29,0.0189,0.1034
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Acknowledge_Error,3,0.5756,146,16,0.0205,0.1875
Information-Seeking||Scheduling_appt,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,3,0.6795,33,18,0.0909,0.1667
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||salutation,3,1.0,156,154,0.0192,0.0195
Information-Seeking||Diagnostics,PATIENT_SHARED-DECISION_MAKING||Explore_options,3,0.6258,46,18,0.0652,0.1667
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||checking_understanding/clarification,3,0.6633,19,20,0.1579,0.15
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Share_options,2,0.6037,11,17,0.1818,0.1176
Information-Seeking||General_information,PROVIDER_Shared-Decision_Making||Encourage_questions,2,0.6115,17,2,0.1176,1.0
PATIENT_PARTNERSHIP||Alignment,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2,0.6012,47,7,0.0426,0.2857
Information-Giving||General_information,Socioemotional_/_Empathy||Acknowledge_Error,2,0.6067,145,16,0.0138,0.125
Information-Seeking||Diagnostics,Information-Seeking||Drugs,2,0.6023,46,33,0.0435,0.0606
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.6095,141,11,0.0142,0.1818
Information-Seeking||General_information,PATIENT_PARTNERSHIP||build_trust,2,0.6423,17,5,0.1176,0.4
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Reassurance,2,0.6352,60,14,0.0333,0.1429
PATIENT_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Acknowledge_Error,2,0.5622,60,16,0.0333,0.125
Information-Seeking||Drugs,Information-Seeking||General_information,2,0.6833,33,17,0.0606,0.1176
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.6494,81,18,0.0247,0.1111
Information-Giving||instruction,Socioemotional_/_Empathy||Reassurance,2,0.6737,44,14,0.0455,0.1429
PATIENT_PARTNERSHIP||build_trust,PATIENT_PARTNERSHIP||express_opinions,2,0.6741,5,52,0.4,0.0385
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.5626,145,13,0.0138,0.1538
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking||Diagnostics,2,0.6926,81,46,0.0247,0.0435
Information-Seeking||Diagnostics,Socioemotional_/_Empathy||Reassurance,2,0.5847,46,14,0.0435,0.1429
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||Alignment,2,0.6988,46,47,0.0435,0.0426
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.6911,46,18,0.0435,0.1111
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.6862,46,11,0.0435,0.1818
Information-Giving_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Alignment,2,0.7662,81,41,0.0247,0.0488
Information-Giving||Diagnostics,Information-Giving||Symptoms,2,0.5602,159,104,0.0126,0.0192
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,Socioemotional_/_Empathy||Reassurance,2,0.8651,7,14,0.2857,0.1429
PATIENT_PARTNERSHIP||Appreciation/gratitude,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.6648,99,6,0.0202,0.3333
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Share_options,2,0.5818,74,17,0.027,0.1176
Information-Giving||Drugs,Information-Seeking||Diagnostics,2,0.6717,141,46,0.0142,0.0435
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||express_opinions,2,0.6084,33,52,0.0606,0.0385
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,Socioemotional_/_Empathy||Express_concern/unease,2,0.5559,18,25,0.1111,0.08
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Share_options,2,0.6564,33,17,0.0606,0.1176
Information-Giving||instruction,Socioemotional_/_Empathy||Sadness/fear,2,0.6454,44,10,0.0455,0.2
Information-Giving||Symptoms,Information-Giving||instruction,2,0.5511,104,44,0.0192,0.0455
Information-Giving||instruction,PATIENT_PARTNERSHIP||Connection,2,0.5666,44,60,0.0455,0.0333
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||express_opinions,2,0.5759,60,52,0.0333,0.0385
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Connection,2,0.6059,146,45,0.0137,0.0444
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_Shared-Decision_Making||Share_options,2,0.6341,29,17,0.069,0.1176
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Share_options,2,0.5646,146,17,0.0137,0.1176
Information-Seeking||Diagnostics,Information-Seeking||Symptoms,2,0.6783,46,11,0.0435,0.1818
Information-Seeking||Symptoms,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.5559,11,18,0.1818,0.1111
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.8539,45,6,0.0444,0.3333
Information-Giving||Diagnostics,PATIENT_PARTNERSHIP||Alignment,2,0.5646,159,47,0.0126,0.0426
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2,0.5775,104,7,0.0192,0.2857
PROVIDER_PARTNERSHIP||Connection,Socioemotional_/_Empathy||Sadness/fear,2,0.6422,45,10,0.0444,0.2
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.6069,145,18,0.0138,0.1111
Information-Seeking_SDOH||Economic_stability,PATIENT_PARTNERSHIP||active_participation_/involvement,2,0.6607,7,146,0.2857,0.0137
Information-Giving_SDOH||Economic_stability,Information-Seeking||Scheduling_appt,2,0.7622,18,33,0.1111,0.0606
Information-Seeking_SDOH||Health_care_access_and_quality,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.61,19,74,0.1053,0.027
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Alignment,2,0.6589,146,41,0.0137,0.0488
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_Shared-Decision_Making||Share_options,2,0.7013,18,17,0.1111,0.1176
PATIENT_PARTNERSHIP||active_participation_/involvement,Socioemotional_/_Empathy||Reassurance,2,0.6198,146,14,0.0137,0.1429
PATIENT_PARTNERSHIP||active_participation_/involvement,PATIENT_PARTNERSHIP||build_trust,2,0.758,146,5,0.0137,0.4
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||express_opinions,2,0.6253,8,52,0.25,0.0385
Information-Seeking||Diagnostics,PATIENT_PARTNERSHIP||state_preferences,2,0.6159,46,45,0.0435,0.0444
Information-Giving||instruction,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2,0.5767,44,7,0.0455,0.2857
PATIENT_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Reassurance,2,0.7106,47,14,0.0426,0.1429
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.7033,29,11,0.069,0.1818
PATIENT_PARTNERSHIP||Alignment,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.9739,47,18,0.0426,0.1111
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.9044,11,18,0.1818,0.1111
PATIENT_PARTNERSHIP||build_trust,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.6555,5,74,0.4,0.027
Information-Giving||Prognosis,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.5745,6,20,0.3333,0.1
Information-Giving||Care_Coordination,Socioemotional_/_Empathy||Acknowledge_Error,2,0.5648,168,16,0.0119,0.125
Information-Giving||General_information,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2,0.6404,145,7,0.0138,0.2857
PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.6251,7,18,0.2857,0.1111
Information-Giving||Care_Coordination,PATIENT_SHARED-DECISION_MAKING||Approval/Reinforcement,2,0.5589,168,7,0.0119,0.2857
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2,0.6452,146,7,0.0137,0.2857
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,2,0.6994,52,7,0.0385,0.2857
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6102,52,13,0.0385,0.1538
Information-Giving_SDOH||Economic_stability,Information-Seeking||Diagnostics,2,0.6261,18,46,0.1111,0.0435
Information-Giving||General_information,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,2,0.5919,145,29,0.0138,0.069
Information-Seeking_SDOH||Health_care_access_and_quality,Information-Seeking||Drugs,2,0.5946,19,33,0.1053,0.0606
Information-Seeking_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.6648,7,74,0.2857,0.027
Information-Seeking||Drugs,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.5709,33,13,0.0606,0.1538
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.594,46,13,0.0435,0.1538
Information-Seeking||Diagnostics,PROVIDER_Shared-Decision_Making||Share_options,2,0.5744,46,17,0.0435,0.1176
Information-Giving||Scheduling_appt,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6431,120,13,0.0167,0.1538
Information-Seeking||Symptoms,Socioemotional_/_Empathy||Positive_Remarks/Reward,2,0.6631,11,6,0.1818,0.3333
Information-Seeking||Symptoms,PROVIDER_Shared-Decision_Making||Share_options,2,0.5877,11,17,0.1818,0.1176
Information-Giving||Symptoms,PROVIDER_Shared-Decision_Making||Share_options,2,0.6332,104,17,0.0192,0.1176
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Share_options,2,0.6379,52,17,0.0385,0.1176
PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.7743,29,20,0.069,0.1
PROVIDER_PARTNERSHIP||checking_understanding/clarification,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,2,0.6434,20,18,0.1,0.1111
Information-Giving||General_information,Information-Seeking||Drugs,2,0.6067,145,33,0.0138,0.0606
Information-Seeking_SDOH||Health_care_access_and_quality,Information-Seeking||Care_Coordination,2,0.7714,19,8,0.1053,0.25
Information-Giving||instruction,Socioemotional_/_Empathy||Acknowledge_Error,2,0.585,44,16,0.0455,0.125
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||checking_understanding/clarification,2,0.5938,168,20,0.0119,0.1
Information-Giving||Care_Coordination,PROVIDER_Shared-Decision_Making||Making_decision_together,2,0.6137,168,13,0.0119,0.1538
Information-Seeking||Symptoms,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.7239,11,74,0.1818,0.027
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.559,104,74,0.0192,0.027
Information-Giving||instruction,PATIENT_PARTNERSHIP||state_preferences,2,0.563,44,45,0.0455,0.0444
Information-Seeking||Scheduling_appt,PROVIDER_Shared-Decision_Making||Share_options,2,0.7561,33,17,0.0606,0.1176
Socioemotional_/_Empathy||Acknowledge_Error,Socioemotional_/_Empathy||Reassurance,2,0.5764,16,14,0.125,0.1429
PATIENT_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.9159,47,11,0.0426,0.1818
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||state_preferences,2,0.7194,47,45,0.0426,0.0444
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_PARTNERSHIP||invite_collaboration,2,0.702,52,11,0.0385,0.1818
PATIENT_PARTNERSHIP||signoff,PROVIDER_PARTNERSHIP||Maintain_communication,2,0.5821,156,74,0.0128,0.027
Information-Giving||Scheduling_appt,PATIENT_PARTNERSHIP||Appreciation/gratitude,2,0.5735,120,99,0.0167,0.0202
PATIENT_PARTNERSHIP||express_opinions,PATIENT_SHARED-DECISION_MAKING||Explore_options,2,0.668,52,18,0.0385,0.1111
PROVIDER_Shared-Decision_Making||Making_decision_together,Socioemotional_/_Empathy||Express_concern/unease,2,0.6172,13,25,0.1538,0.08
Information-Giving||Drugs,PATIENT_PARTNERSHIP||Alignment,1,0.6856,141,47,0.0071,0.0213
PATIENT_PARTNERSHIP||Alignment,PATIENT_PARTNERSHIP||Appreciation/gratitude,1,0.5923,47,99,0.0213,0.0101
Information-Giving||General_information,PATIENT_PARTNERSHIP||Alignment,1,0.6013,145,47,0.0069,0.0213
Information-Giving||instruction,PROVIDER_PARTNERSHIP||checking_understanding/clarification,1,0.5547,44,20,0.0227,0.05
Information-Giving||Scheduling_appt,Information-Seeking||General_information,1,0.556,120,17,0.0083,0.0588
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_PARTNERSHIP||express_opinions,1,0.6138,81,52,0.0123,0.0192
Information-Giving||General_information,Information-Seeking||Diagnostics,1,0.5574,145,46,0.0069,0.0217
Information-Seeking||Diagnostics,PROVIDER_PARTNERSHIP||checking_understanding/clarification,1,0.5664,46,20,0.0217,0.05
Information-Seeking||General_information,PROVIDER_PARTNERSHIP||Maintain_communication,1,0.6007,17,74,0.0588,0.0135
Information-Seeking||Care_Coordination,Information-Seeking||General_information,1,0.5833,8,17,0.125,0.0588
PATIENT_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||salutation,1,0.7717,99,154,0.0101,0.0065
PATIENT_PARTNERSHIP||Connection,PROVIDER_PARTNERSHIP||invite_collaboration,1,0.5774,60,11,0.0167,0.0909
Information-Giving||instruction,Information-Seeking||Scheduling_appt,1,0.6322,44,33,0.0227,0.0303
Information-Giving||Symptoms,PATIENT_PARTNERSHIP||Alignment,1,0.5547,104,47,0.0096,0.0213
Information-Giving_SDOH||Economic_stability,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.7096,18,18,0.0556,0.0556
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||Alignment,1,0.7085,18,47,0.0556,0.0213
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||build_trust,1,0.5948,168,5,0.006,0.2
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||signoff,1,0.5592,168,156,0.006,0.0064
Information-Giving||instruction,PATIENT_SHARED-DECISION_MAKING||Explore_options,1,0.6827,44,18,0.0227,0.0556
Information-Giving||Care_Coordination,PATIENT_PARTNERSHIP||Alignment,1,0.5609,168,47,0.006,0.0213
PROVIDER_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Reassurance,1,0.6238,41,14,0.0244,0.0714
Information-Giving||instruction,PROVIDER_Shared-Decision_Making||Summarize_and_confirm_understanding,1,0.598,44,7,0.0227,0.1429
PROVIDER_PARTNERSHIP||Maintain_communication,Socioemotional_/_Empathy||Reassurance,1,0.5924,74,14,0.0135,0.0714
PATIENT_PARTNERSHIP||active_participation_/involvement,PROVIDER_PARTNERSHIP||Appreciation/gratitude,1,0.6045,146,22,0.0068,0.0455
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Maintain_communication,1,0.5519,22,74,0.0455,0.0135
PATIENT_SHARED-DECISION_MAKING||Explore_options,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.5733,18,18,0.0556,0.0556
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Making_decision_together,1,0.6599,11,13,0.0909,0.0769
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,PROVIDER_Shared-Decision_Making||Making_decision_together,1,0.6517,18,13,0.0556,0.0769
Information-Giving||Symptoms,PROVIDER_PARTNERSHIP||signoff,1,0.6197,104,93,0.0096,0.0108
Information-Giving_SDOH||Health_care_access_and_quality,Information-Seeking_SDOH||Economic_stability,1,0.5687,81,7,0.0123,0.1429
PATIENT_PARTNERSHIP||express_opinions,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.6318,52,18,0.0192,0.0556
Information-Seeking||Drugs,PROVIDER_PARTNERSHIP||checking_understanding/clarification,1,0.6206,33,20,0.0303,0.05
Information-Giving_SDOH||Economic_stability,PROVIDER_PARTNERSHIP||Maintain_communication,1,0.5872,18,74,0.0556,0.0135
Socioemotional_/_Empathy||Positive_Remarks/Reward,Socioemotional_/_Empathy||Reassurance,1,0.5721,6,14,0.1667,0.0714
Information-Giving||Care_Coordination,PROVIDER_PARTNERSHIP||invite_collaboration,1,0.5835,168,11,0.006,0.0909
Information-Seeking||Care_Coordination,PATIENT_PARTNERSHIP||state_preferences,1,0.567,8,45,0.125,0.0222
Information-Giving_SDOH||Economic_stability,Socioemotional_/_Empathy||Acknowledge_Error,1,0.6545,18,16,0.0556,0.0625
PATIENT_PARTNERSHIP||Alignment,Socioemotional_/_Empathy||Acknowledge_Error,1,0.5878,47,16,0.0213,0.0625
Information-Seeking||Scheduling_appt,Socioemotional_/_Empathy||Acknowledge_Error,1,0.5815,33,16,0.0303,0.0625
PROVIDER_Shared-Decision_Making||Approval/Reinforcement,Socioemotional_/_Empathy||Acknowledge_Error,1,0.5801,18,16,0.0556,0.0625
Information-Seeking||Drugs,Information-Seeking||Scheduling_appt,1,0.558,33,33,0.0303,0.0303
Information-Seeking||Scheduling_appt,PATIENT_PARTNERSHIP||Alignment,1,0.6824,33,47,0.0303,0.0213
Information-Seeking||Care_Coordination,PROVIDER_PARTNERSHIP||Alignment,1,0.5965,8,41,0.125,0.0244
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Seeking_SDOH||Health_care_access_and_quality,1,0.596,7,19,0.1429,0.0526
Information-Giving_SDOH||Neighborhood_and_built_environment,Information-Giving||Scheduling_appt,1,0.592,7,120,0.1429,0.0083
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||salutation,1,1.0,22,154,0.0455,0.0065
Information-Giving||Drugs,PROVIDER_PARTNERSHIP||Alignment,1,0.557,141,41,0.0071,0.0244
PROVIDER_PARTNERSHIP||checking_understanding/clarification,PROVIDER_Shared-Decision_Making||Share_options,1,0.5569,20,17,0.05,0.0588
Information-Giving||Drugs,Information-Seeking||Symptoms,1,0.5633,141,11,0.0071,0.0909
Information-Giving||Scheduling_appt,Information-Seeking||Symptoms,1,0.5532,120,11,0.0083,0.0909
PROVIDER_PARTNERSHIP||Alignment,PROVIDER_PARTNERSHIP||invite_collaboration,1,0.6745,41,11,0.0244,0.0909
Information-Giving_SDOH||Economic_stability,PATIENT_PARTNERSHIP||state_preferences,1,0.5608,18,45,0.0556,0.0222
PATIENT_PARTNERSHIP||Connection,PATIENT_PARTNERSHIP||state_preferences,1,0.5713,60,45,0.0167,0.0222
PROVIDER_PARTNERSHIP||Maintain_communication,PROVIDER_Shared-Decision_Making||Making_decision_together,1,0.575,74,13,0.0135,0.0769
Information-Giving_SDOH||Health_care_access_and_quality,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,1,0.5957,81,29,0.0123,0.0345
PROVIDER_PARTNERSHIP||Appreciation/gratitude,PROVIDER_PARTNERSHIP||Connection,1,0.5585,22,45,0.0455,0.0222
PROVIDER_PARTNERSHIP||invite_collaboration,PROVIDER_Shared-Decision_Making||Encourage_questions,1,0.5593,11,2,0.0909,0.5
Information-Seeking||General_information,PATIENT_PARTNERSHIP||state_preferences,1,0.5693,17,45,0.0588,0.0222
PATIENT_PARTNERSHIP||state_preferences,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1,0.7141,45,18,0.0222,0.0556
Information-Seeking||Scheduling_appt,PATIENT_SHARED-DECISION_MAKING||Explore_options,1,0.6522,33,18,0.0303,0.0556
Information-Giving_SDOH||Economic_stability,Information-Seeking_SDOH||Health_care_access_and_quality,1,0.5917,18,19,0.0556,0.0526
