anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking||Scheduling_appt,0.6749117374420166,sbert,combined,Information-Giving||Drugs :: Information-Seeking||Scheduling_appt,b9f6f4a8c4cba4a153b71b070079439285dee859
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,MM/DD/YYYY is good,PATIENT_PARTNERSHIP||Alignment,0.685556173324585,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||Alignment,3ac34995033a3277067f7ae5b915a77d73302331
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,Happy MM/DD/YYYY!,PATIENT_PARTNERSHIP||Connection,0.5767740468566072,tfidf,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||Connection,1da40149a1a451e18d2068b72c69210c102d9634
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,I setup for them to ship the medication to me,PATIENT_PARTNERSHIP||active_participation_/involvement,0.7303688526153564,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||active_participation_/involvement,649eabf304d58373b3bee7226508c0e1c15db21c
The pharmacy won't have time to get my meds delivered to me if we keep this schedule,Information-Giving||Drugs,I setup for them to ship the medication to me,PATIENT_PARTNERSHIP||active_participation_/involvement,0.7031570672988892,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||active_participation_/involvement,6c880c92635e451394db75544f1e47d1dd7b1523
MM/DD/YYYY one 5mg am and one 5mg pm,Information-Giving||Drugs,Just want to make sure I take what I should correctly for MM/DD/YYYY,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6146745681762695,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||active_participation_/involvement,608b497f43530b18b5895a3ba6dfd918c27dad9a
The pharmacy is pretty quick to get meds out to patients,Information-Giving||Drugs,I setup for them to ship the medication to me,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5969117879867554,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||active_participation_/involvement,eabaf4bca4efee99786948d965fab29336cf165e
I also spoke w Dr. B about 2 Rxs,Information-Giving||Drugs,May I speak with Dr  Person1 XXX-XXX-XXXX,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5548897385597229,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||active_participation_/involvement,0a4dea8faf1508e9d1385b1c0a93ba9e8914fc0a
Re Eliquis: MM/DD/YYYY two 5mg tabs morning and night,Information-Giving||Drugs,hopefully first thing MM/DD/YYYY morning,PATIENT_PARTNERSHIP||express_opinions,0.564496244046557,lsa,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||express_opinions,778e4c010428caeb94f091c9e49ac1f8356c4f3f
take care of these prescriptions,Information-Giving||Drugs,not sure if this is right section my husband picked up prescriptions,PATIENT_PARTNERSHIP||express_opinions,0.6049268245697021,sbert,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||express_opinions,2909126f71f2d26e488d26717c224e1106750560
take care of these prescriptions,Information-Giving||Drugs,Take care,PATIENT_PARTNERSHIP||signoff,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||signoff,6cc41dd948cc4d0d3286088d88f8e3976d863828
take care of these prescriptions,Information-Giving||Drugs,Take care,PATIENT_PARTNERSHIP||signoff,0.6254304276223819,tfidf,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||signoff,6cc41dd948cc4d0d3286088d88f8e3976d863828
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.8027291882685473,lsa,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||state_preferences,599e06145f799cda7272e680a0c2a405d421b7ec
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.5870041812594937,tfidf,combined,Information-Giving||Drugs :: PATIENT_PARTNERSHIP||state_preferences,599e06145f799cda7272e680a0c2a405d421b7ec
That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,Information-Giving||Drugs,Should I start Ibrance tonight?,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,0.6436272859573364,sbert,combined,Information-Giving||Drugs :: PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,ab60108338ec72505a9faafebf88852835c58a68
he got  30 tablets,Information-Giving||Drugs,Got it,PROVIDER_PARTNERSHIP||Alignment,0.6605531517766974,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Alignment,a0fe3f58bfdea5569ebbed7918b6fbb459a11e8f
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||Connection,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Connection,ed0472e85cb8ff17ed6211d02ae11d4a5ce138fc
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||Connection,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Connection,ed0472e85cb8ff17ed6211d02ae11d4a5ce138fc
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||Connection,0.6254304276223819,tfidf,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Connection,ed0472e85cb8ff17ed6211d02ae11d4a5ce138fc
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||Connection,0.6254304276223819,tfidf,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Connection,ed0472e85cb8ff17ed6211d02ae11d4a5ce138fc
has been taking Oxycodone,Information-Giving||Drugs,Prescription has been sent in,PROVIDER_PARTNERSHIP||Maintain_communication,0.6093427859398028,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Maintain_communication,dd7f8cff0c250cdbc4857f6e6e3f22cc16a57a16
Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,Information-Giving||Drugs,The pharmacy will contact you when  its ready to pick up,PROVIDER_PARTNERSHIP||Maintain_communication,0.7091582417488098,sbert,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Maintain_communication,bbc76710ca2ebc07404bf2f88801f3f0b37fecf0
The pharmacy won't have time to get my meds delivered to me if we keep this schedule,Information-Giving||Drugs,The pharmacy will contact you when  its ready to pick up,PROVIDER_PARTNERSHIP||Maintain_communication,0.6438404321670532,sbert,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Maintain_communication,ef9e1e65b9c00632d428dc8d30d194e716af15f6
take care of these prescriptions,Information-Giving||Drugs,Prescription has been sent in,PROVIDER_PARTNERSHIP||Maintain_communication,0.6179322004318237,sbert,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Maintain_communication,f5a8ff1a80c9fec6baf65e44aa7b43e4b0112d7a
The pharmacy is pretty quick to get meds out to patients,Information-Giving||Drugs,The pharmacy will contact you when  its ready to pick up,PROVIDER_PARTNERSHIP||Maintain_communication,0.587795078754425,sbert,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||Maintain_communication,511596416768ea2ff1d68f2f1f2b054cea5f7998
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,"MM/DD/YYYY, is that good ?",PROVIDER_PARTNERSHIP||invite_collaboration,0.6447727084159851,sbert,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||invite_collaboration,52b418ee3528a21d7e0b7cb08df82933f3729ee8
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||signoff,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||signoff,4f802cdcda98da5a0c4dfa62247513f814a9cd3b
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||signoff,0.90105225724013,lsa,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||signoff,4f802cdcda98da5a0c4dfa62247513f814a9cd3b
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||signoff,0.6254304276223819,tfidf,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||signoff,4f802cdcda98da5a0c4dfa62247513f814a9cd3b
take care of these prescriptions,Information-Giving||Drugs,Take care,PROVIDER_PARTNERSHIP||signoff,0.6254304276223819,tfidf,combined,Information-Giving||Drugs :: PROVIDER_PARTNERSHIP||signoff,4f802cdcda98da5a0c4dfa62247513f814a9cd3b
"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,MM/DD/YYYY is good!,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.6832324266433716,sbert,combined,Information-Giving||Drugs :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,d9912aedf5cce84a7c8971df7aa9816310d6051e
That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,Information-Giving||Drugs,"Per Person1, as long as you are feeling ok you can go ahead and start Ibrance today!",PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.6484701037406921,sbert,combined,Information-Giving||Drugs :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,ca89447b36140c600e6534bd1d5c9bddc4ed2120
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,I put you off work from MM/DD/YYYY to MM/DD/YYYY,Information-Giving_SDOH||Economic_stability,0.8517557803527385,lsa,combined,Information-Giving||General_information :: Information-Giving_SDOH||Economic_stability,8c519cedb2e04afca3a07c9ce8b2be916d5103c3
please call,Information-Giving||General_information,Please call it into Org1 in Location,Information-Giving_SDOH||Health_care_access_and_quality,0.554900318512826,lsa,combined,Information-Giving||General_information :: Information-Giving_SDOH||Health_care_access_and_quality,0c5959a6d94210da8eb69c4ee2bd8918d7e2790d
can do same day delivery if needed,Information-Giving||General_information,"They can set up delivery to you, it  would need to be a few days in advance",Information-Giving_SDOH||Health_care_access_and_quality,0.6715413928031921,sbert,combined,Information-Giving||General_information :: Information-Giving_SDOH||Health_care_access_and_quality,7452be303443d5faf85898206f55a65e788fd9aa
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.8670532033876435,lsa,combined,Information-Giving||General_information :: Information-Giving||Diagnostics,c952415b31492194b3aa4379f12c8f61ce5ea2be
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving||General_information,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.6245837829607371,lsa,combined,Information-Giving||General_information :: Information-Giving||Diagnostics,eda9e745da6a056c337792308a3f39ab796b7617
I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||General_information,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,Information-Giving||Diagnostics,1.0000000000000002,tfidf,combined,Information-Giving||General_information :: Information-Giving||Diagnostics,457cb6133742c31933e8f1414dfdd72bb1274450
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,0.8661102394774173,lsa,combined,Information-Giving||General_information :: Information-Giving||Drugs,7063874d879c63d88e66cb91ba6a6eb80ea3e6ae
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving||General_information,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,0.6703817813779547,lsa,combined,Information-Giving||General_information :: Information-Giving||Drugs,8b5ad7360dde6d9643466bf7c5e895224f2a42b3
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving||General_information,I don begin until MM/DD/YYYY,Information-Giving||Scheduling_appt,0.6906725255090524,lsa,combined,Information-Giving||General_information :: Information-Giving||Scheduling_appt,b5531691b0c98faf576cabf8a5045ffa4cfaa1cc
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,I see an appointment for the MM/DD/YYYY,Information-Giving||Scheduling_appt,0.6451557278633118,sbert,combined,Information-Giving||General_information :: Information-Giving||Scheduling_appt,f76d86caf278218b32f20ed2069fcb1e3814693b
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving||General_information,I see an appointment for the MM/DD/YYYY,Information-Giving||Scheduling_appt,0.6139532923698425,sbert,combined,Information-Giving||General_information :: Information-Giving||Scheduling_appt,4235fe33348c8d00e07d51aa78ade4ae46a00e43
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving||General_information,Next one is scheduled for MM/DD/YYYY,Information-Giving||Scheduling_appt,0.5654425621032715,sbert,combined,Information-Giving||General_information :: Information-Giving||Scheduling_appt,3e677cf9499a5433c16d4440927448b092915e4a
I am all set,Information-Giving||General_information,All set for MM/DD/YYYY,Information-Giving||Scheduling_appt,0.5647279495939816,tfidf,combined,Information-Giving||General_information :: Information-Giving||Scheduling_appt,b3c9c89cc4df1a1e97927066dfd3c267fc9f5bdf
"We are both at the limit of getting ""stuck.""",Information-Giving||General_information,The UTI symptoms are getting worse,Information-Giving||Symptoms,0.556114699626786,lsa,combined,Information-Giving||General_information :: Information-Giving||Symptoms,3e6d5bc18667c18d99b4c21a31b00d199c033e8b
please call,Information-Giving||General_information,Give  them a call,Information-Giving||instruction,0.6478681564331055,sbert,combined,Information-Giving||General_information :: Information-Giving||instruction,3baa5306cbfed283193ce7ea60d1448db58b22cd
please call,Information-Giving||General_information,Give them a call,Information-Giving||instruction,0.6478681564331055,sbert,combined,Information-Giving||General_information :: Information-Giving||instruction,479d638b1ccc924384b8621c1f98027b74f01ab7
please call,Information-Giving||General_information,so  you should be able to call tomorrow,Information-Giving||instruction,0.5878742933273315,sbert,combined,Information-Giving||General_information :: Information-Giving||instruction,1176422138a28e413b5906bab05c4c113ec60eaf
One more bit of info,Information-Giving||General_information,I would like to add one more Rx request,Information-Seeking||Drugs,0.5527902936430005,lsa,combined,Information-Giving||General_information :: Information-Seeking||Drugs,240cdff7f2ff2b6c18e591920bc82c0702f047b7
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking||Scheduling_appt,0.8553043134679954,lsa,combined,Information-Giving||General_information :: Information-Seeking||Scheduling_appt,b7d43f881b5b234ebeb2e926e8cbf0ed7af3d92a
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,MM/DD/YYYY is good,PATIENT_PARTNERSHIP||Alignment,0.6012924313545227,sbert,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||Alignment,1350d7f4c1b7c7c2535ca8c0e08b975227906cea
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,See you MM/DD/YYYY,PATIENT_PARTNERSHIP||Connection,0.6098546385765076,sbert,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||Connection,2d7b2de6fb5a9e8c61d4038b36c8540b6c30ff59
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,See you MM/DD/YYYY,PATIENT_PARTNERSHIP||Connection,0.6098545789718628,sbert,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||Connection,2d7b2de6fb5a9e8c61d4038b36c8540b6c30ff59
My youngest son has MS,Information-Giving||General_information,my friends,PATIENT_PARTNERSHIP||Connection,0.5728796168344003,tfidf,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||Connection,ccc5d13b0eafe0bf9784008843c0070f3d9d46df
please call,Information-Giving||General_information,Can she call me please,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5759094698725573,lsa,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||active_participation_/involvement,60c93fb2cdb7a0ca0b6fbfd9e7689830b57ac82c
please call,Information-Giving||General_information,Would one of you be able to give me a call this morning?,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6030635237693787,sbert,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||active_participation_/involvement,b497154ee376725876cb9d26e1e21d3e5d5479e1
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.8963216475069533,lsa,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||state_preferences,d56a0a2eebc8d4104417d98515bb8c44aa54508b
I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,Information-Giving||General_information,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.6604203659593362,lsa,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||state_preferences,aff53be8c03ac76ff7bbd0df9658ac18afc5bd19
please call,Information-Giving||General_information,Please expedite,PATIENT_PARTNERSHIP||state_preferences,0.6458059301366992,lsa,combined,Information-Giving||General_information :: PATIENT_PARTNERSHIP||state_preferences,7f8d482a172237802fa8d04d447541ef084b389d
My youngest son has MS,Information-Giving||General_information,My pleasure!,PROVIDER_PARTNERSHIP||Connection,0.5728796168344003,tfidf,combined,Information-Giving||General_information :: PROVIDER_PARTNERSHIP||Connection,1a5fa823aed1726da65a306f7ddbf48d5276a03a
rec'd a notice MM/DD/YYYY,Information-Giving||General_information,MM/DD/YYYY is good!,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.612816572189331,sbert,combined,Information-Giving||General_information :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,7759dd72cdb2ce8cd27180d24ab9d49773a25b9c
please call,Information-Giving||General_information,I completely forgot to let you know we wouldn't be calling,Socioemotional_/_Empathy||Acknowledge_Error,0.6067199110984802,sbert,combined,Information-Giving||General_information :: Socioemotional_/_Empathy||Acknowledge_Error,a55a74156b8266bd4f8dbd5d1c23a33e62c6a01a
I was just looking at my calendar and realized my next appt,Information-Giving||Scheduling_appt,Unfortunately I worked last night and came home this morning and fell asleep causing me to miss my appt today,Information-Giving_SDOH||Economic_stability,0.5802661180496216,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving_SDOH||Economic_stability,a4da4ff62223866758274aa676c9e6b3713bd931
had an appt w,Information-Giving||Scheduling_appt,Unfortunately I worked last night and came home this morning and fell asleep causing me to miss my appt today,Information-Giving_SDOH||Economic_stability,0.5766492486000061,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving_SDOH||Economic_stability,06bfe254aa9d68a2c78b1742b56e29742f9c33d2
I see Dr  Person1 on,Information-Giving||Scheduling_appt,"I scheduled to see Dr. Person1 on MM/DD/YYYY, at 9:45 in Org2",Information-Giving_SDOH||Health_care_access_and_quality,0.6609467068856226,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving_SDOH||Health_care_access_and_quality,91df40e24f0dfc628518724b93f616d33ab4e35a
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,"I saw I still had the appointment in Org2 for MM/DD/YYYY, MM/DD/YYYY, for the Lupron shot, I cancelled it",Information-Giving_SDOH||Health_care_access_and_quality,0.5525830769463107,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving_SDOH||Health_care_access_and_quality,9cfcadacc19bec61ad9fbf9f726c7ac96175ab6f
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I seeing Dr Person1 at 1pm at Org3 on MM/DD/YYYY,Information-Giving_SDOH||Health_care_access_and_quality,0.7361419796943665,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving_SDOH||Health_care_access_and_quality,1e52f8dd3908ef4497b2d979d7e579339c6be402
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,a ENT consultation on MM/DD/YYYY,Information-Giving||Care_Coordination,0.70512411507354,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,0b52dd80486c95271a928694332ef8a40365020f
scheduling Person1 out front,Information-Giving||Scheduling_appt,I'll have Person1 help out,Information-Giving||Care_Coordination,0.5589289697471692,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,1ecfa667cfb7aaaefbb493842323fb6dcaf4809b
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I will go over this with Dr  Person1 today,Information-Giving||Care_Coordination,0.7503503561019897,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,0d3a161b55f8587ee82633b296765960dd5146c0
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,They have asked if we can send the PET report and scans to them beforehand,Information-Giving||Care_Coordination,0.7046020030975342,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,2350a66de7a488ee1d13f969603cc82c33bf33da
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,"Could you please send the pet scan report to Person1 , doctor Person2 assistant",Information-Giving||Care_Coordination,0.6895427703857422,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,c9015a7039fda1bca4af782ebce42a4f69f1b006
would like to see Person2 in the office MM/DD/YYYY,Information-Giving||Scheduling_appt,look forward to meeting with Dr  Person2 on MM/DD/YYYY,Information-Giving||Care_Coordination,0.6302222609519958,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,afa3dc97a383277f2fb14cedc885c252b2105077
I've set up Person3's other,Information-Giving||Scheduling_appt,"I will have Person3, APRN sign the orders",Information-Giving||Care_Coordination,0.6112537980079651,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Care_Coordination,54db3b4a90a8fcc0bb7d0c7570c376e13cfd31e1
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.6873490724994357,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Diagnostics,0739e99453417dca0ea5fcc6314583baf2587815
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.6782847148471997,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Diagnostics,bd4837a71da9f1ea5428a77f2caeda189ba6779b
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,I gets labs done early tomorrow,Information-Giving||Diagnostics,0.6980255842208862,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Diagnostics,4fabefc46a4d1508e520a364597918a1bb84ae41
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,I gets labs done early tomorrow,Information-Giving||Diagnostics,0.6348364353179932,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Diagnostics,03b710f2154faf3405be1b04b4591db8aa04116d
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,I will get labs first am,Information-Giving||Diagnostics,0.610644519329071,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Diagnostics,88882c4e685ac0553cde2f70ea8bb0c7f3800552
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,I will get labs first am,Information-Giving||Diagnostics,0.5976346731185913,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Diagnostics,49a2487c9838ba312d3014e32b093ee985e92828
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,I see that you have a prescription for Ativan,Information-Giving||Drugs,0.77712821501378,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,3270f082d1d11fab3fa04cb1f71bd3f4a5ff61a9
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",Information-Giving||Drugs,0.6651632795800421,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,719e5931492024f6822e23c2d8f1453f8333a9ba
had an appt w,Information-Giving||Scheduling_appt,He just had an Ocrevus infusion,Information-Giving||Drugs,0.6287286591218185,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,9becd7060416e4296ae21989e41439b03745d3df
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,I have a prescription for trazodone from Org2 oncology,Information-Giving||Drugs,0.6111565132775796,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,296b8a91f118ee6bfd7c36757dfbe5ca8c2bf8d0
He definitely needs/,Information-Giving||Scheduling_appt,He prescribed me Ketorolac (Toradol),Information-Giving||Drugs,0.5604169529690467,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,80569606682efcb2989a038c5d4249cf80ea71ab
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,Information-Giving||Drugs,0.7615808844566345,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,459cfb41f6bee5d6326582172a6b3acf8aecf40d
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,Information-Giving||Drugs,0.7615808844566345,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||Drugs,459cfb41f6bee5d6326582172a6b3acf8aecf40d
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.7583611079047794,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,8370b891ee92fb645ac00a685a171d3b98a01e91
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.698957364554713,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,de3cbb9e1073316c98468c45246853715fae6b1d
I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,Information-Giving||Scheduling_appt,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,Information-Giving||General_information,0.6659729252412713,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,88195f5b44902678febc2cff7e14b586c4fc4781
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.5958914182352312,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,03aec2b46541926a3b07e9bcdaaf84b1f7c69b00
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I see Dr. Person2 in another month,Information-Giving||General_information,0.7562189698219299,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,4d38e3caa5db71f58d3f1a6543be14d7d947fea7
I see Dr  Person1 on,Information-Giving||Scheduling_appt,I be in touch with Dr. Person1 this coming week.,Information-Giving||General_information,0.7520002126693726,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,bd6abd09f7bf29b6e830a993185cf3db45105434
